promotion_id	regulator_symbol	target_symbol	species_scope	evidence_weight_tier	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	context_promotion_lane	sci_context_status	context_review_status
public_tf_comprehensive_1261	MIER3	ACTR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MIER3 has direct HPA human spinal-cord RNA expression, establishing L3 spinal-cord-tissue regulator-component context. Human ACTR2 has direct HPA spinal-cord RNA context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MIER3-to-ACTR2 mechanism.	https://www.proteinatlas.org/ENSG00000155545-MIER3/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1262	MLLT1/ENL	ACKR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLLT1/ENL has HPA human brain-atlas representation including spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MLLT1-to-ACKR2 mechanism.	https://www.proteinatlas.org/ENSG00000130382-MLLT1/brain;https://www.proteinatlas.org/ENSG00000144648-ACKR2/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1263	MLLT1/ENL	ACKR3	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLLT1/ENL has HPA human brain-atlas representation including spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR3 has direct HPA spinal-cord RNA context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MLLT1-to-ACKR3 mechanism.	https://www.proteinatlas.org/ENSG00000130382-MLLT1/brain;https://v24.proteinatlas.org/ENSG00000144476-ACKR3/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1264	MLLT1/ENL	ACTR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLLT1/ENL has HPA human brain-atlas representation including spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Human ACTR2 has direct HPA spinal-cord RNA context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MLLT1-to-ACTR2 mechanism.	https://www.proteinatlas.org/ENSG00000130382-MLLT1/brain;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1265	MLLT1/ENL	ACVR1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLLT1/ENL has HPA human brain-atlas representation including spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Human ACVR1 has direct HPA spinal-cord RNA context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MLLT1-to-ACVR1 mechanism.	https://www.proteinatlas.org/ENSG00000130382-MLLT1/brain;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1266	MLXIP	ABCB7	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MLXIP and ABCB7 each have independent HPA brain/CNS expression; no authoritative MLXIP-to-ABCB7 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000175727-MLXIP/brain;https://v20.proteinatlas.org/ENSG00000131269-ABCB7/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1267	MLXIP	ADAM23	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLXIP has direct HPA human spinal-cord RNA expression, establishing L3 spinal-cord-tissue regulator-component context. Human ADAM23 has direct HPA spinal-cord RNA expression, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MLXIP-to-ADAM23 mechanism.	https://www.proteinatlas.org/ENSG00000175727-MLXIP/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000114948-ADAM23/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1268	MLXIP	FST	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLXIP has direct HPA human spinal-cord RNA expression, establishing L3 spinal-cord-tissue regulator-component context. Human FST has direct HPA spinal-cord RNA expression, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MLXIP-to-FST mechanism.	https://www.proteinatlas.org/ENSG00000175727-MLXIP/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000134363-FST/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1269	MLXIP	HES1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MLXIP has HPA brain/spinal-cord representation, establishing L3 regulator-component context. Human HES1 has direct HPA cervical spinal-cord RNA expression, establishing L3 target-component context. Exact MLXIP-to-HES1 regulation and SCI-pair evidence were not established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000175727-MLXIP/brain;https://v21.proteinatlas.org/ENSG00000114315-HES1/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_127	ARID4B	Amfr	mouse	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Arid4b has authoritative non-CNS expression evidence in testis, establishing L1 regulator-component context. Mouse Amfr is expressed in cultured mouse spinal-cord neurons and astrocytes, establishing L3 target-component context. Exact-pair checks found no direct contextual Arid4b-to-Amfr mechanism, so the exact pair remains L0.	https://www.informatics.jax.org/go/marker/MGI%3A2137512;https://pmc.ncbi.nlm.nih.gov/articles/PMC6232869/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1270	MNX1	Ctnna3	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Mouse Mnx1 is directly used as a spinal motor-neuron marker in primary spinal-cord studies, while mouse Ctnna3 has independent species-matched HPA brain expression; no authoritative Mnx1-to-Ctnna3 mechanism or occupancy was verified; exact pair remains L0.	https://pubmed.ncbi.nlm.nih.gov/41099694/;https://pubmed.ncbi.nlm.nih.gov/35177643/;https://www.proteinatlas.org/ENSG00000183230-CTNNA3/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1271	MNX1	DGKA	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MNX1 and DGKA each have independent HPA brain/CNS context; no authoritative MNX1-to-DGKA mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000130675-MNX1/brain;https://www.proteinatlas.org/ENSG00000065357-DGKA/brain/cerebral%2Bcortex	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1272	MNX1	FCMR	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MNX1 and FCMR each have independent HPA brain/CNS context; no authoritative MNX1-to-FCMR mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000130675-MNX1/brain;https://www.proteinatlas.org/ENSG00000162894-FCMR/brain/cerebral%2Bcortex	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1273	MNX1	Gata2	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Mnx1 is directly used in spinal motor-neuron studies, and mouse Gata2 is shown by loss- and gain-of-function studies to function in developing ventral spinal-cord V2 interneurons; no authoritative Mnx1-to-Gata2 mechanism or occupancy was verified; exact pair remains L0.	https://pubmed.ncbi.nlm.nih.gov/41099694/;https://pubmed.ncbi.nlm.nih.gov/25369423/;https://pubmed.ncbi.nlm.nih.gov/10934027/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1274	MNX1	IQGAP3	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MNX1 and IQGAP3 each have HPA brain/CNS expression data; no authoritative MNX1-to-IQGAP3 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000130675-MNX1/brain;https://www.proteinatlas.org/ENSG00000183856-IQGAP3/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1275	MNX1	OCA2	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MNX1 and OCA2 each have independent HPA brain/CNS context; OCA2 is represented in the HPA brain atlas through choroid-plexus/retinal CNS-related expression; no authoritative MNX1-to-OCA2 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000130675-MNX1/brain;https://www.proteinatlas.org/ENSG00000104044-OCA2/summary;https://www.proteinatlas.org/humanproteome/tissue/retina	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1276	MNX1	Ppp6r3	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Mouse Mnx1 is directly used in spinal motor-neuron studies, while mouse Ppp6r3 has species-matched HPA mouse-brain expression; no authoritative Mnx1-to-Ppp6r3 mechanism or occupancy was verified; exact pair remains L0.	https://pubmed.ncbi.nlm.nih.gov/41099694/;https://pubmed.ncbi.nlm.nih.gov/35177643/;https://www.proteinatlas.org/ENSG00000110075-PPP6R3/tissue/cerebral%2Bcortex	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1277	MORC2	ANXA2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MORC2 has HPA human spinal-cord/brain representation and independent human nervous-system expression evidence, establishing L3 regulator-component context. Human ANXA2 has direct HPA spinal-cord tissue representation, establishing L3 target-component context. Exact MORC2-to-ANXA2 regulation and SCI-pair evidence were not established; the exact pair remains L0.	https://v21.proteinatlas.org/ENSG00000133422-MORC2/tissue;https://riunet.upv.es/bitstreams/ff641565-7783-4c90-8dee-aa114d3b097f/download;https://www.proteinatlas.org/ENSG00000182718-ANXA2/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1278	MORC2	CD99	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MORC2 has HPA tissue representation including spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Human CD99 has direct HPA spinal-cord RNA expression, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MORC2-to-CD99 mechanism.	https://www.proteinatlas.org/ENSG00000133422-MORC2/tissue;https://www.proteinatlas.org/ENSG00000002586-CD99/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1279	MORC2	DIP2A	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human MORC2 has HPA tissue representation including spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Human DIP2A has direct HPA spinal-cord RNA expression, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual MORC2-to-DIP2A mechanism.	https://www.proteinatlas.org/ENSG00000133422-MORC2/tissue;https://www.proteinatlas.org/ENSG00000160305-DIP2A/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_128	ARID4B	Bmpr2	mouse	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Arid4b has authoritative non-CNS expression evidence in testis, establishing L1 regulator-component context. Mouse Bmpr2 transcripts were directly detected in spinal-cord tissue, establishing L3 target-component context. Exact-pair checks found no direct contextual Arid4b-to-Bmpr2 mechanism, so the exact pair remains L0.	https://www.informatics.jax.org/go/marker/MGI%3A2137512;https://haik.upjs.sk/data/text/biologia/J_Comparative_Neurology_Tonelli_Gombalov_2020.pdf	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1280	MORC3	Adam17	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Mouse Morc3 has direct MGI RNA in situ evidence in spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Reviewed mouse Adam17 records establish nervous-system expression but not a direct spinal-cord result, so target-component context is conservatively L2 CNS. Targeted exact-pair searches found no direct contextual Morc3-to-Adam17 mechanism.	https://www.informatics.jax.org/assay/MGI%3A2666292;https://www.informatics.jax.org/marker/MGI%3A1096335	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1281	MORC3	Adgrl1	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Mouse Morc3 has direct species-matched developmental spinal-cord expression in MGI/GXD, establishing L3 regulator-component context. Mouse Adgrl1 has species-matched brain expression, establishing L2 CNS target-component context; direct mouse spinal-cord-positive or SCI evidence was not established. Exact Morc3-to-Adgrl1 regulation and SCI-pair evidence were not established; the exact pair remains L0.	https://www.informatics.jax.org/assay/MGI%3A2666292;https://pmc.ncbi.nlm.nih.gov/articles/PMC6510184/;https://www.uniprot.org/uniprotkb/Q80TR1/entry	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1282	MORC3	Adgrl2	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Morc3 has direct species-matched developmental spinal-cord expression in MGI/GXD, establishing L3 regulator-component context. Mouse Adgrl2/Lphn2 has direct dorsal-spinal-cord developmental expression in a mouse spinal-cord study, establishing L3 target-component context. Exact Morc3-to-Adgrl2 regulation and SCI-pair evidence were not established; the exact pair remains L0.	https://www.informatics.jax.org/assay/MGI%3A2666292;https://pmc.ncbi.nlm.nih.gov/articles/PMC8117147/;https://pmc.ncbi.nlm.nih.gov/articles/PMC13301496/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1283	MORC3	Adipor2	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Morc3 has direct MGI RNA in situ evidence in spinal cord, establishing L3 spinal-cord-tissue regulator-component context. Mouse Adipor2 has MGI GXD RT-PCR evidence in postnatal spinal cord, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Morc3-to-Adipor2 mechanism.	https://www.informatics.jax.org/assay/MGI%3A2666292;https://www.mousemine.org/mousemine/keywordSearchResults.do?searchTerm=Adipor2	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1284	MPHOSPH8	BBC3	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MPHOSPH8 and BBC3 each have independent HPA brain/CNS expression; no authoritative MPHOSPH8-to-BBC3 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000196199-MPHOSPH8/tissue;https://www.proteinatlas.org/ENSG00000105327-BBC3/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1285	MPHOSPH8	DCP1B	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MPHOSPH8 and DCP1B each have independent HPA brain/CNS expression; no authoritative MPHOSPH8-to-DCP1B mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000196199-MPHOSPH8/tissue;https://www.proteinatlas.org/ENSG00000151065-DCP1B/tissue/cerebral%2Bcortex	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1286	MPHOSPH8	HERC6	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MPHOSPH8 and HERC6 each have independent HPA brain/CNS expression; no authoritative MPHOSPH8-to-HERC6 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000196199-MPHOSPH8/tissue;https://www.proteinatlas.org/ENSG00000138642-HERC6/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1287	MPHOSPH8	RPS27L	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MPHOSPH8 and RPS27L each have independent HPA brain/CNS expression; no authoritative MPHOSPH8-to-RPS27L mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000196199-MPHOSPH8/tissue;https://www.proteinatlas.org/ENSG00000185088-RPS27L/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1288	Mpnd	Ccdc107	mouse	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Mouse Mpnd and mouse Ccdc107 each have species-matched HPA brain expression; no authoritative Mpnd-to-Ccdc107 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000008382-MPND/tissue/cerebral%2Bcortex;https://www.proteinatlas.org/ENSG00000159884-CCDC107/tissue/midbrain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1289	Mpnd	Gm10715	mouse	C_tflink_source_table_only	L2_CNS_context	L0_no_context_evidence	L0_no_context_evidence	regulator_only	Mouse Mpnd has species-matched HPA mouse-brain expression, but Gm10715 could not be assigned qualifying CNS, spinal-cord, or SCI context from the authoritative source packet; no authoritative Mpnd-to-Gm10715 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000008382-MPND/tissue/cerebral%2Bcortex;https://www.ncbi.nlm.nih.gov/gene/68047	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_129	ARID4B	Ccl25	mouse	C_tflink_source_table_only	L1_non_CNS_context	L4_SCI_context	L0_no_context_evidence	pathway_or_component_only	Mouse Arid4b has authoritative non-CNS expression evidence in testis, establishing L1 regulator-component context. Mouse Ccl25 was measured as altered in spinal cord after experimental SCI, establishing L4 target-component context. Exact-pair checks found no direct contextual Arid4b-to-Ccl25 mechanism, so the exact pair remains L0.	https://www.informatics.jax.org/go/marker/MGI%3A2137512;https://pmc.ncbi.nlm.nih.gov/articles/PMC12821155/	sci_relevant_component_context	indirect_sci_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1290	Mpnd	Gm10717	mouse	C_tflink_source_table_only	L2_CNS_context	L0_no_context_evidence	L0_no_context_evidence	regulator_only	Mouse Mpnd has species-matched HPA mouse-brain expression, but Gm10717 is a predicted mouse locus without qualifying CNS, spinal-cord, or SCI context in the authoritative source packet; no authoritative Mpnd-to-Gm10717 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000008382-MPND/tissue/cerebral%2Bcortex;https://www.ebi.ac.uk/gxa/genes/ensmusg00000095891	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1291	Mpnd	Gm10719	mouse	C_tflink_source_table_only	L2_CNS_context	L0_no_context_evidence	L0_no_context_evidence	regulator_only	Mouse Mpnd has species-matched HPA mouse-brain expression, but Gm10719 is a predicted mouse locus without qualifying CNS, spinal-cord, or SCI context in the authoritative source packet; no authoritative Mpnd-to-Gm10719 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000008382-MPND/tissue/cerebral%2Bcortex;https://www.mmrrc.org/catalog/sds.php?mmrrc_id=44348	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1292	MRPL36	BARD1	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MRPL36 and BARD1 each have independent CNS/brain context in authoritative gene and tissue resources; no authoritative MRPL36-to-BARD1 mechanism or occupancy was verified; exact pair remains L0.	https://v19.proteinatlas.org/ENSG00000171421-MRPL36/brain;https://www.proteinatlas.org/ENSG00000138376-BARD1/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1293	MRPL36	MLH1	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MRPL36 and MLH1 each have independent CNS/brain context in authoritative gene and tissue resources; no authoritative MRPL36-to-MLH1 mechanism or occupancy was verified; exact pair remains L0.	https://v19.proteinatlas.org/ENSG00000171421-MRPL36/brain;https://www.proteinatlas.org/ENSG00000076242-MLH1/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1294	MRTFA/MKL1/Mrtfa	Srf	mouse	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L2_CNS_context	exact_pair	A primary mouse brain-development study identifies MRTF-A/MKL1 (Mrtfa) and SRF as a functional coactivator partnership controlling neuronal migration, neurite outgrowth, and cytoskeletal gene transcription. This supports L2 CNS context for the exact pair, but not spinal-cord or SCI context.	https://pubmed.ncbi.nlm.nih.gov/20534669/;https://pubmed.ncbi.nlm.nih.gov/17005865/	cns_context_candidate	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1295	MSGN1	Arg1	mouse	C_tflink_source_table_only	L2_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Msgn1 has species-matched CNS/developmental model evidence involving spinal-cord cells, establishing conservative L2 CNS regulator-component context rather than direct spinal-cord-tissue context. Mouse Arg1 has direct MGI RNA in situ evidence in spinal cord, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Msgn1-to-Arg1 mechanism.	https://www.sciencedirect.com/science/article/pii/S1534580725001182;https://www.informatics.jax.org/accession/MGI%3A4945864	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1296	MSGN1	Flrt3	mouse	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Msgn1 is a paraxial-mesoderm/presomitic-mesoderm regulator, establishing L1 non-CNS regulator-component context; no qualifying mouse CNS or spinal-cord-positive context for Msgn1 was established. Mouse Flrt3 has species-matched spinal-cord in situ hybridization data, establishing L3 target-component context. Exact Msgn1-to-Flrt3 regulation and SCI-pair evidence were not established; the target-set listing is not treated as an exact mechanism, so the exact pair remains L0.	https://www.sciencedirect.com/science/article/pii/S1534580725001182;https://search.brain-map.org/related/matches.html?section_data_set=71656690;https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/MSGN1_TARGET_GENES.html	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1297	MSGN1	Ptprz1	mouse	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Msgn1 is a paraxial-mesoderm/presomitic-mesoderm regulator, establishing L1 non-CNS regulator-component context; no qualifying mouse CNS or spinal-cord-positive context for Msgn1 was established. Mouse Ptprz1 has direct embryonic spinal-cord ventricular-layer expression in MGI/GXD and independent spinal-cord in situ evidence, establishing L3 target-component context. Exact Msgn1-to-Ptprz1 regulation and SCI-pair evidence were not established; the target-set listing is not treated as an exact mechanism, so the exact pair remains L0.	https://www.sciencedirect.com/science/article/pii/S1534580725001182;https://www.informatics.jax.org/accession/MGI%3A4365779;https://pmc.ncbi.nlm.nih.gov/articles/PMC8217649/;https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/MSGN1_TARGET_GENES.html	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1298	MTHFD1	BCL9L	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MTHFD1 and BCL9L each have independent HPA brain/CNS expression; no authoritative MTHFD1-to-BCL9L mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000100714-MTHFD1/tissue/cerebral%2Bcortex;https://v24.proteinatlas.org/ENSG00000186174-BCL9L/tissue	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_1299	MTHFD1	CLASP2	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human MTHFD1 and CLASP2 each have independent HPA brain/CNS expression; no authoritative MTHFD1-to-CLASP2 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000100714-MTHFD1/tissue/cerebral%2Bcortex;https://v20.proteinatlas.org/ENSG00000163539-CLASP2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_130	ARNT2	A2m	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L4_SCI_context	L0_no_context_evidence	component_only	Mouse ARNT2 was localized to neurons and glia in healthy spinal cord in an experimental CNS inflammatory-disease study, establishing spinal-cord-tissue regulator-component context; the study was not an SCI model. Mouse A2m was independently reported as upregulated at the lesion site after spinal cord injury, establishing SCI target-component context. No ARNT2-to-A2m context was established; the exact pair remains L0.	https://pmc.ncbi.nlm.nih.gov/articles/PMC6145183/;https://www.nature.com/articles/s41392-026-02660-1	sci_relevant_component_context	indirect_sci_context	adjudicated_positive_component_or_pair_context
