promotion_id	regulator_symbol	target_symbol	species_scope	context_level_exact_pair	source_registry	source_record_id	source_database	detection_method	pubmed_id	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	snapshot_exists	snapshot_sha256_match	snapshot_row_regulator_match	snapshot_row_target_match	snapshot_row_organism_match	snapshot_row_source_match	source_chain_status	audit_basis
public_tf_comprehensive_472	CXXC1/CFP1	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:000721:b3491a4f7c8c	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9P0U4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9P0U4_targets.tsv	89d61d412bb30ea4382f2397466ffdc6ce7602095af126fd8f4a5246e4170fec	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_473	CXXC1/CFP1	Actr2	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000922:89e5745c6d2b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWW7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWW7_targets.tsv	c9099eb106f857a1c34ccc593f1908c9fd22b5abcee6e6a2b84897fa4f8f922a	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_474	CXXC1/CFP1	ADA	human	L0_no_context_evidence	TFLink	tflink:human:000721:b3491a4f7c8c	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9P0U4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9P0U4_targets.tsv	89d61d412bb30ea4382f2397466ffdc6ce7602095af126fd8f4a5246e4170fec	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_475	CXXC1/CFP1	Adam10	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000922:89e5745c6d2b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWW7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWW7_targets.tsv	c9099eb106f857a1c34ccc593f1908c9fd22b5abcee6e6a2b84897fa4f8f922a	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_476	CXXC1/CFP1	Adam12	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000922:89e5745c6d2b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWW7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWW7_targets.tsv	c9099eb106f857a1c34ccc593f1908c9fd22b5abcee6e6a2b84897fa4f8f922a	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_477	CXXC1/CFP1	Adam17	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000922:89e5745c6d2b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWW7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWW7_targets.tsv	c9099eb106f857a1c34ccc593f1908c9fd22b5abcee6e6a2b84897fa4f8f922a	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_478	CXXC4/IDAX	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:001098:ee548f398d6a	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9H2H0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9H2H0_targets.tsv	81fe6b9e8b9e3df8ed8d815ad3b91e29c863bc1a790d9f3ced7c6938b1cedbf2	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_479	CXXC4/IDAX	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:001098:ee548f398d6a	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9H2H0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9H2H0_targets.tsv	81fe6b9e8b9e3df8ed8d815ad3b91e29c863bc1a790d9f3ced7c6938b1cedbf2	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_480	CXXC4/IDAX	ACVR1	human	L0_no_context_evidence	TFLink	tflink:human:001098:ee548f398d6a	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9H2H0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9H2H0_targets.tsv	81fe6b9e8b9e3df8ed8d815ad3b91e29c863bc1a790d9f3ced7c6938b1cedbf2	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_481	CXXC4/IDAX	ADAM10	human	L0_no_context_evidence	TFLink	tflink:human:001098:ee548f398d6a	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9H2H0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9H2H0_targets.tsv	81fe6b9e8b9e3df8ed8d815ad3b91e29c863bc1a790d9f3ced7c6938b1cedbf2	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_482	DAND5/Dand5	ABCA1	human	L0_no_context_evidence	TFLink	tflink:human:000038:f9fc49749364	ReMap;TRRUST	chromatin immunoprecipitation assay;inferred by curator	29126285;10884428;17887732;29087512;11264984	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N907.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N907_targets.tsv	e1d696f166d2ac2a371c93515578e930a2ad90ef58f7a08d6ca5e94739b2225c	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_483	DAND5/Dand5	Abca1	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000050:d7c56b994f45	TRRUST	inferred by curator	22711909;29087512	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q76LW6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q76LW6_targets.tsv	15fc9bb46e5b10335ccd8e75b12dde4d89f00b322cd36a7dda7ff86ccfafe748	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_484	DAND5/Dand5	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:000038:f9fc49749364	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N907.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N907_targets.tsv	e1d696f166d2ac2a371c93515578e930a2ad90ef58f7a08d6ca5e94739b2225c	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_485	DAND5/Dand5	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:000038:f9fc49749364	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N907.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N907_targets.tsv	e1d696f166d2ac2a371c93515578e930a2ad90ef58f7a08d6ca5e94739b2225c	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_486	DAND5/Dand5	ACVR1	human	L0_no_context_evidence	TFLink	tflink:human:000038:f9fc49749364	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N907.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N907_targets.tsv	e1d696f166d2ac2a371c93515578e930a2ad90ef58f7a08d6ca5e94739b2225c	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_487	DAND5/Dand5	Adcyap1r1	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000050:d7c56b994f45	TRRUST	inferred by curator	29087512;24045949	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q76LW6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q76LW6_targets.tsv	15fc9bb46e5b10335ccd8e75b12dde4d89f00b322cd36a7dda7ff86ccfafe748	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_488	DAND5/Dand5	Aplp1	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000050:d7c56b994f45	TRRUST	inferred by curator	29087512;8786110	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q76LW6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q76LW6_targets.tsv	15fc9bb46e5b10335ccd8e75b12dde4d89f00b322cd36a7dda7ff86ccfafe748	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_489	DAND5/Dand5	Apoe	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000050:d7c56b994f45	TRRUST	inferred by curator	18467438;29087512	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q76LW6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q76LW6_targets.tsv	15fc9bb46e5b10335ccd8e75b12dde4d89f00b322cd36a7dda7ff86ccfafe748	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_490	DCP1A	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:000950:1596a9fce213	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPI6_targets.tsv	8fa54569f09ba88429ecb1d1d2928986f07fd4dbe2d1ec8cebe174efef1aff6b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_491	DCP1A	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:000950:1596a9fce213	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPI6_targets.tsv	8fa54569f09ba88429ecb1d1d2928986f07fd4dbe2d1ec8cebe174efef1aff6b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_492	DCP1A	ACVR1	human	L0_no_context_evidence	TFLink	tflink:human:000950:1596a9fce213	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPI6_targets.tsv	8fa54569f09ba88429ecb1d1d2928986f07fd4dbe2d1ec8cebe174efef1aff6b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_493	DCP1A	ADA	human	L0_no_context_evidence	TFLink	tflink:human:000950:1596a9fce213	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPI6_targets.tsv	8fa54569f09ba88429ecb1d1d2928986f07fd4dbe2d1ec8cebe174efef1aff6b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_494	DDX20/Gemin3	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:001132:99a7cd136ca4	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UHI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UHI6_targets.tsv	1bb704244bb05fbd494f2bbfc2c59c34289352c62fdbd5b3429295894abe8d2f	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_495	DDX20/Gemin3	ACVRL1	human	L0_no_context_evidence	TFLink	tflink:human:001132:99a7cd136ca4	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UHI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UHI6_targets.tsv	1bb704244bb05fbd494f2bbfc2c59c34289352c62fdbd5b3429295894abe8d2f	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_496	DDX20/Gemin3	ADAM9	human	L0_no_context_evidence	TFLink	tflink:human:001132:99a7cd136ca4	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UHI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UHI6_targets.tsv	1bb704244bb05fbd494f2bbfc2c59c34289352c62fdbd5b3429295894abe8d2f	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_497	DDX20/Gemin3	ADCYAP1	human	L0_no_context_evidence	TFLink	tflink:human:001132:99a7cd136ca4	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UHI6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UHI6_targets.tsv	1bb704244bb05fbd494f2bbfc2c59c34289352c62fdbd5b3429295894abe8d2f	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_498	DDX21	ADAM22	human	L0_no_context_evidence	TFLink	tflink:human:001206:6b88f2c3238b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NR30.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NR30_targets.tsv	29580229ce857db69b9570d27bda08a29767fdc68fcba435ce151f48ebe9c368	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_499	DDX21	ADO	human	L0_no_context_evidence	TFLink	tflink:human:001206:6b88f2c3238b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NR30.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NR30_targets.tsv	29580229ce857db69b9570d27bda08a29767fdc68fcba435ce151f48ebe9c368	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_500	DDX21	ATP6AP2	human	L0_no_context_evidence	TFLink	tflink:human:001206:6b88f2c3238b	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NR30.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NR30_targets.tsv	29580229ce857db69b9570d27bda08a29767fdc68fcba435ce151f48ebe9c368	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_501	DICER1	ANG	human	L0_no_context_evidence	TFLink	tflink:human:001456:a6f3a6b024e7	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UPY3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UPY3_targets.tsv	e399a3c623c1d8f5bef4270b42a70582a1e46f57adba4b0b14cc2079d58d7f90	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_502	DICER1	BCAR3	human	L0_no_context_evidence	TFLink	tflink:human:001456:a6f3a6b024e7	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UPY3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UPY3_targets.tsv	e399a3c623c1d8f5bef4270b42a70582a1e46f57adba4b0b14cc2079d58d7f90	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_503	DICER1	C2orf42	human	L0_no_context_evidence	TFLink	tflink:human:001456:a6f3a6b024e7	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UPY3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UPY3_targets.tsv	e399a3c623c1d8f5bef4270b42a70582a1e46f57adba4b0b14cc2079d58d7f90	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_504	DICER1	LRP6	human	L0_no_context_evidence	TFLink	tflink:human:001456:a6f3a6b024e7	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UPY3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UPY3_targets.tsv	e399a3c623c1d8f5bef4270b42a70582a1e46f57adba4b0b14cc2079d58d7f90	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_505	DIDO1	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:001095:8b357688c8bd	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BTC0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BTC0_targets.tsv	c9daffa89f74e5a269885f14d0e3de47f6e1b889839799259d71b3a37ac64167	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_506	DIDO1	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:001095:8b357688c8bd	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BTC0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BTC0_targets.tsv	c9daffa89f74e5a269885f14d0e3de47f6e1b889839799259d71b3a37ac64167	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_507	DIDO1	ACVR1C	human	L0_no_context_evidence	TFLink	tflink:human:001095:8b357688c8bd	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BTC0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BTC0_targets.tsv	c9daffa89f74e5a269885f14d0e3de47f6e1b889839799259d71b3a37ac64167	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_508	DKK1	SEC61A2	human	L0_no_context_evidence	TFLink	tflink:human:001604:974dafd940fd	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O94907.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O94907_targets.tsv	60f67b548f31fb439e95d980a97f1a3355f58923fa5cc4ed5c5282e472fc7a13	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_509	DLX6	Abl2	mouse	L0_no_context_evidence	TFLink	tflink:mouse:001119:fed07fab744e	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P70397.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P70397_targets.tsv	c0f2b86389e6a50ca5aaa0c150c5e9d9d81dc4b789fbe41c5a9963337451c035	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_510	DLX6	CXCL2	human	L0_no_context_evidence	TFLink	tflink:human:001223:a9c5467eade3	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P56179.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P56179_targets.tsv	3efcf7b1775c06546f1a94743612fae0307b7b2ccbc3ab8a4135455214674523	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_511	DLX6	EFNA1	human	L0_no_context_evidence	TFLink	tflink:human:001223:a9c5467eade3	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P56179.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P56179_targets.tsv	3efcf7b1775c06546f1a94743612fae0307b7b2ccbc3ab8a4135455214674523	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
