review_queue_rank	priority_band	route_status	queue_key	promotion_id	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	module_count	module_assignments	target_graph_modules	module_routes	module_row_count	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	source_registries	source_record_ids	review_ids	primary_citations	regulator_role_class	canonical_role_status	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_promotion_lane	context_review_status	context_review_basis
185	C2_canonical_single_module:90	module_routed	mecom|ackr3|human	public_tf_comprehensive_1220	mecom	MECOM	MECOM	ACKR3	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000929:6dc24dd2e934	tflink_source_mecom_ackr3_human_tflink_human_000929_6dc24dd2e934	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MECOM is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACKR3 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MECOM-to-ACKR3 context was established; the exact pair remains L0.
186	C2_canonical_single_module:90	module_routed	mecom|actr2|human	public_tf_comprehensive_1221	mecom	MECOM	MECOM	ACTR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000929:6dc24dd2e934	tflink_source_mecom_actr2_human_tflink_human_000929_6dc24dd2e934	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MECOM is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACTR2 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MECOM-to-ACTR2 context was established; the exact pair remains L0.
187	C2_canonical_single_module:90	module_routed	mecom|acvr1|human	public_tf_comprehensive_1222	mecom	MECOM	MECOM	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000929:6dc24dd2e934	tflink_source_mecom_acvr1_human_tflink_human_000929_6dc24dd2e934	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MECOM is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MECOM-to-ACVR1 context was established; the exact pair remains L0.
188	C2_canonical_single_module:90	module_routed	mxd3|abca1|human	public_tf_comprehensive_1310	mxd3	MXD3	MXD3	ABCA1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000968:4a959d3229ee	tflink_source_mxd3_abca1_human_tflink_human_000968_4a959d3229ee	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MXD3 is independently measured in the Human Protein Atlas spinal-cord tissue dataset, establishing spinal-cord-tissue regulator-component context. Human ABCA1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MXD3-to-ABCA1 context was established; the exact pair remains L0.
189	C2_canonical_single_module:90	module_routed	mxd3|ackr2|human	public_tf_comprehensive_1311	mxd3	MXD3	MXD3	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000968:4a959d3229ee	tflink_source_mxd3_ackr2_human_tflink_human_000968_4a959d3229ee	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MXD3 is independently measured in the Human Protein Atlas spinal-cord tissue dataset, establishing spinal-cord-tissue regulator-component context. Human ACKR2 was independently studied in peripheral leukocyte subsets, establishing non-CNS target-component context; no higher human ACKR2 context was verified in this pass. No MXD3-to-ACKR2 context was established; the exact pair remains L0.
190	C2_canonical_single_module:90	module_routed	mxd3|acvr1c|human	public_tf_comprehensive_1313	mxd3	MXD3	MXD3	ACVR1C	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000968:4a959d3229ee	tflink_source_mxd3_acvr1c_human_tflink_human_000968_4a959d3229ee	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MXD3 is independently measured in the Human Protein Atlas spinal-cord tissue dataset, establishing spinal-cord-tissue regulator-component context. Human ACVR1C is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MXD3-to-ACVR1C context was established; the exact pair remains L0.
191	C2_canonical_single_module:90	module_routed	mxd3|acvr1|human	public_tf_comprehensive_1312	mxd3	MXD3	MXD3	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000968:4a959d3229ee	tflink_source_mxd3_acvr1_human_tflink_human_000968_4a959d3229ee	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MXD3 is independently measured in the Human Protein Atlas spinal-cord tissue dataset, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MXD3-to-ACVR1 context was established; the exact pair remains L0.
192	C2_canonical_single_module:90	module_routed	mynn|ackr1|human	public_tf_comprehensive_1317	mynn	MYNN	MYNN	ACKR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000924:71549f85f858	tflink_source_mynn_ackr1_human_tflink_human_000924_71549f85f858	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYNN is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACKR1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MYNN-to-ACKR1 context was established; the exact pair remains L0.
193	C2_canonical_single_module:90	module_routed	mynn|actr2|human	public_tf_comprehensive_1318	mynn	MYNN	MYNN	ACTR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000924:71549f85f858	tflink_source_mynn_actr2_human_tflink_human_000924_71549f85f858	https://pubmed.ncbi.nlm.nih.gov/29126285/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYNN is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACTR2 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MYNN-to-ACTR2 context was established; the exact pair remains L0.
194	C2_canonical_single_module:90	module_routed	mynn|acvr1|human	public_tf_comprehensive_1319	mynn	MYNN	MYNN	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000924:71549f85f858	tflink_source_mynn_acvr1_human_tflink_human_000924_71549f85f858	https://pubmed.ncbi.nlm.nih.gov/29126285/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYNN is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MYNN-to-ACVR1 context was established; the exact pair remains L0.
195	C2_canonical_single_module:90	module_routed	mynn|acvrl1|human	public_tf_comprehensive_1320	mynn	MYNN	MYNN	ACVRL1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000924:71549f85f858	tflink_source_mynn_acvrl1_human_tflink_human_000924_71549f85f858	https://pubmed.ncbi.nlm.nih.gov/29126285/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYNN is independently measured in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACVRL1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MYNN-to-ACVRL1 context was established; the exact pair remains L0.
196	C2_canonical_single_module:90	module_routed	myrf|ackr2|human	public_tf_comprehensive_1325	myrf	MYRF	MYRF	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001273:e9d3bc997b48	tflink_source_myrf_ackr2_human_tflink_human_001273_e9d3bc997b48	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYRF is independently measured in spinal-cord tissue in the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ACKR2 was independently studied in peripheral leukocyte subsets, establishing non-CNS target-component context; no higher human ACKR2 context was verified in this pass. No MYRF-to-ACKR2 context was established; the exact pair remains L0.
197	C2_canonical_single_module:90	module_routed	myrf|adam10|human	public_tf_comprehensive_1326	myrf	MYRF	MYRF	ADAM10	human	1	23B	23B	23B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001273:e9d3bc997b48	tflink_source_myrf_adam10_human_tflink_human_001273_e9d3bc997b48	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYRF is independently measured in spinal-cord tissue in the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADAM10 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MYRF-to-ADAM10 context was established; the exact pair remains L0.
198	C2_canonical_single_module:90	module_routed	myrf|adam17|human	public_tf_comprehensive_1327	myrf	MYRF	MYRF	ADAM17	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001273:e9d3bc997b48	tflink_source_myrf_adam17_human_tflink_human_001273_e9d3bc997b48	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human MYRF is independently measured in spinal-cord tissue in the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADAM17 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No MYRF-to-ADAM17 context was established; the exact pair remains L0.
199	C2_canonical_single_module:90	module_routed	myt1l|abca1|mouse	public_tf_comprehensive_1333	myt1l	MYT1L	Myt1l	Abca1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000961:f706c20f5ab7	tflink_source_myt1l_abca1_mouse_tflink_mouse_000961_f706c20f5ab7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L4_SCI_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Myt1l was independently documented in differentiating spinal-cord neurons, establishing spinal-cord-tissue regulator-component context. Mouse Abca1 was independently studied in injured spinal cord, establishing SCI target-component context. No Myt1l-to-Abca1 context was established; the exact pair remains L0.
200	C2_canonical_single_module:90	module_routed	myt1l|ackr3|mouse	public_tf_comprehensive_1334	myt1l	MYT1L	Myt1l	Ackr3	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000961:f706c20f5ab7	tflink_source_myt1l_ackr3_mouse_tflink_mouse_000961_f706c20f5ab7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Myt1l was independently documented in differentiating spinal-cord neurons, establishing spinal-cord-tissue regulator-component context. Mouse Ackr3 is independently localized in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No Myt1l-to-Ackr3 context was established; the exact pair remains L0.
201	C2_canonical_single_module:90	module_routed	myt1l|actr2|mouse	public_tf_comprehensive_1335	myt1l	MYT1L	Myt1l	Actr2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000961:f706c20f5ab7	tflink_source_myt1l_actr2_mouse_tflink_mouse_000961_f706c20f5ab7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Myt1l was independently documented in differentiating spinal-cord neurons, establishing spinal-cord-tissue regulator-component context. Mouse Actr2 has species-matched gene evidence associated with the CNS, establishing CNS target-component context. No Myt1l-to-Actr2 context was established; the exact pair remains L0.
202	C2_canonical_single_module:90	module_routed	myt1l|adam10|mouse	public_tf_comprehensive_1336	myt1l	MYT1L	Myt1l	Adam10	mouse	1	23B	23B	23B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000961:f706c20f5ab7	tflink_source_myt1l_adam10_mouse_tflink_mouse_000961_f706c20f5ab7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Myt1l was independently documented in differentiating spinal-cord neurons, establishing spinal-cord-tissue regulator-component context. Mouse Adam10 is independently measured throughout the CNS, including spinal cord, establishing spinal-cord-tissue target-component context. No Myt1l-to-Adam10 context was established; the exact pair remains L0.
203	C2_canonical_single_module:90	module_routed	neurod2|actr2|mouse	public_tf_comprehensive_1391	neurod2	NEUROD2	Neurod2	Actr2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000958:4c84a5dc2814	tflink_source_neurod2_actr2_mouse_tflink_mouse_000958_4c84a5dc2814	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Neurod2 is independently detected in spinal cord by in situ hybridization, establishing spinal-cord-tissue regulator-component context. Mouse Actr2 has species-matched gene evidence associated with the CNS, establishing CNS target-component context. No Neurod2-to-Actr2 context was established; the exact pair remains L0.
204	C2_canonical_single_module:90	module_routed	neurod2|acvr1c|mouse	public_tf_comprehensive_1393	neurod2	NEUROD2	Neurod2	Acvr1c	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000958:4c84a5dc2814	tflink_source_neurod2_acvr1c_mouse_tflink_mouse_000958_4c84a5dc2814	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Neurod2 is independently detected in spinal cord by in situ hybridization, establishing spinal-cord-tissue regulator-component context. Mouse Acvr1c is independently studied in the brain, establishing CNS target-component context. No Neurod2-to-Acvr1c context was established; the exact pair remains L0.
205	C2_canonical_single_module:90	module_routed	neurod2|acvr1|mouse	public_tf_comprehensive_1392	neurod2	NEUROD2	Neurod2	Acvr1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000958:4c84a5dc2814	tflink_source_neurod2_acvr1_mouse_tflink_mouse_000958_4c84a5dc2814	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Neurod2 is independently detected in spinal cord by in situ hybridization, establishing spinal-cord-tissue regulator-component context. Mouse Acvr1 is independently characterized in neural tissue, establishing CNS target-component context. No Neurod2-to-Acvr1 context was established; the exact pair remains L0.
206	C2_canonical_single_module:90	module_routed	neurod2|adam10|mouse	public_tf_comprehensive_1394	neurod2	NEUROD2	Neurod2	Adam10	mouse	1	23B	23B	23B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000958:4c84a5dc2814	tflink_source_neurod2_adam10_mouse_tflink_mouse_000958_4c84a5dc2814	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Neurod2 is independently detected in spinal cord by in situ hybridization, establishing spinal-cord-tissue regulator-component context. Mouse Adam10 is independently measured throughout the CNS, including spinal cord, establishing spinal-cord-tissue target-component context. No Neurod2-to-Adam10 context was established; the exact pair remains L0.
207	C2_canonical_single_module:90	module_routed	npas4|acvr1|mouse	public_tf_comprehensive_1422	npas4	NPAS4	Npas4	Acvr1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000902:0067a7f884a7	tflink_source_npas4_acvr1_mouse_tflink_mouse_000902_0067a7f884a7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Npas4 has established CNS regulator-component context in the reviewed evidence. Mouse Acvr1 is independently characterized in neural tissue, establishing CNS target-component context. No Npas4-to-Acvr1 context was established; the exact pair remains L0.
208	C2_canonical_single_module:90	module_routed	npas4|adam17|mouse	public_tf_comprehensive_1424	npas4	NPAS4	Npas4	Adam17	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000902:0067a7f884a7	tflink_source_npas4_adam17_mouse_tflink_mouse_000902_0067a7f884a7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Npas4 has established CNS regulator-component context in the NCBI Gene record. Mouse Adam17 is independently detected in spinal-cord motor neurons, establishing spinal-cord-tissue target-component context. No Npas4-to-Adam17 context was established; the exact pair remains L0.
209	C2_canonical_single_module:90	module_routed	osr2|ackr2|human	public_tf_comprehensive_1474	osr2	OSR2	OSR2	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001171:5129f1ee7e86	tflink_source_osr2_ackr2_human_tflink_human_001171_5129f1ee7e86	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human OSR2 has species-matched non-CNS expression annotations, establishing non-CNS regulator-component context. Human ACKR2 was independently studied in peripheral leukocyte subsets, establishing non-CNS target-component context; no higher human ACKR2 context was verified in this pass. No OSR2-to-ACKR2 context was established; the exact pair remains L0.
210	C2_canonical_single_module:90	module_routed	osr2|acvr1|human	public_tf_comprehensive_1475	osr2	OSR2	OSR2	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001171:5129f1ee7e86	tflink_source_osr2_acvr1_human_tflink_human_001171_5129f1ee7e86	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human OSR2 has species-matched non-CNS expression annotations, establishing non-CNS regulator-component context. Human ACVR1 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No OSR2-to-ACVR1 context was established; the exact pair remains L0.
211	C2_canonical_single_module:90	module_routed	osr2|adam17|human	public_tf_comprehensive_1476	osr2	OSR2	OSR2	ADAM17	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001171:5129f1ee7e86	tflink_source_osr2_adam17_human_tflink_human_001171_5129f1ee7e86	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human OSR2 has species-matched non-CNS expression annotations, establishing non-CNS regulator-component context. Human ADAM17 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No OSR2-to-ADAM17 context was established; the exact pair remains L0.
212	C2_canonical_single_module:90	module_routed	osr2|adcyap1|human	public_tf_comprehensive_1477	osr2	OSR2	OSR2	ADCYAP1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001171:5129f1ee7e86	tflink_source_osr2_adcyap1_human_tflink_human_001171_5129f1ee7e86	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human OSR2 has species-matched non-CNS expression annotations, establishing non-CNS regulator-component context. Human ADCYAP1 is independently represented in the Human Protein Atlas brain resource with spinal-cord coverage, establishing spinal-cord-tissue target-component context. No OSR2-to-ADCYAP1 context was established; the exact pair remains L0.
213	C2_canonical_single_module:90	module_routed	ovol2|ackr2|human	public_tf_comprehensive_1478	ovol2	OVOL2	OVOL2	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000862:1bd24e5f04f3	tflink_source_ovol2_ackr2_human_tflink_human_000862_1bd24e5f04f3	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human OVOL2 is independently represented in the Human Protein Atlas spinal-cord brain-region dataset, establishing spinal-cord-tissue regulator-component context. Human ACKR2 was independently studied in peripheral leukocyte subsets, establishing non-CNS target-component context; no higher human ACKR2 context was verified in this pass. No OVOL2-to-ACKR2 context was established; the exact pair remains L0.
