resource_key	canonical_communication_id	source_record_key	source_record_key_kind	record_kind	native_ligand	native_receptor	normalized_ligand	normalized_receptor	original_values_json	normalized_values_json	transform_notes	evidence_status	method_score_json
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-615f82a9262d9e54e53b180f	CXCL1_ACKR1	source_record_id	direct_lr_candidate	Cxcl1	Ackr1	Cxcl1	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl1"",""ligand_components"":""Cxcl1"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL1_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl1"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-36d6909860374f39f1b9ef1d	CXCL2_ACKR1	source_record_id	direct_lr_candidate	Cxcl2	Ackr1	Cxcl2	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl2"",""ligand_components"":""Cxcl2"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL2_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl2"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-6b0e70a8015a36b49eca9619	CXCL3_ACKR1	source_record_id	direct_lr_candidate	Cxcl3	Ackr1	Cxcl3	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl3"",""ligand_components"":""Cxcl3"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL3_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl3"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-86b32b0e51b4aea597921ca4	CXCL5_ACKR1	source_record_id	direct_lr_candidate	Cxcl5	Ackr1	Cxcl5	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl5"",""ligand_components"":""Cxcl5"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL5_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl5"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-102b882941b8c2b3713cbda8	CXCL9_ACKR1	source_record_id	direct_lr_candidate	Cxcl9	Ackr1	Cxcl9	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl9"",""ligand_components"":""Cxcl9"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL9_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl9"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-81fe4f6aec31605e10a05d5a	CXCL10_ACKR1	source_record_id	direct_lr_candidate	Cxcl10	Ackr1	Cxcl10	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl10"",""ligand_components"":""Cxcl10"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL10_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl10"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-7e502e7d0a1e2b91a9f8fcfb	CXCL11_ACKR1	source_record_id	direct_lr_candidate	Cxcl11	Ackr1	Cxcl11	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl11"",""ligand_components"":""Cxcl11"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL11_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl11"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-b5822105025c8cb55d310371	CXCL11_ACKR3	source_record_id	direct_lr_candidate	Cxcl11	Ackr3	Cxcl11	Ackr3	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl11"",""ligand_components"":""Cxcl11"",""pathway_name"":""CXCL"",""receptor"":""Ackr3"",""receptor_components"":""Ackr3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL11_ACKR3"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl11"",""receptor"":""Ackr3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-cb06e0798562e601c4f4f473	CXCL13_ACKR1	source_record_id	direct_lr_candidate	Cxcl13	Ackr1	Cxcl13	Ackr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cxcl13"",""ligand_components"":""Cxcl13"",""pathway_name"":""CXCL"",""receptor"":""Ackr1"",""receptor_components"":""Ackr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CXCL13_ACKR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cxcl13"",""receptor"":""Ackr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-405b2dfd4bda0eee09ed7138	MIF_CD74_CXCR4	source_record_id	complex_lr_candidate	Mif	Cd74_Cxcr4	Mif	Cd74_Cxcr4	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 29637711; PMID: 24760155"",""ligand"":""Mif"",""ligand_components"":""Mif"",""pathway_name"":""MIF"",""receptor"":""Cd74_Cxcr4"",""receptor_components"":""Cd74|Cxcr4"",""resource"":""CellChatDB.mouse"",""source_record_id"":""MIF_CD74_CXCR4"",""version"":""CellChatDB v1""}"	"{""ligand"":""Mif"",""receptor"":""Cd74_Cxcr4"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-aa6984cf4f1be3756bb503f3	MIF_CD74_CD44	source_record_id	complex_lr_candidate	Mif	Cd74_Cd44	Mif	Cd74_Cd44	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 29637711; PMID: 26175090"",""ligand"":""Mif"",""ligand_components"":""Mif"",""pathway_name"":""MIF"",""receptor"":""Cd74_Cd44"",""receptor_components"":""Cd74|Cd44"",""resource"":""CellChatDB.mouse"",""source_record_id"":""MIF_CD74_CD44"",""version"":""CellChatDB v1""}"	"{""ligand"":""Mif"",""receptor"":""Cd74_Cd44"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-ca89239f46c7b5a60b788835	MIF_CD74_CXCR2	source_record_id	complex_lr_candidate	Mif	Cd74_Cxcr2	Mif	Cd74_Cxcr2	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 29637711; PMID: 26175090"",""ligand"":""Mif"",""ligand_components"":""Mif"",""pathway_name"":""MIF"",""receptor"":""Cd74_Cxcr2"",""receptor_components"":""Cd74|Cxcr2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""MIF_CD74_CXCR2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Mif"",""receptor"":""Cd74_Cxcr2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-1ccf9c83a6f3b19e66ba952e	MIF_ACKR3	source_record_id	direct_lr_candidate	Mif	Ackr3	Mif	Ackr3	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 26175090"",""ligand"":""Mif"",""ligand_components"":""Mif"",""pathway_name"":""MIF"",""receptor"":""Ackr3"",""receptor_components"":""Ackr3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""MIF_ACKR3"",""version"":""CellChatDB v1""}"	"{""ligand"":""Mif"",""receptor"":""Ackr3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-66d9c2987b83de8c0fb94690	CX3CL1_CX3CR1	source_record_id	direct_lr_candidate	Cx3cl1	Cx3cr1	Cx3cl1	Cx3cr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Cx3cl1"",""ligand_components"":""Cx3cl1"",""pathway_name"":""CX3C"",""receptor"":""Cx3cr1"",""receptor_components"":""Cx3cr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CX3CL1_CX3CR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Cx3cl1"",""receptor"":""Cx3cr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2b972816344f94d188d0c07b	XCL1_XCR1	source_record_id	direct_lr_candidate	Xcl1	Xcr1	Xcl1	Xcr1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Xcl1"",""ligand_components"":""Xcl1"",""pathway_name"":""XCR"",""receptor"":""Xcr1"",""receptor_components"":""Xcr1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""XCL1_XCR1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Xcl1"",""receptor"":""Xcr1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-c5bcc6b07914ef868ec60295	IL2_IL2RA_IL2RB	source_record_id	complex_lr_candidate	Il2	Il2ra_Il2rb_Il2rg	Il2	Il2ra_Il2rb_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il2"",""ligand_components"":""Il2"",""pathway_name"":""IL2"",""receptor"":""Il2ra_Il2rb_Il2rg"",""receptor_components"":""Il2ra|Il2rb|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL2_IL2RA_IL2RB"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il2"",""receptor"":""Il2ra_Il2rb_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-34a8ca265b53478b0d879d48	IL2_IL2RB_IL2RG	source_record_id	complex_lr_candidate	Il2	Il2rb_Il2rg	Il2	Il2rb_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il2"",""ligand_components"":""Il2"",""pathway_name"":""IL2"",""receptor"":""Il2rb_Il2rg"",""receptor_components"":""Il2rb|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL2_IL2RB_IL2RG"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il2"",""receptor"":""Il2rb_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-6895a084c7f351bfff2ad8aa	IL4_IL4R_IL2RG	source_record_id	complex_lr_candidate	Il4	Il4ra_Il2rg	Il4	Il4ra_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il4"",""ligand_components"":""Il4"",""pathway_name"":""IL2"",""receptor"":""Il4ra_Il2rg"",""receptor_components"":""Il4ra|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL4_IL4R_IL2RG"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il4"",""receptor"":""Il4ra_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-8ea8597c6e2527ca30fc68c1	IL7_IL7R_IL2RG	source_record_id	complex_lr_candidate	Il7	Il7r_Il2rg	Il7	Il7r_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il7"",""ligand_components"":""Il7"",""pathway_name"":""IL2"",""receptor"":""Il7r_Il2rg"",""receptor_components"":""Il7r|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL7_IL7R_IL2RG"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il7"",""receptor"":""Il7r_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-60397db7f550e4ffa4412602	IL9_IL9R_IL2RG	source_record_id	complex_lr_candidate	Il9	Il9r_Il2rg	Il9	Il9r_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il9"",""ligand_components"":""Il9"",""pathway_name"":""IL2"",""receptor"":""Il9r_Il2rg"",""receptor_components"":""Il9r|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL9_IL9R_IL2RG"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il9"",""receptor"":""Il9r_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-f90dbdcf1406af39746767cb	IL15_IL15RA_IL2RB	source_record_id	complex_lr_candidate	Il15	Il15ra_Il2rb_Il2rg	Il15	Il15ra_Il2rb_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il15"",""ligand_components"":""Il15"",""pathway_name"":""IL2"",""receptor"":""Il15ra_Il2rb_Il2rg"",""receptor_components"":""Il15ra|Il2rb|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL15_IL15RA_IL2RB"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il15"",""receptor"":""Il15ra_Il2rb_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-66337cb38ed8c2bf880f386f	IL21_IL21R_IL2RG	source_record_id	complex_lr_candidate	Il21	Il21r_Il2rg	Il21	Il21r_Il2rg	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il21"",""ligand_components"":""Il21"",""pathway_name"":""IL2"",""receptor"":""Il21r_Il2rg"",""receptor_components"":""Il21r|Il2rg"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL21_IL21R_IL2RG"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il21"",""receptor"":""Il21r_Il2rg"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-3b646a67aef6770eba0a155a	TSLP_IL7R_CRLF2	source_record_id	complex_lr_candidate	Tslp	Il7r_Crlf2	Tslp	Il7r_Crlf2	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Tslp"",""ligand_components"":""Tslp"",""pathway_name"":""IL2"",""receptor"":""Il7r_Crlf2"",""receptor_components"":""Il7r|Crlf2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""TSLP_IL7R_CRLF2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Tslp"",""receptor"":""Il7r_Crlf2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-b911dfb1a8dfc969e6a0966a	IL3_IL3RA_CSF2RB	source_record_id	complex_lr_candidate	Il3	Il3ra_Csf2rb	Il3	Il3ra_Csf2rb	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il3"",""ligand_components"":""Il3"",""pathway_name"":""IL4"",""receptor"":""Il3ra_Csf2rb"",""receptor_components"":""Il3ra|Csf2rb"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL3_IL3RA_CSF2RB"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il3"",""receptor"":""Il3ra_Csf2rb"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-0a26a9b9a714ff06409513b6	IL5_IL5RA_CSF2RB	source_record_id	complex_lr_candidate	Il5	Il5ra_Csf2rb	Il5	Il5ra_Csf2rb	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il5"",""ligand_components"":""Il5"",""pathway_name"":""IL4"",""receptor"":""Il5ra_Csf2rb"",""receptor_components"":""Il5ra|Csf2rb"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL5_IL5RA_CSF2RB"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il5"",""receptor"":""Il5ra_Csf2rb"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2897c656c4c2c929065ebf76	CSF2_CSF2RA_CSF2RB	source_record_id	complex_lr_candidate	Csf2	Csf2ra_Csf2rb	Csf2	Csf2ra_Csf2rb	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Csf2"",""ligand_components"":""Csf2"",""pathway_name"":""IL4"",""receptor"":""Csf2ra_Csf2rb"",""receptor_components"":""Csf2ra|Csf2rb"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CSF2_CSF2RA_CSF2RB"",""version"":""CellChatDB v1""}"	"{""ligand"":""Csf2"",""receptor"":""Csf2ra_Csf2rb"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2f95226b2ce2777040eeda90	IL4_IL4R	source_record_id	direct_lr_candidate	Il4	Il4ra	Il4	Il4ra	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il4"",""ligand_components"":""Il4"",""pathway_name"":""IL4"",""receptor"":""Il4ra"",""receptor_components"":""Il4ra"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL4_IL4R"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il4"",""receptor"":""Il4ra"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-b1e3395eb2f1cebd513a0bb1	IL4_IL4R_IL13RA1	source_record_id	complex_lr_candidate	Il4	Il4ra_Il13ra1	Il4	Il4ra_Il13ra1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il4"",""ligand_components"":""Il4"",""pathway_name"":""IL4"",""receptor"":""Il4ra_Il13ra1"",""receptor_components"":""Il4ra|Il13ra1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL4_IL4R_IL13RA1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il4"",""receptor"":""Il4ra_Il13ra1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-e834d39e8bf7b3357d5f1471	IL4_IL4R_IL13RA2	source_record_id	complex_lr_candidate	Il4	Il4ra_Il13ra2	Il4	Il4ra_Il13ra2	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il4"",""ligand_components"":""Il4"",""pathway_name"":""IL4"",""receptor"":""Il4ra_Il13ra2"",""receptor_components"":""Il4ra|Il13ra2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL4_IL4R_IL13RA2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il4"",""receptor"":""Il4ra_Il13ra2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-21d0c23331ea811f98b27b46	IL13_IL4R_IL13RA1	source_record_id	complex_lr_candidate	Il13	Il4ra_Il13ra1	Il13	Il4ra_Il13ra1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il13"",""ligand_components"":""Il13"",""pathway_name"":""IL4"",""receptor"":""Il4ra_Il13ra1"",""receptor_components"":""Il4ra|Il13ra1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL13_IL4R_IL13RA1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il13"",""receptor"":""Il4ra_Il13ra1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-dc187f55cd33d2b1f8fb0fdb	IL13_IL4R_IL13RA2	source_record_id	complex_lr_candidate	Il13	Il4ra_Il13ra2	Il13	Il4ra_Il13ra2	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il13"",""ligand_components"":""Il13"",""pathway_name"":""IL4"",""receptor"":""Il4ra_Il13ra2"",""receptor_components"":""Il4ra|Il13ra2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL13_IL4R_IL13RA2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il13"",""receptor"":""Il4ra_Il13ra2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2890440dc7c3ebbcb47b8e1f	IL13_IL13RA1	source_record_id	direct_lr_candidate	Il13	Il13ra1	Il13	Il13ra1	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il13"",""ligand_components"":""Il13"",""pathway_name"":""IL4"",""receptor"":""Il13ra1"",""receptor_components"":""Il13ra1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL13_IL13RA1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il13"",""receptor"":""Il13ra1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-15f185501f9cbb96dd9946ec	IL13_IL13RA2	source_record_id	direct_lr_candidate	Il13	Il13ra2	Il13	Il13ra2	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il13"",""ligand_components"":""Il13"",""pathway_name"":""IL4"",""receptor"":""Il13ra2"",""receptor_components"":""Il13ra2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL13_IL13RA2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il13"",""receptor"":""Il13ra2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-e5cdafbd8cf34e9c95dde88a	IL6_IL6R_IL6ST	source_record_id	complex_lr_candidate	Il6	Il6ra_Il6st	Il6	Il6ra_Il6st	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il6"",""ligand_components"":""Il6"",""pathway_name"":""IL6"",""receptor"":""Il6ra_Il6st"",""receptor_components"":""Il6ra|Il6st"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL6_IL6R_IL6ST"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il6"",""receptor"":""Il6ra_Il6st"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-0759f6ce2d1fd91a5d147aed	IL11_IL11RA1_IL6ST	source_record_id	complex_lr_candidate	Il11	Il11ra1_Il6st	Il11	Il11ra1_Il6st	"{""annotation"":""Secreted Signaling"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04060"",""ligand"":""Il11"",""ligand_components"":""Il11"",""pathway_name"":""IL6"",""receptor"":""Il11ra1_Il6st"",""receptor_components"":""Il11ra1|Il6st"",""resource"":""CellChatDB.mouse"",""source_record_id"":""IL11_IL11RA1_IL6ST"",""version"":""CellChatDB v1""}"	"{""ligand"":""Il11"",""receptor"":""Il11ra1_Il6st"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
