canonical_communication_id	species_scope	ligand_name	receptor_name	normalized_ligand_name	normalized_receptor_name	communication_kind	evidence_status	source_method_count	source_record_count	source_methods_json	normalization_notes
MSCICOMM-f23854f53f02029824a3671b	mouse	Cntn3	App	Cntn3	App	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-75567502a1d34f0741e8fd6e	mouse	Cntn3	Ptprg	Cntn3	Ptprg	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a03b839d25185102823388ac	mouse	Cntn4	Aplp1	Cntn4	Aplp1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-ada353ec69ab89f36e888f06	mouse	Cntn4	App	Cntn4	App	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5fd6319b12cb64a5a6328855	mouse	Cntn4	Lvrn	Cntn4	Lvrn	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-bf1a07b1d8c4a5dcf713e8c6	mouse	Cntn4	Ptprg	Cntn4	Ptprg	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4383a520b427059b46e96675	mouse	Cntn5	Chl1	Cntn5	Chl1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d1d895983c7b40978124fc1f	mouse	Cntn5	Fam187a	Cntn5	Fam187a	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3b6b75ddd493b03addbf1e5f	mouse	Cntn5	Il1rapl1	Cntn5	Il1rapl1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-eee3e9fda0390ac908a868a6	mouse	Cntn5	Il1rapl2	Cntn5	Il1rapl2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0b06f10241da1e94624c32bd	mouse	Cntn5	Ptprg	Cntn5	Ptprg	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-7dbad400c27b5ac0b8bc9dcf	mouse	Cntn5	Slamf1	Cntn5	Slamf1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b5726f181052bd940ba9a903	mouse	Cntn5	Spaca6	Cntn5	Spaca6	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e205d6bf6e2d57e55bfb3fe7	mouse	Cntn5	Tmem81	Cntn5	Tmem81	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-974445e52c7191999ebc2795	mouse	Cntn6	Notch1	Cntn6	Notch1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a4103da82a7b0522be1f739a	mouse	Cntn6	Ptprg	Cntn6	Ptprg	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-540881df629078e26eb66642	mouse	Col10a1	Itga1	Col10a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-232772055f439c84ca20a03c	mouse	Col10a1	Itga10	Col10a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-94e2003c131fc4c1cfc8fe7d	mouse	Col10a1	Itga10_Itgb1	Col10a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3056d3953f131b1b13c5369f	mouse	Col10a1	Itga11	Col10a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-04b95906c920b6958a74c60b	mouse	Col10a1	Itga11_Itgb1	Col10a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f5c4f68894e49bec850a11a4	mouse	Col10a1	Itga1_Itgb1	Col10a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-90859ee470651e7b4988bd01	mouse	Col10a1	Itga2	Col10a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-48bbe2d6144421fe12136cec	mouse	Col10a1	Itga2_Itgb1	Col10a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-cfe07155484e35bbddaeb3f2	mouse	Col10a1	Itgb1	Col10a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-640f0f1350dba36857a2a113	mouse	Col10a1	Lair1	Col10a1	Lair1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-478d75546b8a132e84040b49	mouse	Col11a1	Ddr1	Col11a1	Ddr1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-6de1aca22c57eca3543b1263	mouse	Col11a1	Itga1	Col11a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5e4458e80bdcf50e5d7fcf8b	mouse	Col11a1	Itga10	Col11a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-72b600747793f724dffa897e	mouse	Col11a1	Itga10_Itgb1	Col11a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0f76884ba05360c7958e0d6c	mouse	Col11a1	Itga11	Col11a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-842273d43110c066c1c1034e	mouse	Col11a1	Itga11_Itgb1	Col11a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-fbc2182dc15aac00127ca2ef	mouse	Col11a1	Itga1_Itgb1	Col11a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-213b4a4a72e055c7a4f8d128	mouse	Col11a1	Itga2	Col11a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b822c03713b571e13cd6abd4	mouse	Col11a1	Itga2_Itgb1	Col11a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f561afafdc45ae9f59aca572	mouse	Col11a1	Itgb1	Col11a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4a07b21c2c636523a913070d	mouse	Col11a2	Itga1	Col11a2	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e7aa0561e88d7af813bb32c8	mouse	Col11a2	Itga10	Col11a2	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e80a739718cc6910b3e488a8	mouse	Col11a2	Itga10_Itgb1	Col11a2	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d13b26f37ec1bd012bbb0a4d	mouse	Col11a2	Itga11	Col11a2	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e85ca9101aae0bf764749d75	mouse	Col11a2	Itga11_Itgb1	Col11a2	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-7f8ceeb01b26b27dd7feae7c	mouse	Col11a2	Itga1_Itgb1	Col11a2	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-2108ee2da5ab2544b7383fa8	mouse	Col11a2	Itga2	Col11a2	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f4fc9b92e4d39011c88dc4f7	mouse	Col11a2	Itga2_Itgb1	Col11a2	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-90ea69a602674268cc72978e	mouse	Col11a2	Itgb1	Col11a2	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e1a4db016f1dd2a83dd9e31d	mouse	Col12a1	Itga1	Col12a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-26c7a466d8f7bd03afab4150	mouse	Col12a1	Itga10	Col12a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-6c2eb5b04536963edef1f87d	mouse	Col12a1	Itga10_Itgb1	Col12a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-eddfe93f6fd6fc18f7412085	mouse	Col12a1	Itga11	Col12a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d7ed5d586b444b33eed3a1ed	mouse	Col12a1	Itga11_Itgb1	Col12a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-2b5b113d8846c0dd09e73abd	mouse	Col12a1	Itga1_Itgb1	Col12a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c8efc04b260c5a03f18755ec	mouse	Col12a1	Itga2	Col12a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a7d6f7888a21059cbfff8919	mouse	Col12a1	Itga2_Itgb1	Col12a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-134e51e5f4925a867e990121	mouse	Col12a1	Itgb1	Col12a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5294d3fd94318c94aead4f23	mouse	Col13a1	Itga1	Col13a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-45297b9e4b8872e06562641f	mouse	Col13a1	Itga10	Col13a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3a951133b1a3d289ab44022b	mouse	Col13a1	Itga10_Itgb1	Col13a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-8bb6442113073eda670f6680	mouse	Col13a1	Itga11	Col13a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b8712785adcc5e83f3340649	mouse	Col13a1	Itga11_Itgb1	Col13a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d5e2ecf7b27d32ffe3600955	mouse	Col13a1	Itga1_Itgb1	Col13a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4deaf4569a36ffd20734159e	mouse	Col13a1	Itga2	Col13a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-04c3a5e442fea1f090c01bf7	mouse	Col13a1	Itga2_Itgb1	Col13a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-32335e0b4dc98f2ea2bf0830	mouse	Col13a1	Itgb1	Col13a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-37fe799b6f58028c622917a9	mouse	Col14a1	Cd44	Col14a1	Cd44	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a922ec2b5de1deaf1b64a02a	mouse	Col14a1	Itga1	Col14a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5d4b181928a4f4acbf9a513a	mouse	Col14a1	Itga10	Col14a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5911cb3bf0e11459c6271c87	mouse	Col14a1	Itga10_Itgb1	Col14a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e687ccafa04c00ecf6789b30	mouse	Col14a1	Itga11	Col14a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9c69c0851e3728f43f09f7f1	mouse	Col14a1	Itga11_Itgb1	Col14a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a95ed45c862e7e1838e7880e	mouse	Col14a1	Itga1_Itgb1	Col14a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4ca8373214b4ea4b8589b4e0	mouse	Col14a1	Itga2	Col14a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9bb70975a004dfd029e97b0d	mouse	Col14a1	Itga2_Itgb1	Col14a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9622613e531a21d1ae36b220	mouse	Col14a1	Itgb1	Col14a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-da6dbd7c69ba66c6a95b7a1c	mouse	Col15a1	Itga1	Col15a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-2d6d072c8a8abd25f3344910	mouse	Col15a1	Itga10	Col15a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-90a672e1a6d83d95a57ba56d	mouse	Col15a1	Itga10_Itgb1	Col15a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f2b4f809b8186e26878b916f	mouse	Col15a1	Itga11	Col15a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5805e8ef43bfd0023d226bec	mouse	Col15a1	Itga11_Itgb1	Col15a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-909de2d02adc7f99089b370f	mouse	Col15a1	Itga1_Itgb1	Col15a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f93490f49e9672b8dde37974	mouse	Col15a1	Itga2	Col15a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c371f38c98fbc66140c53139	mouse	Col15a1	Itga2_Itgb1	Col15a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-565854b7ceabd308ef67f7de	mouse	Col15a1	Itgb1	Col15a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-390dbc62f88e31dfbc4d7ce2	mouse	Col16a1	Itga1	Col16a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a8296d73d2b4e46e94c579ac	mouse	Col16a1	Itga10	Col16a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c74f36ce3852b5b83a0bf097	mouse	Col16a1	Itga10_Itgb1	Col16a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-acb130b75cca7d2990c080c8	mouse	Col16a1	Itga11	Col16a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-34d33a55c19d5561a2b4a208	mouse	Col16a1	Itga11_Itgb1	Col16a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5f2fdc38ecb9518a5996df6e	mouse	Col16a1	Itga1_Itgb1	Col16a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4030159172fa9a205ea7e889	mouse	Col16a1	Itga2	Col16a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3534d83bbf8f68d9547a13f0	mouse	Col16a1	Itga2_Itgb1	Col16a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d348ae120a6d3d4004a5ac98	mouse	Col16a1	Itgb1	Col16a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-56e4a6975ecf30219e3811ff	mouse	Col17a1	Itga1	Col17a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4ab13d54f0f111d7cc49639c	mouse	Col17a1	Itga10	Col17a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-04525071b728707aabaabcc6	mouse	Col17a1	Itga11	Col17a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-79d6d5aaabf9fc98ceea3c66	mouse	Col17a1	Itga2	Col17a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c5d8b6fe32b4cc457846073b	mouse	Col17a1	Itgb1	Col17a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-2179907405a3d858904a13ff	mouse	Col18a1	Gpc1	Col18a1	Gpc1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b41389cd7feaf739197b4d5a	mouse	Col18a1	Gpc4	Col18a1	Gpc4	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c785421538b5ff41b6a9a4a4	mouse	Col18a1	Itga1	Col18a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-faa9c37569b7bf95742ddc79	mouse	Col18a1	Itga10	Col18a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-be8851da81d4247c204eac28	mouse	Col18a1	Itga10_Itgb1	Col18a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d0fce36c4495c3af8dec5402	mouse	Col18a1	Itga11	Col18a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-06bc85eabce2f2b2281bdb08	mouse	Col18a1	Itga11_Itgb1	Col18a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-74811aed87ff6a3c2e7de7c9	mouse	Col18a1	Itga1_Itgb1	Col18a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-38fe41d9ade3a8cfd14a601a	mouse	Col18a1	Itga2	Col18a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-56f6cffe11dd14fcb19bf2bd	mouse	Col18a1	Itga2_Itgb1	Col18a1	Itga2_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-bdb36087227a10ab8d67c8c6	mouse	Col18a1	Itga3	Col18a1	Itga3	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c93b6eeadfd42867c4722dde	mouse	Col18a1	Itga5	Col18a1	Itga5	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a4e1685f1c5647f73791a99f	mouse	Col18a1	Itgb1	Col18a1	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e95a6c80afad001d37e7d564	mouse	Col18a1	Itgb3	Col18a1	Itgb3	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-7fd83e41e3ad7e85951dfbcc	mouse	Col18a1	Itgb5	Col18a1	Itgb5	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a5472f91451667b1bbfe3a81	mouse	Col18a1	Kdr	Col18a1	Kdr	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-98ec02651276f8b4b18889e9	mouse	Col18a1	Ptprs	Col18a1	Ptprs	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-04283eca34cbc9b9d9c99b9f	mouse	Col19a1	Itga1	Col19a1	Itga1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d3b70c722bada3a09088062c	mouse	Col19a1	Itga10	Col19a1	Itga10	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f171d634236f375901e44f9b	mouse	Col19a1	Itga10_Itgb1	Col19a1	Itga10_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a0856b9011a55693cd575d2c	mouse	Col19a1	Itga11	Col19a1	Itga11	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b4821b04f8fd18720b1de840	mouse	Col19a1	Itga11_Itgb1	Col19a1	Itga11_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-8c26acfca8155ecb8159a803	mouse	Col19a1	Itga1_Itgb1	Col19a1	Itga1_Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-7fbc1469d38ed26c8347011e	mouse	Col19a1	Itga2	Col19a1	Itga2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
