resource_key	source_record_key	record_kind	annotation_kind	source_field_name	annotation_value	annotation_scope	notes
mscs_phase2:cellchat_mouse.tsv	GDNF_GFRA1	complex_lr_candidate	pathway	pathway_name	GDNF	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDNF_GFRA1	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDNF_GFRA1	complex_lr_candidate	source_evidence_label	evidence	PMID: 11544105	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NRTN_GFRA2	complex_lr_candidate	pathway	pathway_name	GDNF	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NRTN_GFRA2	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NRTN_GFRA2	complex_lr_candidate	source_evidence_label	evidence	PMID: 11544105	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	ARTN_GFRA3	complex_lr_candidate	pathway	pathway_name	GDNF	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	ARTN_GFRA3	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	ARTN_GFRA3	complex_lr_candidate	source_evidence_label	evidence	PMID: 11544105	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	PSPN_GFRA4	complex_lr_candidate	pathway	pathway_name	GDNF	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	PSPN_GFRA4	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	PSPN_GFRA4	complex_lr_candidate	source_evidence_label	evidence	PMID: 11544105	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	ARTN_GFRA1	complex_lr_candidate	pathway	pathway_name	GDNF	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	ARTN_GFRA1	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	ARTN_GFRA1	complex_lr_candidate	source_evidence_label	evidence	PMID: 11544105	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2A	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2B	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	NODAL_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2A	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2B	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF1_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2A	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2B	complex_lr_candidate	pathway	pathway_name	NODAL	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350; PMID: 17287255	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL agonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	GDF3_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	NODAL antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBA_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBB_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBC_ACVR1C_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2B	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2B	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1B_ACVR2B	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1C_ACVR2A	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1C_ACVR2A	complex_lr_candidate	annotation	annotation	Secreted Signaling	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1C_ACVR2A	complex_lr_candidate	source_evidence_label	evidence	KEGG: mmu04350	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN inhibition receptor	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1C_ACVR2A	complex_lr_candidate	cofactor	cofactor_annotations	ACTIVIN antagonist	method_resource	Method-native annotation; not independently adjudicated biological evidence.
mscs_phase2:cellchat_mouse.tsv	INHBE_ACVR1C_ACVR2B	complex_lr_candidate	pathway	pathway_name	ACTIVIN	method_resource	Method-native annotation; not independently adjudicated biological evidence.
