resource_key	source_record_key	record_kind	canonical_communication_id	side	component_name	component_ordinal	source_field_name	original_component_value	notes
mscs_phase2:cellchat_mouse.tsv	INHBABB_ACVR1C_ACVR2A	complex_lr_candidate	MSCICOMM-decdeb47df8bf603ec761e77	ligand	Inhba	1	ligand_components	Inhba	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHBABB_ACVR1C_ACVR2A	complex_lr_candidate	MSCICOMM-decdeb47df8bf603ec761e77	ligand	Inhbb	2	ligand_components	Inhbb	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHBABB_ACVR1C_ACVR2A	complex_lr_candidate	MSCICOMM-decdeb47df8bf603ec761e77	receptor	Acvr1c	1	receptor_components	Acvr1c	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	INHBABB_ACVR1C_ACVR2A	complex_lr_candidate	MSCICOMM-decdeb47df8bf603ec761e77	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	INHB_ACVR1C_ACVR2B	complex_lr_candidate	MSCICOMM-4edb85aa517b7c72a9524910	ligand	Inhba	1	ligand_components	Inhba	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHB_ACVR1C_ACVR2B	complex_lr_candidate	MSCICOMM-4edb85aa517b7c72a9524910	ligand	Inhbb	2	ligand_components	Inhbb	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHB_ACVR1C_ACVR2B	complex_lr_candidate	MSCICOMM-4edb85aa517b7c72a9524910	receptor	Acvr1c	1	receptor_components	Acvr1c	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	INHB_ACVR1C_ACVR2B	complex_lr_candidate	MSCICOMM-4edb85aa517b7c72a9524910	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	INHABA_ACVR2A	complex_lr_candidate	MSCICOMM-af99b78cda32af01e25c844f	ligand	Inha	1	ligand_components	Inha	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHABA_ACVR2A	complex_lr_candidate	MSCICOMM-af99b78cda32af01e25c844f	ligand	Inhba	2	ligand_components	Inhba	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHABA_ACVR2A	complex_lr_candidate	MSCICOMM-af99b78cda32af01e25c844f	receptor	Acvr2a	1	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	INHABB_ACVR2B	complex_lr_candidate	MSCICOMM-821191c71350ec39e52f8c03	ligand	Inha	1	ligand_components	Inha	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHABB_ACVR2B	complex_lr_candidate	MSCICOMM-821191c71350ec39e52f8c03	ligand	Inhbb	2	ligand_components	Inhbb	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	INHABB_ACVR2B	complex_lr_candidate	MSCICOMM-821191c71350ec39e52f8c03	receptor	Acvr2b	1	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD1_LRP5	complex_lr_candidate	MSCICOMM-db3b918621981e0775ff08e5	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD1_LRP5	complex_lr_candidate	MSCICOMM-db3b918621981e0775ff08e5	receptor	Fzd1	1	receptor_components	Fzd1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD1_LRP5	complex_lr_candidate	MSCICOMM-db3b918621981e0775ff08e5	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD10_LRP5	complex_lr_candidate	MSCICOMM-06b4e2ae4d579da45e3d3af4	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD10_LRP5	complex_lr_candidate	MSCICOMM-06b4e2ae4d579da45e3d3af4	receptor	Fzd10	1	receptor_components	Fzd10	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD10_LRP5	complex_lr_candidate	MSCICOMM-06b4e2ae4d579da45e3d3af4	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5a8a5144e6819571156a6660	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5a8a5144e6819571156a6660	receptor	Fzd2	1	receptor_components	Fzd2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5a8a5144e6819571156a6660	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD3_LRP5	complex_lr_candidate	MSCICOMM-0e1b8928f367da96a16415e8	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD3_LRP5	complex_lr_candidate	MSCICOMM-0e1b8928f367da96a16415e8	receptor	Fzd3	1	receptor_components	Fzd3	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD3_LRP5	complex_lr_candidate	MSCICOMM-0e1b8928f367da96a16415e8	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD4_LRP5	complex_lr_candidate	MSCICOMM-de94f14d8f4eb366adab981f	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD4_LRP5	complex_lr_candidate	MSCICOMM-de94f14d8f4eb366adab981f	receptor	Fzd4	1	receptor_components	Fzd4	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD4_LRP5	complex_lr_candidate	MSCICOMM-de94f14d8f4eb366adab981f	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD5_LRP5	complex_lr_candidate	MSCICOMM-5e72b255d7344492fb44442d	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD5_LRP5	complex_lr_candidate	MSCICOMM-5e72b255d7344492fb44442d	receptor	Fzd5	1	receptor_components	Fzd5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD5_LRP5	complex_lr_candidate	MSCICOMM-5e72b255d7344492fb44442d	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD6_LRP5	complex_lr_candidate	MSCICOMM-76840b3890d881640de7d3e0	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD6_LRP5	complex_lr_candidate	MSCICOMM-76840b3890d881640de7d3e0	receptor	Fzd6	1	receptor_components	Fzd6	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD6_LRP5	complex_lr_candidate	MSCICOMM-76840b3890d881640de7d3e0	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD7_LRP5	complex_lr_candidate	MSCICOMM-a0d681d396f864d45bb88608	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD7_LRP5	complex_lr_candidate	MSCICOMM-a0d681d396f864d45bb88608	receptor	Fzd7	1	receptor_components	Fzd7	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD7_LRP5	complex_lr_candidate	MSCICOMM-a0d681d396f864d45bb88608	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD8_LRP5	complex_lr_candidate	MSCICOMM-933588825c10d5ec9eda2c9b	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD8_LRP5	complex_lr_candidate	MSCICOMM-933588825c10d5ec9eda2c9b	receptor	Fzd8	1	receptor_components	Fzd8	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD8_LRP5	complex_lr_candidate	MSCICOMM-933588825c10d5ec9eda2c9b	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD9_LRP5	complex_lr_candidate	MSCICOMM-8a0bfc292f6fa60f9fc60bd8	ligand	Wnt1	1	ligand_components	Wnt1	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD9_LRP5	complex_lr_candidate	MSCICOMM-8a0bfc292f6fa60f9fc60bd8	receptor	Fzd9	1	receptor_components	Fzd9	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT1_FZD9_LRP5	complex_lr_candidate	MSCICOMM-8a0bfc292f6fa60f9fc60bd8	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD1_LRP5	complex_lr_candidate	MSCICOMM-4da66daf571ecc7b31b83f3a	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD1_LRP5	complex_lr_candidate	MSCICOMM-4da66daf571ecc7b31b83f3a	receptor	Fzd1	1	receptor_components	Fzd1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD1_LRP5	complex_lr_candidate	MSCICOMM-4da66daf571ecc7b31b83f3a	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD10_LRP5	complex_lr_candidate	MSCICOMM-01b16802691a55308c545b85	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD10_LRP5	complex_lr_candidate	MSCICOMM-01b16802691a55308c545b85	receptor	Fzd10	1	receptor_components	Fzd10	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD10_LRP5	complex_lr_candidate	MSCICOMM-01b16802691a55308c545b85	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5f641e651524a98b8b9ec539	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5f641e651524a98b8b9ec539	receptor	Fzd2	1	receptor_components	Fzd2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5f641e651524a98b8b9ec539	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD3_LRP5	complex_lr_candidate	MSCICOMM-b73a499cf06d6db64682f451	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD3_LRP5	complex_lr_candidate	MSCICOMM-b73a499cf06d6db64682f451	receptor	Fzd3	1	receptor_components	Fzd3	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD3_LRP5	complex_lr_candidate	MSCICOMM-b73a499cf06d6db64682f451	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD4_LRP5	complex_lr_candidate	MSCICOMM-7e86be81dae7a94dd3d7ade9	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD4_LRP5	complex_lr_candidate	MSCICOMM-7e86be81dae7a94dd3d7ade9	receptor	Fzd4	1	receptor_components	Fzd4	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD4_LRP5	complex_lr_candidate	MSCICOMM-7e86be81dae7a94dd3d7ade9	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD5_LRP5	complex_lr_candidate	MSCICOMM-f85a961c945835973b38da1f	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD5_LRP5	complex_lr_candidate	MSCICOMM-f85a961c945835973b38da1f	receptor	Fzd5	1	receptor_components	Fzd5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD5_LRP5	complex_lr_candidate	MSCICOMM-f85a961c945835973b38da1f	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD6_LRP5	complex_lr_candidate	MSCICOMM-1476ec076b2e82152d0daedf	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD6_LRP5	complex_lr_candidate	MSCICOMM-1476ec076b2e82152d0daedf	receptor	Fzd6	1	receptor_components	Fzd6	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD6_LRP5	complex_lr_candidate	MSCICOMM-1476ec076b2e82152d0daedf	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD7_LRP5	complex_lr_candidate	MSCICOMM-cd9011e12975bb24542b36a0	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD7_LRP5	complex_lr_candidate	MSCICOMM-cd9011e12975bb24542b36a0	receptor	Fzd7	1	receptor_components	Fzd7	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD7_LRP5	complex_lr_candidate	MSCICOMM-cd9011e12975bb24542b36a0	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD8_LRP5	complex_lr_candidate	MSCICOMM-204355344207ed3efb25b30a	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD8_LRP5	complex_lr_candidate	MSCICOMM-204355344207ed3efb25b30a	receptor	Fzd8	1	receptor_components	Fzd8	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD8_LRP5	complex_lr_candidate	MSCICOMM-204355344207ed3efb25b30a	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD9_LRP5	complex_lr_candidate	MSCICOMM-39a73c2e889da1841fedbe33	ligand	Wnt10a	1	ligand_components	Wnt10a	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD9_LRP5	complex_lr_candidate	MSCICOMM-39a73c2e889da1841fedbe33	receptor	Fzd9	1	receptor_components	Fzd9	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10A_FZD9_LRP5	complex_lr_candidate	MSCICOMM-39a73c2e889da1841fedbe33	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD1_LRP5	complex_lr_candidate	MSCICOMM-fa924a0b54671c2219a5ac7c	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD1_LRP5	complex_lr_candidate	MSCICOMM-fa924a0b54671c2219a5ac7c	receptor	Fzd1	1	receptor_components	Fzd1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD1_LRP5	complex_lr_candidate	MSCICOMM-fa924a0b54671c2219a5ac7c	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD10_LRP5	complex_lr_candidate	MSCICOMM-ca5c33e185df6306d323c4b8	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD10_LRP5	complex_lr_candidate	MSCICOMM-ca5c33e185df6306d323c4b8	receptor	Fzd10	1	receptor_components	Fzd10	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD10_LRP5	complex_lr_candidate	MSCICOMM-ca5c33e185df6306d323c4b8	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5ef46b2c790058c8d32a3ae8	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5ef46b2c790058c8d32a3ae8	receptor	Fzd2	1	receptor_components	Fzd2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD2_LRP5	complex_lr_candidate	MSCICOMM-5ef46b2c790058c8d32a3ae8	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD3_LRP5	complex_lr_candidate	MSCICOMM-a5a29022f77268b0cde62210	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD3_LRP5	complex_lr_candidate	MSCICOMM-a5a29022f77268b0cde62210	receptor	Fzd3	1	receptor_components	Fzd3	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD3_LRP5	complex_lr_candidate	MSCICOMM-a5a29022f77268b0cde62210	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD4_LRP5	complex_lr_candidate	MSCICOMM-a57873d3af55a5f9efd1047b	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD4_LRP5	complex_lr_candidate	MSCICOMM-a57873d3af55a5f9efd1047b	receptor	Fzd4	1	receptor_components	Fzd4	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD4_LRP5	complex_lr_candidate	MSCICOMM-a57873d3af55a5f9efd1047b	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD5_LRP5	complex_lr_candidate	MSCICOMM-9304cda0c6c0e2903f2ee3b7	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD5_LRP5	complex_lr_candidate	MSCICOMM-9304cda0c6c0e2903f2ee3b7	receptor	Fzd5	1	receptor_components	Fzd5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD5_LRP5	complex_lr_candidate	MSCICOMM-9304cda0c6c0e2903f2ee3b7	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD6_LRP5	complex_lr_candidate	MSCICOMM-33965be887d10fe2b3c9088a	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD6_LRP5	complex_lr_candidate	MSCICOMM-33965be887d10fe2b3c9088a	receptor	Fzd6	1	receptor_components	Fzd6	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD6_LRP5	complex_lr_candidate	MSCICOMM-33965be887d10fe2b3c9088a	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD7_LRP5	complex_lr_candidate	MSCICOMM-b0f75369cbc434e5f0fa217a	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD7_LRP5	complex_lr_candidate	MSCICOMM-b0f75369cbc434e5f0fa217a	receptor	Fzd7	1	receptor_components	Fzd7	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD7_LRP5	complex_lr_candidate	MSCICOMM-b0f75369cbc434e5f0fa217a	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD8_LRP5	complex_lr_candidate	MSCICOMM-3217fe0b58f1a872295b7bae	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD8_LRP5	complex_lr_candidate	MSCICOMM-3217fe0b58f1a872295b7bae	receptor	Fzd8	1	receptor_components	Fzd8	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD8_LRP5	complex_lr_candidate	MSCICOMM-3217fe0b58f1a872295b7bae	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD9_LRP5	complex_lr_candidate	MSCICOMM-db295e4e821b52de46583630	ligand	Wnt10b	1	ligand_components	Wnt10b	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD9_LRP5	complex_lr_candidate	MSCICOMM-db295e4e821b52de46583630	receptor	Fzd9	1	receptor_components	Fzd9	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT10B_FZD9_LRP5	complex_lr_candidate	MSCICOMM-db295e4e821b52de46583630	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD1_LRP5	complex_lr_candidate	MSCICOMM-25906162dc0fd3cf7c4edf83	ligand	Wnt16	1	ligand_components	Wnt16	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD1_LRP5	complex_lr_candidate	MSCICOMM-25906162dc0fd3cf7c4edf83	receptor	Fzd1	1	receptor_components	Fzd1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD1_LRP5	complex_lr_candidate	MSCICOMM-25906162dc0fd3cf7c4edf83	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD10_LRP5	complex_lr_candidate	MSCICOMM-80d480de8b3bbbfc3bfcdf79	ligand	Wnt16	1	ligand_components	Wnt16	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD10_LRP5	complex_lr_candidate	MSCICOMM-80d480de8b3bbbfc3bfcdf79	receptor	Fzd10	1	receptor_components	Fzd10	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD10_LRP5	complex_lr_candidate	MSCICOMM-80d480de8b3bbbfc3bfcdf79	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD2_LRP5	complex_lr_candidate	MSCICOMM-683f8075cd45bbfcb4591edb	ligand	Wnt16	1	ligand_components	Wnt16	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD2_LRP5	complex_lr_candidate	MSCICOMM-683f8075cd45bbfcb4591edb	receptor	Fzd2	1	receptor_components	Fzd2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD2_LRP5	complex_lr_candidate	MSCICOMM-683f8075cd45bbfcb4591edb	receptor	Lrp5	2	receptor_components	Lrp5	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD3_LRP5	complex_lr_candidate	MSCICOMM-27905ee1e5f88b39639697cf	ligand	Wnt16	1	ligand_components	Wnt16	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	WNT16_FZD3_LRP5	complex_lr_candidate	MSCICOMM-27905ee1e5f88b39639697cf	receptor	Fzd3	1	receptor_components	Fzd3	Explicit CellChat component field; components were not inferred from the receptor name.
