b_edge_id	source_entity	target_entity	relation_type	confidence_tier	evidence_layer	edge_status	exportable	register_pathway_name	pathway_family	family_label	assignment_status	assignment_basis	pathway_claim_boundary
M20B-E001788	Ccl4	Ackr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001789	Gdf15	Tgfbr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001790	Slit1	Robo1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	axon_guidance_adhesion_family	Axon-guidance/adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001791	Slit2	Robo1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	axon_guidance_adhesion_family	Axon-guidance/adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001792	Slit2	Robo2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	axon_guidance_adhesion_family	Axon-guidance/adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001793	Slitrk1	Ptprs	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	synaptic_cell_adhesion_family	Synaptic/cell-adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001794	Slitrk2	Ptprs	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	synaptic_cell_adhesion_family	Synaptic/cell-adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001795	Slitrk6	Ptprs	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	synaptic_cell_adhesion_family	Synaptic/cell-adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001796	Wnt5a	Mcam	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	ecm_integrin_adhesion_family	ECM/integrin adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001797	Amh	AMHR2_BMPR1A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001798	Amh	AMHR2_BMPR1B	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001799	Areg	EGFR_ERBB2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001800	Artn	GFRA1_RET	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001801	Artn	GFRA3_RET	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001802	Bdnf	Ntrk2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001803	Bmp10	ACVRL1_ACVR2A	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001804	Bmp10	ACVRL1_BMPR2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001805	Bmp15	BMPR1B_BMPR2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001806	Bmp2	BMPR1A_ACVR2A	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001807	Bmp2	BMPR1A_ACVR2B	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001808	Bmp2	BMPR1A_BMPR2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001809	Bmp2	BMPR1B_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001810	Bmp2	BMPR1B_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001811	Bmp2	BMPR1B_BMPR2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001812	Bmp4	BMPR1A_ACVR2A	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001813	Bmp4	BMPR1A_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001814	Bmp4	BMPR1A_BMPR2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001815	Bmp4	BMPR1B_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001816	Bmp4	BMPR1B_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001817	Bmp4	BMPR1B_BMPR2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001818	Bmp5	ACVR1_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001819	Bmp5	ACVR1_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001820	Bmp5	ACVR1_BMPR2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001821	Bmp5	BMPR1A_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001822	Bmp5	BMPR1A_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001823	Bmp5	BMPR1A_BMPR2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001824	Bmp5	BMPR1B_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001825	Bmp5	BMPR1B_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001826	Bmp5	BMPR1B_BMPR2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001827	Bmp6	ACVR1_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001828	Bmp6	ACVR1_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001829	Bmp6	ACVR1_BMPR2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001830	Bmp6	BMPR1A_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001831	Bmp6	BMPR1A_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001832	Bmp6	BMPR1A_BMPR2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001833	Bmp6	BMPR1B_ACVR2A	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001834	Bmp6	BMPR1B_ACVR2B	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001835	Btc	EGFR_ERBB2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001836	Btc	ERBB2_ERBB4	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001837	C3	ITGAM_ITGB2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	ecm_integrin_adhesion_family	ECM/integrin adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001838	C3	ITGAX_ITGB2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	ecm_integrin_adhesion_family	ECM/integrin adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001839	Ccl1	Ackr1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001840	Ccl11	Ackr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001841	Ccl17	Ackr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001842	Ccl19	Ackr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001843	Ccl2	Ackr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001844	Ccl21	Ackr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001845	Ccl21a	Ackr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001846	Ccl21d	Ackr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001847	Ccl21e	Ackr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001848	Ccl21f	Ackr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001849	Ccl26	Ackr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001850	Ccl27a	Ccr10	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001851	Ccl27a	Ccr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001852	Ccl3	Ackr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001853	Ccl3	Ccr1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001854	Csf2	CSF2RA_CSF2RB	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	cytokine_receptor_family	Cytokine receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001855	Egf	EGFR_ERBB2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001856	Ereg	EGFR_ERBB2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001857	Ereg	ERBB2_ERBB4	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001858	Fgf1	Fgfr2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001859	Fgf1	Fgfr3	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001860	Fgf10	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001861	Fgf10	Fgfr2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001862	Fgf15	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001863	Fgf15	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001864	Fgf15	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001865	Fgf15	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001866	Fgf16	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001867	Fgf16	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001868	Fgf16	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
