repository_root	relative_path	module	register_edge_id	register_evidence_id	matched_identifier_type	matched_identifier_value	match_method	crosswalk_status	notes
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS1_CD69_PMID24752896_core.xml	20B	M20B-E004126	M20B-EVID-004126-P2-FUNC	PMID	24752896	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS1_ITGB1_PMID14550305_core.xml	20B	M20B-E004127	M20B-EVID-004127-P2-DIRECT	PMID	14550305	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS1_ITGB1_PMID14550305_core.xml	20B	M20B-E004127	M20B-EVID-004127-P2-RELAY	PMID	14550305	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS1_ITGB1_PMID14550305_core.xml	20B	M20B-E004127	M20B-EVID-004127-P2-FUNC	PMID	14550305	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_ENG_PMID31540324_bioc.json	20B	M20B-E004129	M20B-EVID-004129-P2-DIRECT	PMID	31540324	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_ENG_PMID31540324_bioc.json	20B	M20B-E004129	M20B-EVID-004129-P2-RELAY	PMID	31540324	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_ENG_PMID31540324_bioc.json	20B	M20B-E004129	M20B-EVID-004129-P2-FUNC	PMID	31540324	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_MCAM_PMID28364041_bioc.json	20B	M20B-E004131	M20B-EVID-004131-P2-DIRECT	PMID	28364041	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_MCAM_PMID28364041_pmc.html	20B	M20B-E004131	M20B-EVID-004131-P2-DIRECT	PMID	28364041	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_MCAM_PMID28364041_bioc.json	20B	M20B-E004131	M20B-EVID-004131-P2-RELAY	PMID	28364041	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_MCAM_PMID28364041_pmc.html	20B	M20B-E004131	M20B-EVID-004131-P2-RELAY	PMID	28364041	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_MCAM_PMID28364041_bioc.json	20B	M20B-E004131	M20B-EVID-004131-P2-FUNC	PMID	28364041	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGALS3_MCAM_PMID28364041_pmc.html	20B	M20B-E004131	M20B-EVID-004131-P2-FUNC	PMID	28364041	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID18974846_pmc.html	20B	M20B-E004135	M20B-EVID-004135-P2-DIRECT	PMID	18974846	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID19796686_pmc.html	20B	M20B-E004135	M20B-EVID-004135-P2-DIRECT	PMID	19796686	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2575350_LGI1_ADAM22_fulltext.xml	20B	M20B-E004135	M20B-EVID-004135-P2-DIRECT	PMCID	PMC2575350	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID19796686_pmc.html	20B	M20B-E004135	M20B-EVID-004135-P2-RELAY	PMID	19796686	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID19796686_pmc.html	20B	M20B-E004135	M20B-EVID-004135-P2-FUNC	PMID	19796686	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B249_PMC4349246_NTN1_MCAM_fulltext.xml	20B	M20B-E004409	M20B-EVID-004409-P2-DIRECT	PMCID	PMC4349246	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B249_PMC4349246_NTN1_MCAM_fulltext.xml	20B	M20B-E004409	M20B-EVID-004409-P2-RELAY	PMCID	PMC4349246	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B249_PMC4349246_NTN1_MCAM_fulltext.xml	20B	M20B-E004409	M20B-EVID-004409-P2-FUNC	PMCID	PMC4349246	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC6528442_NGL1_NTNG1_bioc.json	20B	M20B-E004416	M20B-EVID-004416-P2-FUNC	PMCID	PMC6528442	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC6528442_NGL1_NTNG1_fulltext.html	20B	M20B-E004416	M20B-EVID-004416-P2-FUNC	PMCID	PMC6528442	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC1964543_NetrinG_NGL_bioc.json	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMCID	PMC1964543	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC1964543_NetrinG_NGL_fulltext.html	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMCID	PMC1964543	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC3713730_LRRC4_NTNG2_bioc.json	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMCID	PMC3713730	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC3713730_LRRC4_NTNG2_fulltext.html	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMCID	PMC3713730	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID17785411_LRRC4_NTNG2_pubmed.xml	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMID	17785411	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B216_PMC1964543_NTNG_LRRC4_fulltext.xml	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMCID	PMC1964543	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B268_PMC3713730_bioc.json	20B	M20B-E004417	M20B-EVID-004417-P2-RELAY	PMCID	PMC3713730	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC3713730_LRRC4_NTNG2_bioc.json	20B	M20B-E004417	M20B-EVID-004417-P2-FUNC	PMCID	PMC3713730	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC3713730_LRRC4_NTNG2_fulltext.html	20B	M20B-E004417	M20B-EVID-004417-P2-FUNC	PMCID	PMC3713730	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B268_PMC3713730_bioc.json	20B	M20B-E004417	M20B-EVID-004417-P2-FUNC	PMCID	PMC3713730	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5076839_OSM_bone.xml	20B	M20B-E004439	M20B-EVID-004439-P2-RELAY	PMCID	PMC5076839	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5076839_OSM_bone.xml	20B	M20B-E004439	M20B-EVID-004439-P2-FUNC	PMCID	PMC5076839	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	20B	M20B-E004442	M20B-EVID-004442-P2-DIRECT	PMCID	PMC3716315	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	20B	M20B-E004442	M20B-EVID-004442-P2-RELAY	PMCID	PMC3716315	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	20B	M20B-E004443	M20B-EVID-004443-P2-DIRECT	PMCID	PMC3716315	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	20B	M20B-E004443	M20B-EVID-004443-P2-RELAY	PMCID	PMC3716315	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	20B	M20B-E004445	M20B-EVID-004445-P2-DIRECT	PMCID	PMC3716315	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	20B	M20B-E004445	M20B-EVID-004445-P2-RELAY	PMCID	PMC3716315	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B050_pmc2749330_full.html	20B	M20B-E004472	M20B-EVID-004472-P2-DIRECT	PMCID	PMC2749330	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B050_pmc2749330_full.html	20B	M20B-E004472	M20B-EVID-004472-P2-RELAY	PMCID	PMC2749330	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4319313_TREM1.xml	20B	M20B-E004502	M20B-EVID-004502-P2-DIRECT	PMCID	PMC4319313	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4319313_TREM1.xml	20B	M20B-E004502	M20B-EVID-004502-P2-RELAY	PMCID	PMC4319313	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4319313_TREM1.xml	20B	M20B-E004502	M20B-EVID-004502-P2-FUNC	PMCID	PMC4319313	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	20B	M20B-E004596	M20B-EVID-004596-P2-DIRECT	PMCID	PMC2614630	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	20B	M20B-E004596	M20B-EVID-004596-P2-FUNC	PMCID	PMC2614630	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC9065593_PROS1_TYRO3_primary.xml	20B	M20B-E004597	M20B-EVID-004597-P2-DIRECT	PMCID	PMC9065593	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC9065593_PROS1_TYRO3_primary.xml	20B	M20B-E004597	M20B-EVID-004597-P2-RELAY	PMCID	PMC9065593	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B057_pmc4730555_rgma.xml	20B	M20B-E004696	M20B-EVID-004696-P2-RELAY	PMCID	PMC4730555	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RTN4_S1PR2_PMC3891622_fulltext.xml	20B	M20B-E004759	M20B-EVID-004759-P2-DIRECT	PMCID	PMC3891622	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RTN4_S1PR2_PMC3891622_fulltext.xml	20B	M20B-E004759	M20B-EVID-004759-P2-RELAY	PMCID	PMC3891622	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RTN4_S1PR2_PMC3891622_fulltext.xml	20B	M20B-E004759	M20B-EVID-004759-P2-FUNC	PMCID	PMC3891622	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RAGE_PMC5812564.xml	20B	M20B-E004761	M20B-EVID-004761-P2-DIRECT	PMCID	PMC5812564	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR1_PMC2546546.xml	20B	M20B-E004762	M20B-EVID-004762-P2-DIRECT	PMCID	PMC2546546	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR2_PMC4817858.xml	20B	M20B-E004762	M20B-EVID-004762-P2-FUNC	PMCID	PMC4817858	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR2_PMC4817858_fulltext.xml	20B	M20B-E004762	M20B-EVID-004762-P2-FUNC	PMCID	PMC4817858	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR1_RYR2_PMC4957069.xml	20B	M20B-E004763	M20B-EVID-004763-P2-DIRECT	PMCID	PMC4957069	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR1_RYR2_PMC4957069_fulltext.xml	20B	M20B-E004763	M20B-EVID-004763-P2-DIRECT	PMCID	PMC4957069	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR2_PMC4817858.xml	20B	M20B-E004763	M20B-EVID-004763-P2-FUNC	PMCID	PMC4817858	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_RYR2_PMC4817858_fulltext.xml	20B	M20B-E004763	M20B-EVID-004763-P2-FUNC	PMCID	PMC4817858	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_TLR4_PMC4203355.xml	20B	M20B-E004764	M20B-EVID-004764-P2-RELAY	PMCID	PMC4203355	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch081_PMC4203355_full.xml	20B	M20B-E004764	M20B-EVID-004764-P2-RELAY	PMCID	PMC4203355	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A1_TLR4_PMC4203355.xml	20B	M20B-E004764	M20B-EVID-004764-P2-FUNC	PMCID	PMC4203355	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch081_PMC4203355_full.xml	20B	M20B-E004764	M20B-EVID-004764-P2-FUNC	PMCID	PMC4203355	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_CFTR_PMC1951747_fulltext.xml	20B	M20B-E004766	M20B-EVID-004766-P2-DIRECT	PMCID	PMC1951747	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_CFTR_PMC1951747_fulltext.xml	20B	M20B-E004766	M20B-EVID-004766-P2-RELAY	PMCID	PMC1951747	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_CFTR_PMC1951747_fulltext.xml	20B	M20B-E004766	M20B-EVID-004766-P2-FUNC	PMCID	PMC1951747	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_HTR1B_PMC6666274_fulltext.xml	20B	M20B-E004767	M20B-EVID-004767-P2-DIRECT	PMCID	PMC6666274	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_HTR1B_PMC6666274_fulltext.xml	20B	M20B-E004767	M20B-EVID-004767-P2-RELAY	PMCID	PMC6666274	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_TRPV6_PMC152906_fulltext.xml	20B	M20B-E004768	M20B-EVID-004768-P2-DIRECT	PMCID	PMC152906	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A10_TRPV6_PMC152906_fulltext.xml	20B	M20B-E004768	M20B-EVID-004768-P2-FUNC	PMCID	PMC152906	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A4_CCR5_PMC6351033_fulltext.xml	20B	M20B-E004769	M20B-EVID-004769-P2-DIRECT	PMCID	PMC6351033	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A4_CCR5_PMC6351033_fulltext.xml	20B	M20B-E004769	M20B-EVID-004769-P2-RELAY	PMCID	PMC6351033	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_S100A4_CCR5_PMC6351033_fulltext.xml	20B	M20B-E004769	M20B-EVID-004769-P2-FUNC	PMCID	PMC6351033	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004770	M20B-EVID-004770-P2-DIRECT	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004770	M20B-EVID-004770-P2-RELAY	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004770	M20B-EVID-004770-P2-FUNC	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004771	M20B-EVID-004771-P2-BOUNDARY	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004772	M20B-EVID-004772-P2-DIRECT	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004772	M20B-EVID-004772-P2-RELAY	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch059_PMC6071530_full.xml	20B	M20B-E004772	M20B-EVID-004772-P2-FUNC	PMCID	PMC6071530	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
