repository_root	relative_path	identifier_type	identifier_value	match_scope
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SAA_PMC3680431_fulltext.xml	PMCID	PMC3680431	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SAA_PMC4373479_fulltext.xml	PMCID	PMC4373479	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SAA_PMC49832_fulltext.xml	PMCID	PMC49832	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml	PMCID	PMC2842559	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml	PMCID	PMC4582121	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml	PMCID	PMC5675522	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFTPA_TLR2_PMC2562757_fulltext.xml	PMCID	PMC2562757	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFTPA_TLR2_PMC3659120_fulltext.xml	PMCID	PMC3659120	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_BOC_PMC3432913_fulltext.xml	PMCID	PMC3432913	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_BOC_PMC7968926_fulltext.xml	PMCID	PMC7968926	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_CDON_PMC1865495_fulltext.xml	PMCID	PMC1865495	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_CDON_PMC2679680_fulltext.xml	PMCID	PMC2679680	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_PMC1865495_fulltext.xml	PMCID	PMC1865495	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_PMC1868789_fulltext.xml	PMCID	PMC1868789	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_PMC2740538_fulltext.xml	PMCID	PMC2740538	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_PMC8932645_fulltext.xml	PMCID	PMC8932645	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_HHIP_PMC512291_fulltext.xml	PMCID	PMC512291	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_PMC3387659_fulltext.html	PMCID	PMC3387659	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_PMC3387659_fulltext.json	PMCID	PMC3387659	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_PMC4873810_fulltext.xml	PMCID	PMC4873810	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml	PMCID	PMC2659420	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema3A_PMC3590443_fulltext.xml	PMCID	PMC3590443	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema3A_PMC3753268_fulltext.xml	PMCID	PMC3753268	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema3A_PMC8155012_fulltext.xml	PMCID	PMC8155012	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema5A_PMC1299100_fulltext.xml	PMCID	PMC1299100	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema5B_PMC3164552_fulltext.xml	PMCID	PMC3164552	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema5B_PMC6697390_fulltext.xml	PMCID	PMC6697390	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema6B_PMC3046408_fulltext.xml	PMCID	PMC3046408	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema6D_PMC2268573_fulltext.xml	PMCID	PMC2268573	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema6D_PMC359397_fulltext.xml	PMCID	PMC359397	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Sema7A_PMC5353663_fulltext.xml	PMCID	PMC5353663	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Serpine1_PMC1456942_fulltext.xml	PMCID	PMC1456942	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Serpine1_PMC4705399_fulltext.xml	PMCID	PMC4705399	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_Serpine1_PMC49722_fulltext.xml	PMCID	PMC49722	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/PMC1170167_bioc.json	PMCID	PMC1170167	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/PMC1171330_bioc.json	PMCID	PMC1171330	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/PMC2441693_bioc.json	PMCID	PMC2441693	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/PMC359352_bioc.json	PMCID	PMC359352	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/PMC5621925_bioc.json	PMCID	PMC5621925	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/PMC87113_bioc.json	PMCID	PMC87113	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC1170167.html	PMCID	PMC1170167	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC1171330.html	PMCID	PMC1171330	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC2441693.html	PMCID	PMC2441693	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC359352.html	PMCID	PMC359352	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC5621925.html	PMCID	PMC5621925	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC87113.html	PMCID	PMC87113	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMC2844188_TNFR2_p100_full.html	PMCID	PMC2844188	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMC3508279_TNFR2_CXCL12_full.html	PMCID	PMC3508279	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMC6763083_TNFR2_SCI_full.html	PMCID	PMC6763083	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMID11517251_22933014_9862719_pubmed.xml	PMID	11517251	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMID11517251_pubmed.html	PMID	11517251	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMID20038584_9862719_10880245_pubmed.xml	PMID	20038584	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMID22933014_pubmed.html	PMID	22933014	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMID9862719_pubmed.html	PMID	9862719	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q001/PMC3463309.html	PMCID	PMC3463309	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q001/PMID_8999038_pubmed.xml	PMID	8999038	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q001/PMID_9188471_pubmed.xml	PMID	9188471	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q002/PMID_11278445_pubmed.xml	PMID	11278445	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q002/PMID_7798267_pubmed.xml	PMID	7798267	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q002/PMID_8649846_pubmed.xml	PMID	8649846	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q003/PMC1137045.html	PMCID	PMC1137045	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_Q004/PMID_7544915_pubmed.xml	PMID	7544915	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch050_PMC2621323_TGFBR1_TAK1_bioc.json	PMCID	PMC2621323	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch050_PMC9527244_IL1R1_astrocyte_bioc.json	PMCID	PMC9527244	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch054_PMC12012454_RYK_SCI_bioc.json	PMCID	PMC12012454	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch054_PMC5682656_FGF10_FGFR2_SCI_bioc.json	PMCID	PMC5682656	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch054_PMC9013464_PDGF_SCI_bioc.json	PMCID	PMC9013464	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch054_PMID8075814_CNTF_astrocyte_pubmed.xml	PMID	8075814	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch055_PMC11468415_DLL4_NOTCH1_IL6_SCI_bioc.json	PMCID	PMC11468415	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch055_PMC13366903_CSf1_IFNbeta_SCI_bioc.json	PMCID	PMC13366903	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch055_PMC6630008_TNFR2_PI3Kgamma_SCI_bioc.json	PMCID	PMC6630008	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC10409762_BMP8A.xml	PMCID	PMC10409762	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC1171226_STAT5_Ccnd1.html	PMCID	PMC1171226	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC12097095_GDF10_Smad7.xml	PMCID	PMC12097095	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC12520477_CCL7_CCR1_STAT1.xml	PMCID	PMC12520477	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC1383672_SMAD8_Msx1.xml	PMCID	PMC1383672	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC1383672_SMAD8_Msx1_bioc.json	PMCID	PMC1383672	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC1458887_DRD2_CLOCK_BMAL1_mPer1.xml	PMCID	PMC1458887	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC17684_GABAB_CREB2_ATFx.xml	PMCID	PMC17684	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC1904486_PGC1b.xml	PMCID	PMC1904486	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC230332_program.xml	PMCID	PMC230332	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC2430079_SMAD_CTGF.html	PMCID	PMC2430079	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC2798829_BMP_SMAD.xml	PMCID	PMC2798829	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC290274_Cish.xml	PMCID	PMC290274	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC2905627_GDNF.xml	PMCID	PMC2905627	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC2928856_plumbagin_STAT3.xml	PMCID	PMC2928856	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC309603_TPO_Ccnd1.xml	PMCID	PMC309603	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3122223_GABAA_BDNF.xml	PMCID	PMC3122223	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3176640_NDN.html	PMCID	PMC3176640	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3176640_NDN.json	PMCID	PMC3176640	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3176640_NDN.xml	PMCID	PMC3176640	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3352154_EGF_ELK1_EGR1.xml	PMCID	PMC3352154	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3408167_TNF_NFKB_FAS.html	PMCID	PMC3408167	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3423339_BMP9_EphrinB2.xml	PMCID	PMC3423339	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3424405_IL10_Zfp36.xml	PMCID	PMC3424405	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3529151_IL35.xml	PMCID	PMC3529151	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3623615_STAT1.xml	PMCID	PMC3623615	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3623615_STAT1_bioc.json	PMCID	PMC3623615	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4067217_program.xml	PMCID	PMC4067217	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4207064_DRD1_CREB_Pdyn.xml	PMCID	PMC4207064	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4319313_TREM1.xml	PMCID	PMC4319313	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4447080_GABAB_FMRP_CREB.xml	PMCID	PMC4447080	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4510980_SMAD23_lefty_bioc.json	PMCID	PMC4510980	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4763945_ETV.json	PMCID	PMC4763945	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5076839_OSM_bone.xml	PMCID	PMC5076839	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5549806_STRA6.xml	PMCID	PMC5549806	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5585343_TSHR_ATF2.xml	PMCID	PMC5585343	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5621925_IL23_STAT.xml	PMCID	PMC5621925	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC5626396_IL22_Reg3g.xml	PMCID	PMC5626396	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6039124_TSLP.xml	PMCID	PMC6039124	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6094125_EDA_EDAR_RelB_BAF.xml	PMCID	PMC6094125	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6097285_GASTRIN_CCKBR_CREB_CHGA.html	PMCID	PMC6097285	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6207915_BTC_EGFR.xml	PMCID	PMC6207915	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6366152_ESR1_CYP19A1.xml	PMCID	PMC6366152	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6379767_FXR_CYP11A1_bioc.json	PMCID	PMC6379767	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6606597_ISGF3.xml	PMCID	PMC6606597	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6830343_MR_CYP11B2.xml	PMCID	PMC6830343	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6972655_VDR_CYP24A1.xml	PMCID	PMC6972655	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC7044735_BDNF_CREB.html	PMCID	PMC7044735	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC7044735_BDNF_CREB.json	PMCID	PMC7044735	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC7044735_BDNF_CREB.xml	PMCID	PMC7044735	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC7617436_BMP8B_NASH.xml	PMCID	PMC7617436	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC7840119_pathway.xml	PMCID	PMC7840119	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC83975_SMAD_JUN.html	PMCID	PMC83975	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC8463540_STAT6_Arg1.xml	PMCID	PMC8463540	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC8463540_STAT6_Arg1_bioc.json	PMCID	PMC8463540	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC8739224_5HT2A_CREB_targets.html	PMCID	PMC8739224	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC9807580_NFKB_NOTCH1.html	PMCID	PMC9807580	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMID12296825_17158881_pubmed.xml	PMID	12296825	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMID17575072_pubmed.xml	PMID	17575072	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMID17889508_GASTRIN_CCKBR_CREB_CHGA_pubmed.xml	PMID	17889508	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMID9553109_EREG_pubmed.xml	PMID	9553109	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch041_PMC17684_GABAB_CREB2.html	PMCID	PMC17684	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch041_PMC3122223_GABAA_BDNF.html	PMCID	PMC3122223	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch041_PMC3352154_EGF_EGR1.html	PMCID	PMC3352154	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch041_pubmed_22593802_9553109_21474450_11087824.xml	PMID	22593802	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch042_PMC4447080_GABAB_FMRP.html	PMCID	PMC4447080	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch042_pubmed_11312600_26020477_17582742.xml	PMID	11312600	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_PMC2561062_BMP9_ALK1.html	PMCID	PMC2561062	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_PMC2840317_CRTC2_glucagon.html	PMCID	PMC2840317	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_PMC3423339_BMP9_EphrinB2.html	PMCID	PMC3423339	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_PMC3798379_GCGR_NEDD4L.html	PMCID	PMC3798379	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_PMC4067217_Nodal_GDF1.html	PMCID	PMC4067217	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_PMC8789663_glucagon_GLPR1.html	PMCID	PMC8789663	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch043_pubmed_24147136_20133702_34896391_24798330_18309101_22622516_8702914.xml	PMID	24147136	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch044_pubmed_23527555_32489577_16049014_27156839_22457515_25201974.xml	PMID	23527555	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch045_PMC2804479_aspartate_NMDAR_CREB.html	PMCID	PMC2804479	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch045_PMC3745357_NMDAR_GluN2A_GluN2B.html	PMCID	PMC3745357	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch045_pubmed_17234586_19812345.xml	PMID	17234586	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch045_pubmed_3745357_22553039_29946167_23175182_25642169_19840937_29704264.xml	PMID	3745357	filename
