repository_root	relative_path	sha256	byte_size	file_extension	artifact_role	scan_version
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_AGER_exact_search.json	cf0635a278a597705467b56f9aa21bea49909dc23b3779a50843c747664f2783	484	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_AGER_primary_records.xml	7435a54670b54f956a91474b11fcfceae56d19b330424ace4d16303afa6261a6	204068	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_BOC_exact_search.json	b966f042a12f5ef27c3034f06b7a0e0130e258f702b3b1092dc882d488f1faa2	480	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_BOC_primary_records.xml	4b0406152d12d63b7e510dbf66930e339fe9e702c3c8e95b6b560e32ddac6c9b	74125	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_IGDCC4_exact_search.json	a36757913e19eb8218acf3dd5af4f4a8fd98eb95cf3d45cdace67e65aadcb332	453	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_IL1RL1_exact_search.json	8232c93b9604b12034696d27309dc2f532754445fb345f5977bcd1ee8c9e1638	765	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_IL1RL1_primary_records.xml	4d30524a2afdc3c88340dd427b0d11cde09242295d759d8227a5c906dbc0bc54	216592	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP11_exact_search.json	eeff54ab8a714228a5edb98e656b620df569ec3fb12c0388ab78ca924d137894	409	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP1_binding_primary_records.xml	36f3bf9e1b8891b56572619d644cc67ce04bdce08d9dc3434fdd56e1861877ee	109566	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP1_binding_search.json	52f3668e1376f418a66262663cb46d5f4b69641816009980376e63cbfca27353	933	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP1_exact_search.json	a1e363e870ed12f8f78a3c9479d3dfbf9a044b1e6cd4f80bd4b120b399b1ff34	792	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP1_primary_records.xml	0390107d575b50e8248a2adbb3b124fba23eece33ca194064f2f5b893f8a0a2c	812097	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_TFRC_exact_search.json	6fc3fb34a5d994f49a926603253728a29d6cc2c89aac9d88c73a9a72a3366359	652	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_TFRC_focused_primary_records.xml	72fd7fd014faa9c3eadd149174289f4c414ec371a04659991ddc6ddf7adddd2f	94901	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_TFRC_primary_records.xml	c7ad92e5a2dae09432800911690881420f0d40fb5e47e52c5899e39af9fc3977	926832	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_TNFRSF11B_exact_search.json	9c886841b881cf80d5f52f3cc117f681b5ac49128b3180e40622ee6fa03180b2	629	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_TNFRSF11B_primary_records.xml	f13e918a1bba0c17295f4b6464f7f8b7a8ecaa10249454e69b8a477afb1e7a19	519106	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LUM_ITGB1_exact_primary_records.xml	527290fbf59a89ee5c2d7b8b51f1496ff8530a726351107708e3064c8dcf0c49	879883	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LUM_ITGB1_exact_search.json	d94af38a3d42c5d506c45ebbf391b17911f0e51cc293a632a15ad84514b98945	822	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LUM_ITGB1_primary_records.xml	223009b55e843b751ed9cfea31c40436ecd3705810c6c186090aaf5f34f53327	371171	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MATN1_MATN1_ITGA1.json	c122b721423c91919502d4977737a7163cc663d804f8b2c6d06e42bfd6feb139	305	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MATN1_MATRILIN-1_INTEGRIN_ALPHA1.json	2d8e5dced8e983369dc11217dbd7ccf82397a507a37665a9aa0efa46f9390908	1015	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MATN1_MATRILIN-1_INTEGRIN_BETA1.json	3c7f4b25fef9bb063031706d37dc41c9bc8ba53e92c2aa8acef58b2bb68aa729	1085	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MATN1_integrin_primary_records.xml	1883dba2cc95afa49cbd25639a9cf4166cebebb1289a04bf7d8f0fc779d022ce	241727	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MBL2_C1QB_exact_search.json	026800217f051c3b616e519be21a5f209331fd6eb85e21a8c21d5d90e164b867	1593	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MBL2_CALCR_exact_search.json	7b7559f5766c8c222171e95fa6feba8c4da091fdfacad3a1db168893f4d5ab57	1929	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MBL2_CD93_exact_search.json	c9121944256f0e5912fad0967d36bfe379ae5049ac092ad2401c6871c12b79ac	1269	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MBL2_LRP1_exact_search.json	dba7a4207e4f21659bfcc5af9dc8259ae712ba1609fdafeb005ef1be8bd7865b	2232	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MBL2_exact_primary_records.xml	4753eadd49c6f2b46a231a9a10e09ed09007b657a7d0099354f199f4cb9dd9c7	587534	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_ALK_SDC1_focused_primary_records.xml	8d90d8c4bb39ab0881c1d4223ba44ffd51c993d3ee5cba0b1158a0dfa0178e59	240245	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_ALK_exact_search.json	7bf612bfeba12f8f4874bb76ec3a0b10d351ccd790798554e083626b7b5753c4	1712	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_ALK_focused_exact_search.json	06ca4e7e1291b0310f5b2f3e61b63efbcd2633057989916bcb7f2da4a2aa5f1e	1294	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_GPC2_exact_search.json	d964773ca11a766e9fdfbdb3c25b47b55c0d993fdf27d7f602e2fff8294a81d4	1009	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_ITGA4_exact_search.json	e13f1ae5b652e42835eafcb499a4a06db92516852650360a3cf9b20513712037	1203	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_ITGA6_exact_search.json	23c0c5a34d5f798f325665980dbbb9706a407167803a3d621f0a9a5d18e7f79a	1203	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_LRP1_exact_search.json	c578a094839134fb64a80fc7b8b4bb5d191a25455ae57ecb5abd3af7572d1714	1822	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_LRP2_SDC3_TSPAN1_primary_records.xml	959ae200a1fc8438daa09c07a5546ea6af91eb3ab6e9c76aaa79edd503a6b8c9	192682	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_LRP2_boundary_search.json	b787e1c509b0ac1848d3c0f1c3c1e1c10816d450a8528f6fe16febe5b31aeffb	1754	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NCL_SDC4_primary_records.xml	0289a9844308cd6266f2888531e6d2c7a17283f9dece5bfa00e920b17ebda288	395338	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NCL_exact_search.json	6b215889ad9e86b6277c9cb75a88d1d28df8fcf323e5f924ce4a5852d18bf702	1289	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NOTCH2_exact_search.json	443c7b5354c8c69cf0d8296abcdda5d01fe34662d253f173137829842ff04cb8	953	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_PTPRZ1_exact_search.json	fb7cc75526a53c79c814e3c5a2cf937b419d6e8695345ff0e7b3719357efd8b0	1864	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC1_exact_search.json	d935f30bfcecc06479160c38601d6ca25e6ee83504f9114ba5b74db92acc2488	1200	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC1_focused_exact_search.json	d1f921378a0535f5025e31ce548268dea64da1ba43136d488341cc6216e70e7d	798	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC2_boundary_search.json	9a450e0fd446811b209693a97a05d04f92b11c6b47ea7d068448a895c6f1ceb3	1180	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC3_boundary_search.json	476a2dc4d701ecb6a46fe93a12b0f94a56f31468985defe1ac97a459d799d520	1176	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC4_exact_search.json	9536b1c93506fd239913638c9f742375bc78c87188058c321b537de71c4efa0b	1154	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_TSPAN1_boundary_search.json	29cd70ef6dd190aebe7f2372f7d050677c29cd74da7a9b5bd34546a9d68389c3	975	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_selected_primary_records.xml	fc4070eab2387fd10d262a156b02a838b6e633963f5300dc4a5d57e27267d83f	1627520	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_ITGAV_exact_search.json	41d6290aadb8ff6790fcce9481d417469024633bd4714c203c36d695058ce8f1	1675	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_ITGB3_exact_search.json	d73d601516f073412f45e63a279142817f454535d120d1f9d1f298d7b862d8cf	1340	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_ITGB5_exact_search.json	d1c8cb8272bf6d9f251f62d9754767dafb3d5a678811228ffe88d5cbaef185ac	1307	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_PDGFRB_exact_search.json	c7e9d1aa46f6c4e2485ae26b718e176e1782882cbbee69e05b84eef72264ce3a	231	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_integrin_primary_records.xml	88cec5b4db6e5d2b37bc7591abaa09e02ecf9d3d07528efdcb711657d0e3c76d	439786	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIA_CDH7_exact_search.json	8463728dd6a835282440028bcc818b6af67ffc042b957d119cd3cfc308a384ed	310	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIA_ITGA4_exact_search.json	753fc026b7f150d2a5c56f92ff4f1ddad35dad9c07e4044a42adb43a8bac99eb	327	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIA_ITGA5_exact_search.json	36209c871011b6069d92bd84dcea29845fbdc1839d16614e3e91164d65904bed	338	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIA_ITGB1_exact_search.json	1c875660155d857d90970b0a5f7c9ae08cc61b421f25944da56a632ed4c7a2b3	370	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIA_integrin_primary_records.xml	da73d988aac389a640175830e8dea7b1332773df1700204bbd1ebf4278372976	7790	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIA_selected_primary_records.xml	628f57b274af5948a35ddb48c76c35372a8c7f86df7c71cbf2e981ad488834a7	228174	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_CD44_CD74_exact_search.json	c29bbcfa4eafa9d52d4ceb4aaa65c3409bc41451781a3b2d48454e385398bc6a	779	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_CD44_quoted_search.json	e4ca2782d707bc33ebaff2eff42889b03465e00cc9fbea3017f3c89ba567bb81	796	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_CD74_quoted_search.json	04b588fd09c9883977b26465c4f07e1d58f49afbd6015b66d0fcec17a0af9e60	797	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_EGFR_exact_search.json	a07a93ecc0ed7c6a93e7d9b0da34f89f138565619245d424266f093cea642bb4	715	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_EGFR_selected_records.xml	84cda8c32522b6325c978be67f28a6a327bb9b72d0d0edad5e1c1337a74b8826	242853	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_EGFR_signaling_search.json	1c4771f714ad0c270fa4d2ca3c0dee37f83f7142709ff59da9330c61edb040c0	425	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_TNFRSF14_exact_search.json	205eb78f3580f6fa509d578b17cca27cc089af08e209f98a05fead0aa3602b1c	423	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_TNFRSF14_selected_records.xml	024d632a1d50adac51d9086c088cce9a52ec45055b6dcee857c6392de8a2ba47	124819	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_selected_primary_records.xml	9c96faeced6c87d839def76646e2ed237ad95d4b4fc9f96c72b4448629acea87	392027	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP12_MMP13_selected_primary_records.xml	ec8e2eafb8d84542719db8de1358e557a084b69cd0b9e4240cf1b2c94804a564	164620	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP12_PLAUR_exact_search.json	66cd066880dc4b4694907e282c116074af854124aec16957f07c2b73fd1f3cf2	484	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP13_LRP1_exact_search.json	8cc9c97532593e86e157928d8c1855f66f67bafccedf1df2f22fe497881e483a	428	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP1A_CD44_exact_search.json	4515864afddcb5c0e5c5410919007d4eb718e3c865e06a443776ac5e9d821c61	463	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP1A_ITGA2_exact_search.json	1df1fd22cf103e333678f2f26eb8f775e2427cc1245e023c1e548f23cfaec507	316	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP1A_selected_primary_records.xml	e6e752baa0f085c178a443f11b34984aaa6ccd9fc1b00e3056bd0c842a92972b	296520	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP2_CCR2_exact_search.json	3d24aa5233abe1049d8084eccb9bcbe1fe0e2999bab20df96d0ccb83ab75af56	863	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP2_FGFR1_exact_search.json	df24b9664fbc8aee1b745cb433bf189ff05edd281f1d83363203ce1ddf59168f	726	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP2_PECAM1_exact_search.json	76c8eb59faba12b60a986f4c1eb4cd161ee339731237db21a329ef93ff7a0a41	640	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP2_selected_primary_records.xml	1ba9ff3afb367635d99115a27e4f2b80c5cd540c96a3a6e9b0f5dc758e04ea68	280262	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP7_CD151_exact_search.json	972ac2827a4a3ce8acf2be32c1949ab1ea5f1a1e35329cc9beec37d90ede8726	340	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP7_CD44_exact_search.json	65f98ad05ddf62e62413c0ab534db7731f6ed96123b3e587f26f06765206b593	704	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP7_ERBB4_exact_search.json	7dc21bc7ed5b57c18986b6bc490fbf7b8d745b17af22d313a17eeb568b7ba63f	296	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP7_SDC1_exact_search.json	53c6dea8f4dbcde33942ba72581bd95281d77dafe618e30a15d3789caadb4aad	596	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP7_SDC1_selected_records.xml	ada9cd43028b797fe813695cdddebcd1aa8234173b474badfd767c4c9ad53d21	294852	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP7_selected_primary_records.xml	80aeb966f8aa7f55fca455097cec165f48bb2442e1854e06a844063f0623ed4e	268141	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_CD44_LRP1_exact_search.json	a7e47c0692e001f75b5f9ee2322916cec29012807d1e36a445941db9f541be9b	735	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_EPHB2_exact_search.json	bcc78f78a153aed5816d9985016eb79a1b0fb07e45d9188852a82bf886f25231	329	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_IFNAR1_exact_search.json	b788276854b3b95dcc5cbec6c294951670c4ad86f6dd5f62115260aa7a73f5e1	319	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_ITGAM_exact_search.json	f138e02b8cd5a51700f27a0b9dcf7f6b571bfd0e9e9064b3aff743c17320f688	705	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_LRP1_focused_records.xml	1f3dcb66ef5bd3455e8b627ac548d2bd23c6877aef338d0f5b1d22cff2b8bed1	187585	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_LRP1_focused_search.json	093700cc6c3c5be1cfa88356c5c8a4a2d00ba64661e826c85b5afd28fbfbf314	753	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_MMRN2_selected_primary_records.xml	347f14cd98b359c46efd975b49924090378476bf56fcb2b86aaa1f5ef06d5db9	427878	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_RECK_exact_search.json	133bc86ff5af1012b49037bd73be48509150a5f8e1f6ba1f569db1340558802d	704	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_TLR9_exact_search.json	dfa733616cb68af7c4d15cb5c4100579f81636fd5bd3645323a7e0a7365ae260	671	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_remaining_selected_records.xml	efce7a957c777d2d394f53d5f27f35c7ef1f4fa0c41dd57ead552c416b2409bc	278505	xml	full_text_xml	module20_24_artifact_scan_v1
