species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	RB1	E2F1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005885	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	21602887		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21602887; direct_evidence_pmids=21602887; source_lead_pmids=12460790;1534305;21602887;9326598;9400991;9671466.
human	NRF1	FMR1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005252	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	9328468		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=9328468; direct_evidence_pmids=9328468; source_lead_pmids=15175277;9302255;9328468.
human	CIITA	HLA-DRA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000778	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	9300692	11429551	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=9300692;11429551;11889043; direct_evidence_pmids=9300692;11429551;11889043; source_lead_pmids=10886240;11429551;11889043;9300692.
human	HIC1	SIRT1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002836	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	19525223	19649206	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19525223;19649206; direct_evidence_pmids=19525223;19649206; source_lead_pmids=19525223;19649206.
human	HOXA10	EMX2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003083	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	12482956	15126568	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12482956;15126568;17350963; direct_evidence_pmids=12482956;15126568;17350963; source_lead_pmids=12482956;15126568;17350963.
human	JUNB	EGFR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003564	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	10803405		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10803405; direct_evidence_pmids=10803405; source_lead_pmids=10803405.
human	MAZ	CD4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003880	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	7760814		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=7760814; direct_evidence_pmids=7760814; source_lead_pmids=7760814.
mouse	Nr0b1	Star	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003692	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19822634		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19822634; direct_evidence_pmids=19822634; source_lead_pmids=19822634;9751505.
human	VHL	IGF1R	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009010	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	17486080	19509240	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17486080;19509240; direct_evidence_pmids=17486080;19509240; source_lead_pmids=17486080;19509240.
human	HDAC2	APAF1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002678	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	18834886		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18834886; direct_evidence_pmids=18834886; source_lead_pmids=18834886.
human	NME2	MYC	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001651:843c00d76c2f	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	25193865	28292893	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=25193865;28292893;29630434;33347280; direct_evidence_pmids=25193865;28292893;29630434;33347280; source_lead_pmids=10391900;10428867;11352723;11709056;11768311;11768312;12680194;1340156;19033359;19435876;21113409;23774591;25193865;25679041;25748386;2601711;26117539;28128954;28292893;28603988;28714689;29630434;30920805;32492501;33347280;7479028;7488060;7768941;7784082;8392752;8628015;8692914;8806452;9278405;9387143.
human	NRL	NR2E3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005265	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	18294621		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18294621; direct_evidence_pmids=18294621; source_lead_pmids=18294621.
human	HDAC3	MYC	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002722	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	19279113	23079660	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19279113;23079660;23714368; direct_evidence_pmids=19279113;23079660;23714368; source_lead_pmids=19279113;23079660;23714368.
human	TBX5	NPPA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008250	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	18451335		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18451335; direct_evidence_pmids=18451335; source_lead_pmids=14573514;18451335.
human	KLF5	FGFBP1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003736	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22632819		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22632819; direct_evidence_pmids=22632819; source_lead_pmids=20484041;22632819.
human	FOSL2	CLU	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002147	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10406964.
human	HDAC4	ATF4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002729	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	24308964		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24308964; direct_evidence_pmids=24308964; source_lead_pmids=24308964.
human	IRF9	IFIT3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003372	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19351818;20403236.
human	PARP1	BCL2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005301	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20564216.
human	GATA6	SULT2A1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002503	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15388788;19497978.
human	RFX1	FGF1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006397	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	20189986	22415835	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20189986;22415835; direct_evidence_pmids=20189986;22415835; source_lead_pmids=20189986;22415835.
mouse	Egr2	Nab1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000868	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	18096076		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18096076; direct_evidence_pmids=18096076; source_lead_pmids=10654606;18096076.
human	MAX	BRD7	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003875	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	19111069		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19111069; direct_evidence_pmids=19111069; source_lead_pmids=19111069.
human	ESRRA	CYP19A1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001812	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15955695;20351196;23340254.
human	MTA1	BCAS3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004048	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	16617102		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16617102; direct_evidence_pmids=16617102; source_lead_pmids=16617102.
human	NEUROG3	NEUROD1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004387	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	16855267		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16855267; direct_evidence_pmids=16855267; source_lead_pmids=16855267.
mouse	Sf1	Sox9	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005043	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	22215485	22294746	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22215485;22294746; direct_evidence_pmids=22215485;22294746; source_lead_pmids=22215485;22294746.
human	ATM	APLF	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000379	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18077224		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18077224; direct_evidence_pmids=18077224; source_lead_pmids=18077224.
human	PITX2	FSHB	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005492	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18339718		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18339718; direct_evidence_pmids=18339718; source_lead_pmids=18339718.
human	SP4	KDR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007627	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	16574784		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16574784; direct_evidence_pmids=16574784; source_lead_pmids=16574784.
mouse	Irf5	Prdm1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002187	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	20176957	22116829	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20176957;22116829; direct_evidence_pmids=20176957;22116829; source_lead_pmids=20176957;22116829.
mouse	Tbx2	Cdkn1a	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006319	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23341776		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23341776; direct_evidence_pmids=23341776; source_lead_pmids=18025091;23341776.
mouse	E2f2	Mcm5	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000747	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	24038359		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24038359; direct_evidence_pmids=24038359; source_lead_pmids=24038359.
human	NFAT5	TNF	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004406	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	11485737		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11485737; direct_evidence_pmids=11485737; source_lead_pmids=11485737.
human	NR0B2	CYP7A1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005042	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	15358835		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15358835; direct_evidence_pmids=15358835; source_lead_pmids=15358835;15581596.
mouse	Nr5a2	Pou5f1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003900	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20943815		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20943815; direct_evidence_pmids=20943815; source_lead_pmids=15831456;20943815.
human	PBX1	VCP	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005396	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	17200190		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17200190; direct_evidence_pmids=17200190; source_lead_pmids=17200190.
human	TCF7	SNAI2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008296	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20128911.
human	XBP1	HSPA5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009107	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=14718536;20170659.
human	HMGA1	BRCA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002962	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	12640109	16007157	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12640109;16007157; direct_evidence_pmids=12640109;16007157; source_lead_pmids=12640109;16007157.
human	PAX2	ADAM10	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005331	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	21876729	21880579	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21876729;21880579; direct_evidence_pmids=21876729;21880579; source_lead_pmids=21876729;21880579.
human	PML	EGFR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005524	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	9819401	12673202	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=9819401;12673202; direct_evidence_pmids=9819401;12673202; source_lead_pmids=12673202;9819401.
mouse	Pou2f2	Cd36	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004285	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11937630;7543064.
human	PROX1	CYP7A1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005806	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23626788		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23626788; direct_evidence_pmids=23626788; source_lead_pmids=23626788.
human	TFDP1	CCNE1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008432	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	12029633	14618416	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12029633;14618416; direct_evidence_pmids=12029633;14618416; source_lead_pmids=12029633;14618416.
mouse	Ikzf1	Casz1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002088	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	25654255		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=25654255; direct_evidence_pmids=25654255; source_lead_pmids=25654255.
human	IRF2	CXCR4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003310	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	21447649		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21447649; direct_evidence_pmids=21447649; source_lead_pmids=21447649.
mouse	Irf4	Il10	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002176	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18962896;21440248.
mouse	Msx2	Runx2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002820	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	16115867	17060321	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16115867;17060321; direct_evidence_pmids=16115867;17060321; source_lead_pmids=16115867;17060321.
human	NFYB	FXR2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004956	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16886907.
mouse	Ppargc1a	Apoa4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004475	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15466464;16929032.
human	SMARCA4	ABCG2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006799	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18234970.
human	FOXP2	SRPX2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002317	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	20858596	21711233	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20858596;21711233; direct_evidence_pmids=20858596;21711233; source_lead_pmids=20858596;21711233.
human	GFI1	CYP27B1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002514	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	15947108	17207994	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15947108;17207994; direct_evidence_pmids=15947108;17207994; source_lead_pmids=15947108;17207994.
human	RFX5	COL1A2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006414	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	16464847	23079621	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16464847;23079621; direct_evidence_pmids=16464847;23079621; source_lead_pmids=16464847;23079621.
human	HSF2	FOS	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003180	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	17915561		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17915561; direct_evidence_pmids=17915561; source_lead_pmids=17915561.
human	MYBL2	CCNA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004135	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11264176;15922873.
mouse	Sp7	Col5a3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005919	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20206127		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20206127; direct_evidence_pmids=20206127; source_lead_pmids=20206127;20888414.
human	ZNF148	IRS2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009347	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	19875459		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19875459; direct_evidence_pmids=19875459; source_lead_pmids=19875459.
human	ELF1	MEIS1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001537	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20600580		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20600580; direct_evidence_pmids=20600580; source_lead_pmids=20600580.
mouse	Nfia	Gabra6	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003269	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	15466411		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15466411; direct_evidence_pmids=15466411; source_lead_pmids=15466411.
mouse	Nr2f1	Pou5f1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003787	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17194449;7823919.
human	SATB1	CD8B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006603	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	11937547		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11937547; direct_evidence_pmids=11937547; source_lead_pmids=11937547.
human	ZBTB16	CCNA2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009269	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20731660.
mouse	Apc	Myc	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000045	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	10229202	16510874	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10229202;16510874; direct_evidence_pmids=10229202;16510874; source_lead_pmids=10229202;16510874.
