batch_rank	tf_key	tf_symbol	species	target_symbol	tflink_target_count	lead_rank_within_tf	query_variant	query	pubmed_hit_count	candidate_pmids	source_registry	source_version	source_snapshot	lead_status	limitations
17	znf281	Znf281	mouse	B4galt7	11705	4	species_unrestricted_fallback	"""Znf281""[Title/Abstract] AND ""B4galt7""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
18	zbtb26	ZBTB26	human	MIS12	11110	1	species_unrestricted_fallback	"""ZBTB26""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
18	zbtb26	ZBTB26	human	SNRNP35	11110	2	species_unrestricted_fallback	"""ZBTB26""[Title/Abstract] AND ""SNRNP35""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
18	zbtb26	ZBTB26	human	TBC1D9	11110	3	species_unrestricted_fallback	"""ZBTB26""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
18	zbtb26	ZBTB26	human	SVOP	11110	4	species_unrestricted_fallback	"""ZBTB26""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	ZKSCAN1	human	TMEM53	10925	1	species_unrestricted_fallback	"""ZKSCAN1""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	ZKSCAN1	human	PINX1	10925	2	species_unrestricted_fallback	"""ZKSCAN1""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	ZKSCAN1	human	SNRNP35	10925	3	species_unrestricted_fallback	"""ZKSCAN1""[Title/Abstract] AND ""SNRNP35""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	ZKSCAN1	human	TBC1D9	10925	4	species_unrestricted_fallback	"""ZKSCAN1""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	Zkscan1	mouse	Emc7	10925	1	species_unrestricted_fallback	"""Zkscan1""[Title/Abstract] AND ""Emc7""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	Zkscan1	mouse	Csf2ra	10925	2	species_unrestricted_fallback	"""Zkscan1""[Title/Abstract] AND ""Csf2ra""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	Zkscan1	mouse	Chid1	10925	3	species_unrestricted_fallback	"""Zkscan1""[Title/Abstract] AND ""Chid1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
19	zkscan1	Zkscan1	mouse	Sh3bgrl	10925	4	species_unrestricted_fallback	"""Zkscan1""[Title/Abstract] AND ""Sh3bgrl""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
20	mecom	MECOM	human	TMEM53	10441	1	species_unrestricted_fallback	"""MECOM""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
20	mecom	MECOM	human	MIS12	10441	2	species_unrestricted_fallback	"""MECOM""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
20	mecom	MECOM	human	ANKHD1	10441	3	species_unrestricted_fallback	"""MECOM""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
20	mecom	MECOM	human	SVOP	10441	4	species_unrestricted_fallback	"""MECOM""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
21	znf639	ZNF639	human	TMEM53	10167	1	species_unrestricted_fallback	"""ZNF639""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
21	znf639	ZNF639	human	MIS12	10167	2	species_unrestricted_fallback	"""ZNF639""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
21	znf639	ZNF639	human	SNRNP35	10167	3	species_unrestricted_fallback	"""ZNF639""[Title/Abstract] AND ""SNRNP35""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
21	znf639	ZNF639	human	TBC1D9	10167	4	species_unrestricted_fallback	"""ZNF639""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	HIVEP3	human	POLR1G	10104	1	species_unrestricted_fallback	"""HIVEP3""[Title/Abstract] AND ""POLR1G""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	HIVEP3	human	HYAL2	10104	2	species_unrestricted_fallback	"""HIVEP3""[Title/Abstract] AND ""HYAL2""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	HIVEP3	human	PPP1R13L	10104	3	species_unrestricted_fallback	"""HIVEP3""[Title/Abstract] AND ""PPP1R13L""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	HIVEP3	human	FAM53C	10104	4	species_unrestricted_fallback	"""HIVEP3""[Title/Abstract] AND ""FAM53C""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	Hivep3	mouse	Ndst3	10104	1	species_unrestricted_fallback	"""Hivep3""[Title/Abstract] AND ""Ndst3""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	Hivep3	mouse	Cenpp	10104	2	species_unrestricted_fallback	"""Hivep3""[Title/Abstract] AND ""Cenpp""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	Hivep3	mouse	Klf8	10104	3	species_unrestricted_fallback	"""Hivep3""[Title/Abstract] AND ""Klf8""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
22	hivep3	Hivep3	mouse	Cd40	10104	4	species_unrestricted_fallback	"""Hivep3""[Title/Abstract] AND ""Cd40""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
23	zscan22	ZSCAN22	human	TMEM53	9719	1	species_unrestricted_fallback	"""ZSCAN22""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
23	zscan22	ZSCAN22	human	PINX1	9719	2	species_unrestricted_fallback	"""ZSCAN22""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
23	zscan22	ZSCAN22	human	ANKHD1	9719	3	species_unrestricted_fallback	"""ZSCAN22""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
23	zscan22	ZSCAN22	human	SVOP	9719	4	species_unrestricted_fallback	"""ZSCAN22""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
24	zhx1	ZHX1	human	TMEM53	9529	1	species_unrestricted_fallback	"""ZHX1""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
24	zhx1	ZHX1	human	PINX1	9529	2	species_unrestricted_fallback	"""ZHX1""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
24	zhx1	ZHX1	human	ANKHD1	9529	3	species_unrestricted_fallback	"""ZHX1""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
24	zhx1	ZHX1	human	TBC1D9	9529	4	species_unrestricted_fallback	"""ZHX1""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
25	znf341	ZNF341	human	ANKHD1	9141	1	species_unrestricted_fallback	"""ZNF341""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
25	znf341	ZNF341	human	SVOP	9141	2	species_unrestricted_fallback	"""ZNF341""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
25	znf341	ZNF341	human	BLVRA	9141	3	species_unrestricted_fallback	"""ZNF341""[Title/Abstract] AND ""BLVRA""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
25	znf341	ZNF341	human	PUS10	9141	4	species_unrestricted_fallback	"""ZNF341""[Title/Abstract] AND ""PUS10""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
26	sp140	SP140	human	PINX1	8966	1	species_unrestricted_fallback	"""SP140""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
26	sp140	SP140	human	TBC1D9	8966	2	species_unrestricted_fallback	"""SP140""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
26	sp140	SP140	human	SVOP	8966	3	species_unrestricted_fallback	"""SP140""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
26	sp140	SP140	human	BLVRA	8966	4	species_unrestricted_fallback	"""SP140""[Title/Abstract] AND ""BLVRA""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
27	znf580	ZNF580	human	MIS12	8526	1	species_unrestricted_fallback	"""ZNF580""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
27	znf580	ZNF580	human	PINX1	8526	2	species_unrestricted_fallback	"""ZNF580""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
27	znf580	ZNF580	human	ANKHD1	8526	3	species_unrestricted_fallback	"""ZNF580""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
27	znf580	ZNF580	human	SVOP	8526	4	species_unrestricted_fallback	"""ZNF580""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
28	prdm9	PRDM9	human	TMEM53	8475	1	species_unrestricted_fallback	"""PRDM9""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
28	prdm9	PRDM9	human	PINX1	8475	2	species_unrestricted_fallback	"""PRDM9""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
28	prdm9	PRDM9	human	ANKHD1	8475	3	species_unrestricted_fallback	"""PRDM9""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
28	prdm9	PRDM9	human	TBC1D9	8475	4	species_unrestricted_fallback	"""PRDM9""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
28	prdm9	Prdm9	mouse	Alg12	8475	1	species_unrestricted_fallback	"""Prdm9""[Title/Abstract] AND ""Alg12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
28	prdm9	Prdm9	mouse	Hccs	8475	2	species_unrestricted_fallback	"""Prdm9""[Title/Abstract] AND ""Hccs""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
