promotion_id	review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	additional_corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed	module22b_write_performed	source_review_file	promotion_scope	promotion_class	module_route	promotion_confidence	promotion_basis	independent_literature_support_status	independent_literature_source_count	evidence_weight_tier	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_small_scale_evidence	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	tflink_source_selection
public_tf_comprehensive_1949	tflink_source_smyd3_abca1_mouse_tflink_mouse_000893_f1cb75f4f3d3	TFLink_database_only_source_recovery_v1		smyd3	SMYD3	mouse	TFLink	tflink:mouse:000893:f1cb75f4f3d3	Smyd3	Abca1	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWR2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWR2_targets.tsv	3dc5c121f44505b7a2137f48cfe902f98d5d447040aefe5735e848e4b29bd9f3	database_profile_hold
public_tf_comprehensive_1950	tflink_source_smyd3_actr2_mouse_tflink_mouse_000893_f1cb75f4f3d3	TFLink_database_only_source_recovery_v1		smyd3	SMYD3	mouse	TFLink	tflink:mouse:000893:f1cb75f4f3d3	Smyd3	Actr2	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWR2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWR2_targets.tsv	3dc5c121f44505b7a2137f48cfe902f98d5d447040aefe5735e848e4b29bd9f3	database_profile_hold
public_tf_comprehensive_1951	tflink_source_smyd3_acvr1_mouse_tflink_mouse_000893_f1cb75f4f3d3	TFLink_database_only_source_recovery_v1		smyd3	SMYD3	mouse	TFLink	tflink:mouse:000893:f1cb75f4f3d3	Smyd3	Acvr1	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWR2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWR2_targets.tsv	3dc5c121f44505b7a2137f48cfe902f98d5d447040aefe5735e848e4b29bd9f3	database_profile_hold
public_tf_comprehensive_1952	tflink_source_smyd3_acvrl1_mouse_tflink_mouse_000893_f1cb75f4f3d3	TFLink_database_only_source_recovery_v1		smyd3	SMYD3	mouse	TFLink	tflink:mouse:000893:f1cb75f4f3d3	Smyd3	Acvrl1	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CWR2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CWR2_targets.tsv	3dc5c121f44505b7a2137f48cfe902f98d5d447040aefe5735e848e4b29bd9f3	database_profile_hold
public_tf_comprehensive_1953	tflink_source_smyd5_gm10717_mouse_tflink_mouse_001111_93390f35dcc6	TFLink_database_only_source_recovery_v1		smyd5	SMYD5	mouse	TFLink	tflink:mouse:001111:93390f35dcc6	Smyd5	Gm10717		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q3TYX3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q3TYX3_targets.tsv	91168bb30dd00fd082d8fc265a119d64ecf00095321436993ef30a8fbcafa958	database_profile_hold
public_tf_comprehensive_1954	tflink_source_smyd5_gm10722_mouse_tflink_mouse_001111_93390f35dcc6	TFLink_database_only_source_recovery_v1		smyd5	SMYD5	mouse	TFLink	tflink:mouse:001111:93390f35dcc6	Smyd5	Gm10722		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q3TYX3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q3TYX3_targets.tsv	91168bb30dd00fd082d8fc265a119d64ecf00095321436993ef30a8fbcafa958	database_profile_hold
public_tf_comprehensive_1955	tflink_source_smyd5_gm11168_mouse_tflink_mouse_001111_93390f35dcc6	TFLink_database_only_source_recovery_v1		smyd5	SMYD5	mouse	TFLink	tflink:mouse:001111:93390f35dcc6	Smyd5	Gm11168		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q3TYX3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q3TYX3_targets.tsv	91168bb30dd00fd082d8fc265a119d64ecf00095321436993ef30a8fbcafa958	database_profile_hold
public_tf_comprehensive_1956	tflink_source_snapc1_ackr2_human_tflink_human_001210_6d4663f7ea55	TFLink_database_only_source_recovery_v1		snapc1	SNAPC1	human	TFLink	tflink:human:001210:6d4663f7ea55	SNAPC1	ACKR2	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/29126285/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/29126285/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database ReMap; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q16533.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q16533_targets.tsv	724ab01e7305f16965eefdc09fd3efc526b504abd8b2df48347c63e67e8d52e2	database_profile_hold
public_tf_comprehensive_1957	tflink_source_snapc1_alcam_human_tflink_human_001210_6d4663f7ea55	TFLink_database_only_source_recovery_v1		snapc1	SNAPC1	human	TFLink	tflink:human:001210:6d4663f7ea55	SNAPC1	ALCAM	20B;23B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/29126285/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/29126285/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction;23B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database ReMap; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q16533.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q16533_targets.tsv	724ab01e7305f16965eefdc09fd3efc526b504abd8b2df48347c63e67e8d52e2	database_profile_hold
public_tf_comprehensive_1958	tflink_source_snapc1_areg_human_tflink_human_001210_6d4663f7ea55	TFLink_database_only_source_recovery_v1		snapc1	SNAPC1	human	TFLink	tflink:human:001210:6d4663f7ea55	SNAPC1	AREG	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/29126285/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/29126285/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database ReMap; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q16533.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q16533_targets.tsv	724ab01e7305f16965eefdc09fd3efc526b504abd8b2df48347c63e67e8d52e2	database_profile_hold
public_tf_comprehensive_1959	tflink_source_snapc1_cap1_human_tflink_human_001210_6d4663f7ea55	TFLink_database_only_source_recovery_v1		snapc1	SNAPC1	human	TFLink	tflink:human:001210:6d4663f7ea55	SNAPC1	CAP1	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/29126285/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/29126285/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database ReMap; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q16533.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q16533_targets.tsv	724ab01e7305f16965eefdc09fd3efc526b504abd8b2df48347c63e67e8d52e2	database_profile_hold
public_tf_comprehensive_1960	tflink_source_snapc2_clasp1_human_tflink_human_001553_44a628ae2255	TFLink_database_only_source_recovery_v1		snapc2	SNAPC2	human	TFLink	tflink:human:001553:44a628ae2255	SNAPC2	CLASP1		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13487.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13487_targets.tsv	31547ed68861b9765f0428d248bf5a41724b201bcdfb318d5ec37e77fa93f590	database_profile_hold
public_tf_comprehensive_1961	tflink_source_snapc2_ercc1_human_tflink_human_001553_44a628ae2255	TFLink_database_only_source_recovery_v1		snapc2	SNAPC2	human	TFLink	tflink:human:001553:44a628ae2255	SNAPC2	ERCC1		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13487.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13487_targets.tsv	31547ed68861b9765f0428d248bf5a41724b201bcdfb318d5ec37e77fa93f590	database_profile_hold
public_tf_comprehensive_1962	tflink_source_snapc2_maf1_human_tflink_human_001553_44a628ae2255	TFLink_database_only_source_recovery_v1		snapc2	SNAPC2	human	TFLink	tflink:human:001553:44a628ae2255	SNAPC2	MAF1		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13487.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13487_targets.tsv	31547ed68861b9765f0428d248bf5a41724b201bcdfb318d5ec37e77fa93f590	database_profile_hold
public_tf_comprehensive_1963	tflink_source_snapc2_poldip3_human_tflink_human_001553_44a628ae2255	TFLink_database_only_source_recovery_v1		snapc2	SNAPC2	human	TFLink	tflink:human:001553:44a628ae2255	SNAPC2	POLDIP3		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	general_public_interaction_catalog	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13487.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13487_targets.tsv	31547ed68861b9765f0428d248bf5a41724b201bcdfb318d5ec37e77fa93f590	database_profile_hold
