queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	source_record_id	raw_tf_symbol	tf_uniprot_id	target_uniprot_id	name_tf	name_target	detection_method	pubmed_id	organism	source_database	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	exact_pair_match
ikzf5|acvr1|human	IKZF5	ACVR1	human	20B	tflink:human:000885:ec0cc9fe320f	IKZF5	Q9H5V7	Q04771	IKZF5	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9H5V7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9H5V7_targets.tsv	2f31c9db8264f9a9ea5b63402bcef461e26bc37bc0182fa496b9dc453e42da8f	true
insm2|ccn1|human	INSM2	CCN1	human	24B	tflink:human:001375:f62e875bdea4	INSM2	Q96T92	O00622	INSM2	CCN1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96T92.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96T92_targets.tsv	6c0cc80ce60df9513c3cc520e87f35dbe1a3e850916956f11c196047cf076b5d	true
insm2|ctnnb1|human	INSM2	CTNNB1	human	22B	tflink:human:001375:f62e875bdea4	INSM2	Q96T92	P35222	INSM2	CTNNB1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96T92.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96T92_targets.tsv	6c0cc80ce60df9513c3cc520e87f35dbe1a3e850916956f11c196047cf076b5d	true
isx|a2m|mouse	ISX	A2m	mouse	20B	tflink:mouse:000875:4b8eed79bf36	Isx	A1A546	Q6GQT1	Isx	A2m	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A1A546.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	df4d7d960474538b86b274b13a78bea1f530bc5c442719c215091ff6f6d9c44d	true
isx|abca1|mouse	ISX	Abca1	mouse	20B	tflink:mouse:000875:4b8eed79bf36	Isx	A1A546	P41233	Isx	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A1A546.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	df4d7d960474538b86b274b13a78bea1f530bc5c442719c215091ff6f6d9c44d	true
isx|ackr3|mouse	ISX	Ackr3	mouse	20B	tflink:mouse:000875:4b8eed79bf36	Isx	A1A546	P56485	Isx	Ackr3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A1A546.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	df4d7d960474538b86b274b13a78bea1f530bc5c442719c215091ff6f6d9c44d	true
isx|ackr4|mouse	ISX	Ackr4	mouse	20B	tflink:mouse:000875:4b8eed79bf36	Isx	A1A546	Q924I3	Isx	Ackr4	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A1A546.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	df4d7d960474538b86b274b13a78bea1f530bc5c442719c215091ff6f6d9c44d	true
klf17|adgre5|human	KLF17	ADGRE5	human	23B	tflink:human:001213:2daa4b61c998	KLF17	Q5JT82	P48960	KLF17	ADGRE5	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5JT82.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q5JT82_targets.tsv	996367695f79bd4888db5390f649b062f800429e0bfa437468cbfb67df3fe0c4	true
klf17|avpr2|human	KLF17	AVPR2	human	20B	tflink:human:001213:2daa4b61c998	KLF17	Q5JT82	P30518	KLF17	AVPR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5JT82.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q5JT82_targets.tsv	996367695f79bd4888db5390f649b062f800429e0bfa437468cbfb67df3fe0c4	true
klf17|bdkrb2|human	KLF17	BDKRB2	human	24B	tflink:human:001213:2daa4b61c998	KLF17	Q5JT82	P30411	KLF17	BDKRB2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5JT82.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q5JT82_targets.tsv	996367695f79bd4888db5390f649b062f800429e0bfa437468cbfb67df3fe0c4	true
klf17|boc|human	KLF17	BOC	human	20B	tflink:human:001213:2daa4b61c998	KLF17	Q5JT82	Q9BWV1	KLF17	BOC	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5JT82.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q5JT82_targets.tsv	996367695f79bd4888db5390f649b062f800429e0bfa437468cbfb67df3fe0c4	true
mecom|ackr2|human	MECOM	ACKR2	human	20B	tflink:human:000929:6dc24dd2e934	MECOM	Q03112	O00590	MECOM	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q03112.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q03112_targets.tsv	7af2471748e026b5093be19cdd95a10b52de5a4f1e3be01ff5cff859770dced4	true
mecom|ackr3|human	MECOM	ACKR3	human	20B	tflink:human:000929:6dc24dd2e934	MECOM	Q03112	P25106	MECOM	ACKR3	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q03112.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q03112_targets.tsv	7af2471748e026b5093be19cdd95a10b52de5a4f1e3be01ff5cff859770dced4	true
mecom|actr2|human	MECOM	ACTR2	human	20B	tflink:human:000929:6dc24dd2e934	MECOM	Q03112	P61160	MECOM	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q03112.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q03112_targets.tsv	7af2471748e026b5093be19cdd95a10b52de5a4f1e3be01ff5cff859770dced4	true
mecom|acvr1|human	MECOM	ACVR1	human	20B	tflink:human:000929:6dc24dd2e934	MECOM	Q03112	Q04771	MECOM	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q03112.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q03112_targets.tsv	7af2471748e026b5093be19cdd95a10b52de5a4f1e3be01ff5cff859770dced4	true
mxd3|abca1|human	MXD3	ABCA1	human	20B	tflink:human:000968:4a959d3229ee	MXD3	Q9BW11	O95477	MXD3	ABCA1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BW11.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BW11_targets.tsv	77fd9defcc4cbbb89c94d8fd79d95a6c7fa2b36e6669809cacf0aef3e7a4f1c4	true
mxd3|ackr2|human	MXD3	ACKR2	human	20B	tflink:human:000968:4a959d3229ee	MXD3	Q9BW11	O00590	MXD3	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BW11.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BW11_targets.tsv	77fd9defcc4cbbb89c94d8fd79d95a6c7fa2b36e6669809cacf0aef3e7a4f1c4	true
mxd3|acvr1c|human	MXD3	ACVR1C	human	20B	tflink:human:000968:4a959d3229ee	MXD3	Q9BW11	Q8NER5	MXD3	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BW11.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BW11_targets.tsv	77fd9defcc4cbbb89c94d8fd79d95a6c7fa2b36e6669809cacf0aef3e7a4f1c4	true
mxd3|acvr1|human	MXD3	ACVR1	human	20B	tflink:human:000968:4a959d3229ee	MXD3	Q9BW11	Q04771	MXD3	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BW11.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BW11_targets.tsv	77fd9defcc4cbbb89c94d8fd79d95a6c7fa2b36e6669809cacf0aef3e7a4f1c4	true
mynn|ackr1|human	MYNN	ACKR1	human	20B	tflink:human:000924:71549f85f858	MYNN	Q9NPC7	Q16570	MYNN	ACKR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPC7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPC7_targets.tsv	758f3dba7f894841bd3d6d6cfa3ce5adce7fbb24d3c32a60c2ca349b94d3cfe2	true
mynn|actr2|human	MYNN	ACTR2	human	20B	tflink:human:000924:71549f85f858	MYNN	Q9NPC7	P61160	MYNN	ACTR2	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPC7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPC7_targets.tsv	758f3dba7f894841bd3d6d6cfa3ce5adce7fbb24d3c32a60c2ca349b94d3cfe2	true
mynn|acvr1|human	MYNN	ACVR1	human	20B	tflink:human:000924:71549f85f858	MYNN	Q9NPC7	Q04771	MYNN	ACVR1	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPC7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPC7_targets.tsv	758f3dba7f894841bd3d6d6cfa3ce5adce7fbb24d3c32a60c2ca349b94d3cfe2	true
mynn|acvrl1|human	MYNN	ACVRL1	human	20B	tflink:human:000924:71549f85f858	MYNN	Q9NPC7	P37023	MYNN	ACVRL1	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NPC7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NPC7_targets.tsv	758f3dba7f894841bd3d6d6cfa3ce5adce7fbb24d3c32a60c2ca349b94d3cfe2	true
myrf|ackr2|human	MYRF	ACKR2	human	20B	tflink:human:001273:e9d3bc997b48	MYRF	Q9Y2G1	O00590	MYRF	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2G1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2G1_targets.tsv	f7baa72a8402805e7be16878ed96f94facc4cf1adf4633bd488a1f6508d43e78	true
myrf|adam10|human	MYRF	ADAM10	human	23B	tflink:human:001273:e9d3bc997b48	MYRF	Q9Y2G1	O14672	MYRF	ADAM10	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2G1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2G1_targets.tsv	f7baa72a8402805e7be16878ed96f94facc4cf1adf4633bd488a1f6508d43e78	true
myrf|adam17|human	MYRF	ADAM17	human	20B	tflink:human:001273:e9d3bc997b48	MYRF	Q9Y2G1	P78536	MYRF	ADAM17	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2G1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2G1_targets.tsv	f7baa72a8402805e7be16878ed96f94facc4cf1adf4633bd488a1f6508d43e78	true
myrf|adam22|human	MYRF	ADAM22	human	20B;23B	tflink:human:001273:e9d3bc997b48	MYRF	Q9Y2G1	Q9P0K1	MYRF	ADAM22	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2G1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2G1_targets.tsv	f7baa72a8402805e7be16878ed96f94facc4cf1adf4633bd488a1f6508d43e78	true
myt1l|abca1|mouse	MYT1L	Abca1	mouse	20B	tflink:mouse:000961:f706c20f5ab7	Myt1l	P97500	P41233	Myt1l	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P97500.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	d4dc92da153081ee4737e1b0f810cdc6480dfbfcb3489b7ec0e5a5283ecde940	true
myt1l|ackr3|mouse	MYT1L	Ackr3	mouse	20B	tflink:mouse:000961:f706c20f5ab7	Myt1l	P97500	P56485	Myt1l	Ackr3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P97500.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	d4dc92da153081ee4737e1b0f810cdc6480dfbfcb3489b7ec0e5a5283ecde940	true
myt1l|actr2|mouse	MYT1L	Actr2	mouse	20B	tflink:mouse:000961:f706c20f5ab7	Myt1l	P97500	P61161	Myt1l	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P97500.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	d4dc92da153081ee4737e1b0f810cdc6480dfbfcb3489b7ec0e5a5283ecde940	true
myt1l|adam10|mouse	MYT1L	Adam10	mouse	23B	tflink:mouse:000961:f706c20f5ab7	Myt1l	P97500	O35598	Myt1l	Adam10	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P97500.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	d4dc92da153081ee4737e1b0f810cdc6480dfbfcb3489b7ec0e5a5283ecde940	true
neurod2|actr2|mouse	NEUROD2	Actr2	mouse	20B	tflink:mouse:000958:4c84a5dc2814	Neurod2	Q62414	P61161	Neurod2	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q62414.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	f67931b72abd7b97eeb73bda13128e77f4ba2c1181baebef8d57d1e4751625e3	true
neurod2|acvr1c|mouse	NEUROD2	Acvr1c	mouse	20B	tflink:mouse:000958:4c84a5dc2814	Neurod2	Q62414	Q8K348	Neurod2	Acvr1c	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q62414.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	f67931b72abd7b97eeb73bda13128e77f4ba2c1181baebef8d57d1e4751625e3	true
neurod2|acvr1|mouse	NEUROD2	Acvr1	mouse	20B	tflink:mouse:000958:4c84a5dc2814	Neurod2	Q62414	P37172	Neurod2	Acvr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q62414.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	f67931b72abd7b97eeb73bda13128e77f4ba2c1181baebef8d57d1e4751625e3	true
neurod2|adam10|mouse	NEUROD2	Adam10	mouse	23B	tflink:mouse:000958:4c84a5dc2814	Neurod2	Q62414	O35598	Neurod2	Adam10	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q62414.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	f67931b72abd7b97eeb73bda13128e77f4ba2c1181baebef8d57d1e4751625e3	true
npas4|acvr1|mouse	NPAS4	Acvr1	mouse	20B	tflink:mouse:000902:0067a7f884a7	Npas4	Q8BGD7	P37172	Npas4	Acvr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BGD7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	85506f92b496bc8577e73fbbd32418be2f4b24e39e97cda537628b8ff3517606	true
npas4|adam12|mouse	NPAS4	Adam12	mouse	20B;23B	tflink:mouse:000902:0067a7f884a7	Npas4	Q8BGD7	Q61824	Npas4	Adam12	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BGD7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	85506f92b496bc8577e73fbbd32418be2f4b24e39e97cda537628b8ff3517606	true
npas4|adam17|mouse	NPAS4	Adam17	mouse	20B	tflink:mouse:000902:0067a7f884a7	Npas4	Q8BGD7	Q9Z0F8	Npas4	Adam17	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BGD7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	85506f92b496bc8577e73fbbd32418be2f4b24e39e97cda537628b8ff3517606	true
npas4|adam22|mouse	NPAS4	Adam22	mouse	20B;23B	tflink:mouse:000902:0067a7f884a7	Npas4	Q8BGD7	Q9R1V6	Npas4	Adam22	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BGD7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	85506f92b496bc8577e73fbbd32418be2f4b24e39e97cda537628b8ff3517606	true
osr2|ackr2|human	OSR2	ACKR2	human	20B	tflink:human:001171:5129f1ee7e86	OSR2	Q8N2R0	O00590	OSR2	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N2R0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N2R0_targets.tsv	65644c877df9680761e4496da25264f76f61a01c6b470a8ded46edd6ea5a81c2	true
osr2|acvr1|human	OSR2	ACVR1	human	20B	tflink:human:001171:5129f1ee7e86	OSR2	Q8N2R0	Q04771	OSR2	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N2R0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N2R0_targets.tsv	65644c877df9680761e4496da25264f76f61a01c6b470a8ded46edd6ea5a81c2	true
osr2|adam17|human	OSR2	ADAM17	human	20B	tflink:human:001171:5129f1ee7e86	OSR2	Q8N2R0	P78536	OSR2	ADAM17	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N2R0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N2R0_targets.tsv	65644c877df9680761e4496da25264f76f61a01c6b470a8ded46edd6ea5a81c2	true
osr2|adcyap1|human	OSR2	ADCYAP1	human	20B	tflink:human:001171:5129f1ee7e86	OSR2	Q8N2R0	P18509	OSR2	ADCYAP1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N2R0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N2R0_targets.tsv	65644c877df9680761e4496da25264f76f61a01c6b470a8ded46edd6ea5a81c2	true
ovol2|ackr2|human	OVOL2	ACKR2	human	20B	tflink:human:000862:1bd24e5f04f3	OVOL2	Q9BRP0	O00590	OVOL2	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BRP0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BRP0_targets.tsv	6c166a0c3ffae81571e79e574050b26f38059b838df4baef30e1c3579b850807	true
ovol2|actr2|human	OVOL2	ACTR2	human	20B	tflink:human:000862:1bd24e5f04f3	OVOL2	Q9BRP0	P61160	OVOL2	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BRP0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BRP0_targets.tsv	6c166a0c3ffae81571e79e574050b26f38059b838df4baef30e1c3579b850807	true
ovol2|adam10|human	OVOL2	ADAM10	human	23B	tflink:human:000862:1bd24e5f04f3	OVOL2	Q9BRP0	O14672	OVOL2	ADAM10	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BRP0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BRP0_targets.tsv	6c166a0c3ffae81571e79e574050b26f38059b838df4baef30e1c3579b850807	true
ovol2|adam22|human	OVOL2	ADAM22	human	20B;23B	tflink:human:000862:1bd24e5f04f3	OVOL2	Q9BRP0	Q9P0K1	OVOL2	ADAM22	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BRP0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BRP0_targets.tsv	6c166a0c3ffae81571e79e574050b26f38059b838df4baef30e1c3579b850807	true
patz1|acvr1|human	PATZ1	ACVR1	human	20B	tflink:human:000921:4f040622be31	PATZ1	Q9HBE1	Q04771	PATZ1	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9HBE1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9HBE1_targets.tsv	54f6d962e219083e1bda587a6ae298f25f17c839b8738b20c24311d9202884d4	true
patz1|adam10|human	PATZ1	ADAM10	human	23B	tflink:human:000921:4f040622be31	PATZ1	Q9HBE1	O14672	PATZ1	ADAM10	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9HBE1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9HBE1_targets.tsv	54f6d962e219083e1bda587a6ae298f25f17c839b8738b20c24311d9202884d4	true
patz1|adam22|human	PATZ1	ADAM22	human	20B;23B	tflink:human:000921:4f040622be31	PATZ1	Q9HBE1	Q9P0K1	PATZ1	ADAM22	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9HBE1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9HBE1_targets.tsv	54f6d962e219083e1bda587a6ae298f25f17c839b8738b20c24311d9202884d4	true
prdm10|ackr1|human	PRDM10	ACKR1	human	20B	tflink:human:001124:774d4db9d6f0	PRDM10	Q9NQV6	Q16570	PRDM10	ACKR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NQV6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NQV6_targets.tsv	ebe18863d8db6cc440446b9d0701bd35591765313ad56b5a6c026c5ac02644a6	true
prdm10|ackr2|human	PRDM10	ACKR2	human	20B	tflink:human:001124:774d4db9d6f0	PRDM10	Q9NQV6	O00590	PRDM10	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NQV6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NQV6_targets.tsv	ebe18863d8db6cc440446b9d0701bd35591765313ad56b5a6c026c5ac02644a6	true
prdm10|actr2|human	PRDM10	ACTR2	human	20B	tflink:human:001124:774d4db9d6f0	PRDM10	Q9NQV6	P61160	PRDM10	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NQV6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NQV6_targets.tsv	ebe18863d8db6cc440446b9d0701bd35591765313ad56b5a6c026c5ac02644a6	true
