queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	source_record_id	raw_tf_symbol	tf_uniprot_id	target_uniprot_id	name_tf	name_target	detection_method	pubmed_id	organism	source_database	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	exact_pair_match
brf2|col6a2|human	BRF2	COL6A2	human	20B	tflink:human:001406:ab8f67477f94	BRF2	Q9HAW0	P12110	BRF2	COL6A2	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9HAW0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9HAW0_targets.tsv	4256d1e6df118b00f1851c35f62e44cf2ef1ac16ad1a78709e2d7dd24f35db17	true
brf2|efnb2|human	BRF2	EFNB2	human	20B;23B	tflink:human:001406:ab8f67477f94	BRF2	Q9HAW0	P52799	BRF2	EFNB2	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9HAW0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9HAW0_targets.tsv	4256d1e6df118b00f1851c35f62e44cf2ef1ac16ad1a78709e2d7dd24f35db17	true
brpf3|ackr2|human	BRPF3	ACKR2	human	20B	tflink:human:000943:811d7ad32dfd	BRPF3	Q9ULD4	O00590	BRPF3	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ULD4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9ULD4_targets.tsv	198af25353a27bee7ea65fb3d8cd5bde64c5d93d3e41b87ad23095c84db49766	true
brpf3|actr2|human	BRPF3	ACTR2	human	20B	tflink:human:000943:811d7ad32dfd	BRPF3	Q9ULD4	P61160	BRPF3	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ULD4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9ULD4_targets.tsv	198af25353a27bee7ea65fb3d8cd5bde64c5d93d3e41b87ad23095c84db49766	true
brpf3|acvr1c|human	BRPF3	ACVR1C	human	20B	tflink:human:000943:811d7ad32dfd	BRPF3	Q9ULD4	Q8NER5	BRPF3	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ULD4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9ULD4_targets.tsv	198af25353a27bee7ea65fb3d8cd5bde64c5d93d3e41b87ad23095c84db49766	true
brpf3|acvr1|human	BRPF3	ACVR1	human	20B	tflink:human:000943:811d7ad32dfd	BRPF3	Q9ULD4	Q04771	BRPF3	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ULD4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9ULD4_targets.tsv	198af25353a27bee7ea65fb3d8cd5bde64c5d93d3e41b87ad23095c84db49766	true
brwd1|ado|mouse	BRWD1	Ado	mouse	20B	tflink:mouse:001076:482e7ddd715f	Brwd1	Q921C3	Q6PDY2	Brwd1	Ado	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q921C3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q921C3_targets.tsv	1f00243fd87fa787027a55f4287c6b5eff072ededf35491d55bfd941a39bc4b9	true
brwd1|ang|mouse	BRWD1	Ang	mouse	20B	tflink:mouse:001076:482e7ddd715f	Brwd1	Q921C3	P21570	Brwd1	Ang	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q921C3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q921C3_targets.tsv	1f00243fd87fa787027a55f4287c6b5eff072ededf35491d55bfd941a39bc4b9	true
brwd1|gfra1|mouse	BRWD1	Gfra1	mouse	20B	tflink:mouse:001076:482e7ddd715f	Brwd1	Q921C3	P97785	Brwd1	Gfra1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q921C3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q921C3_targets.tsv	1f00243fd87fa787027a55f4287c6b5eff072ededf35491d55bfd941a39bc4b9	true
btn3a2|abl2|human	BTN3A2	ABL2	human		tflink:human:000057:6dcddbdbfdf4	BTN3A2	P78410	P42684	BTN3A2	ABL2	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P78410.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P78410_targets.tsv	f47022ff6e9689520aa547533c1fb787fb957bd7923b4b0592bf54ae0145ecd0	true
btn3a2|atm|human	BTN3A2	ATM	human		tflink:human:000057:6dcddbdbfdf4	BTN3A2	P78410	Q13315	BTN3A2	ATM	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P78410.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P78410_targets.tsv	f47022ff6e9689520aa547533c1fb787fb957bd7923b4b0592bf54ae0145ecd0	true
btn3a2|ephb2|human	BTN3A2	EPHB2	human	20B;23B	tflink:human:000057:6dcddbdbfdf4	BTN3A2	P78410	P29323	BTN3A2	EPHB2	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P78410.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P78410_targets.tsv	f47022ff6e9689520aa547533c1fb787fb957bd7923b4b0592bf54ae0145ecd0	true
btn3a2|madcam1|human	BTN3A2	MADCAM1	human	23B	tflink:human:000057:6dcddbdbfdf4	BTN3A2	P78410	Q13477	BTN3A2	MADCAM1	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P78410.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P78410_targets.tsv	f47022ff6e9689520aa547533c1fb787fb957bd7923b4b0592bf54ae0145ecd0	true
btn3a3|abl2|human	BTN3A3	ABL2	human		tflink:human:000232:45063e70f6c5	BTN3A3	O00478	P42684	BTN3A3	ABL2	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00478.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00478_targets.tsv	6119ba85bbaf891ee39d1e99f12f2770db0ec0363c08a0650613094d943202ee	true
btn3a3|atm|human	BTN3A3	ATM	human		tflink:human:000232:45063e70f6c5	BTN3A3	O00478	Q13315	BTN3A3	ATM	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00478.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00478_targets.tsv	6119ba85bbaf891ee39d1e99f12f2770db0ec0363c08a0650613094d943202ee	true
btn3a3|ephb2|human	BTN3A3	EPHB2	human	20B;23B	tflink:human:000232:45063e70f6c5	BTN3A3	O00478	P29323	BTN3A3	EPHB2	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00478.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00478_targets.tsv	6119ba85bbaf891ee39d1e99f12f2770db0ec0363c08a0650613094d943202ee	true
btn3a3|madcam1|human	BTN3A3	MADCAM1	human	23B	tflink:human:000232:45063e70f6c5	BTN3A3	O00478	Q13477	BTN3A3	MADCAM1	inferred by curator	29087512;17312387	Homo sapiens	TRRUST	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00478.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00478_targets.tsv	6119ba85bbaf891ee39d1e99f12f2770db0ec0363c08a0650613094d943202ee	true
c-myc|dlk2|human	c-myc	DLK2	human		tflink:human:001577:3ec724443013	c-myc	Q16158	Q6UY11	c-myc	DLK2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q16158.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q16158_targets.tsv	bd18dc8e99137d99dfba600b8bcc03f144b85958ecd1fa5fc004ed8debf28c06	true
c-myc|h2bu1|human	c-myc	H2BU1	human		tflink:human:001577:3ec724443013	c-myc	Q16158	Q8N257	c-myc	H2BU1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q16158.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q16158_targets.tsv	bd18dc8e99137d99dfba600b8bcc03f144b85958ecd1fa5fc004ed8debf28c06	true
capg|adam17|mouse	CAPG	Adam17	mouse	20B	tflink:mouse:000968:77f9f0203eb8	Capg	P24452	Q9Z0F8	Capg	Adam17	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24452.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24452_targets.tsv	7424640c144114724fbd0e4f127063141cf2f645aabf48cf378d88b31854c10b	true
capg|adipor2|mouse	CAPG	Adipor2	mouse	20B	tflink:mouse:000968:77f9f0203eb8	Capg	P24452	Q8BQS5	Capg	Adipor2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24452.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24452_targets.tsv	7424640c144114724fbd0e4f127063141cf2f645aabf48cf378d88b31854c10b	true
capg|adm2|mouse	CAPG	Adm2	mouse	20B	tflink:mouse:000968:77f9f0203eb8	Capg	P24452	Q7TNK8	Capg	Adm2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24452.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24452_targets.tsv	7424640c144114724fbd0e4f127063141cf2f645aabf48cf378d88b31854c10b	true
casp8ap2/flash|aagab|human	CASP8AP2/FLASH	AAGAB	human		tflink:human:001323:6ae5329e2e3a	CASP8AP2	Q9UKL3	Q6PD74	CASP8AP2	AAGAB	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UKL3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UKL3_targets.tsv	f5e490ee11abc93261482871165ae700f10d5d0ccda8e910c46542c11685cb74	true
casp8ap2/flash|hspa1a|human	CASP8AP2/FLASH	HSPA1A	human	20B	tflink:human:001323:6ae5329e2e3a	CASP8AP2	Q9UKL3	P0DMV8	CASP8AP2	HSPA1A	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UKL3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UKL3_targets.tsv	f5e490ee11abc93261482871165ae700f10d5d0ccda8e910c46542c11685cb74	true
casp8ap2/flash|ncl|human	CASP8AP2/FLASH	NCL	human	20B	tflink:human:001323:6ae5329e2e3a	CASP8AP2	Q9UKL3	P19338	CASP8AP2	NCL	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UKL3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UKL3_targets.tsv	f5e490ee11abc93261482871165ae700f10d5d0ccda8e910c46542c11685cb74	true
casp8ap2/flash|plxdc1|human	CASP8AP2/FLASH	PLXDC1	human	20B	tflink:human:001323:6ae5329e2e3a	CASP8AP2	Q9UKL3	Q8IUK5	CASP8AP2	PLXDC1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UKL3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UKL3_targets.tsv	f5e490ee11abc93261482871165ae700f10d5d0ccda8e910c46542c11685cb74	true
cat/cat|abca1|human	CAT/Cat	ABCA1	human	20B	tflink:human:001079:44e86af7daf7	CAT	P04040	O95477	CAT	ABCA1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P04040.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P04040_targets.tsv	bb2b2ba5a9a35ad6ce8163e286ad7d548214afa33d7608bcc449726e48e4531a	true
cat/cat|abca1|mouse	CAT/Cat	Abca1	mouse	20B	tflink:mouse:000999:de06ce6463f5	Cat	P24270	P41233	Cat	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24270.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24270_targets.tsv	8e7e894be43f2115e293b56eb0c952175d8a97f466e6132f45a930710615f33f	true
cat/cat|ackr3|human	CAT/Cat	ACKR3	human	20B	tflink:human:001079:44e86af7daf7	CAT	P04040	P25106	CAT	ACKR3	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P04040.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P04040_targets.tsv	bb2b2ba5a9a35ad6ce8163e286ad7d548214afa33d7608bcc449726e48e4531a	true
cat/cat|actr2|human	CAT/Cat	ACTR2	human	20B	tflink:human:001079:44e86af7daf7	CAT	P04040	P61160	CAT	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P04040.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P04040_targets.tsv	bb2b2ba5a9a35ad6ce8163e286ad7d548214afa33d7608bcc449726e48e4531a	true
cat/cat|actr2|mouse	CAT/Cat	Actr2	mouse	20B	tflink:mouse:000999:de06ce6463f5	Cat	P24270	P61161	Cat	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24270.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24270_targets.tsv	8e7e894be43f2115e293b56eb0c952175d8a97f466e6132f45a930710615f33f	true
cat/cat|acvr1c|human	CAT/Cat	ACVR1C	human	20B	tflink:human:001079:44e86af7daf7	CAT	P04040	Q8NER5	CAT	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P04040.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P04040_targets.tsv	bb2b2ba5a9a35ad6ce8163e286ad7d548214afa33d7608bcc449726e48e4531a	true
cat/cat|acvr1c|mouse	CAT/Cat	Acvr1c	mouse	20B	tflink:mouse:000999:de06ce6463f5	Cat	P24270	Q8K348	Cat	Acvr1c	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24270.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24270_targets.tsv	8e7e894be43f2115e293b56eb0c952175d8a97f466e6132f45a930710615f33f	true
cat/cat|ada|mouse	CAT/Cat	Ada	mouse	20B	tflink:mouse:000999:de06ce6463f5	Cat	P24270	P03958	Cat	Ada	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P24270.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P24270_targets.tsv	8e7e894be43f2115e293b56eb0c952175d8a97f466e6132f45a930710615f33f	true
cavin1/ptrf|acvr1|human	CAVIN1/PTRF	ACVR1	human	20B	tflink:human:001319:9ef98070bc5b	CAVIN1	Q6NZI2	Q04771	CAVIN1	ACVR1	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6NZI2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6NZI2_targets.tsv	102b821d40a550121298e129fd274bd3ced0583b6ea7c0d7716a61a056773621	true
cavin1/ptrf|cd22|human	CAVIN1/PTRF	CD22	human	20B	tflink:human:001319:9ef98070bc5b	CAVIN1	Q6NZI2	P20273	CAVIN1	CD22	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6NZI2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6NZI2_targets.tsv	102b821d40a550121298e129fd274bd3ced0583b6ea7c0d7716a61a056773621	true
cavin1/ptrf|ddr1|human	CAVIN1/PTRF	DDR1	human	20B;23B	tflink:human:001319:9ef98070bc5b	CAVIN1	Q6NZI2	Q08345	CAVIN1	DDR1	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6NZI2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6NZI2_targets.tsv	102b821d40a550121298e129fd274bd3ced0583b6ea7c0d7716a61a056773621	true
cavin1/ptrf|gdf15|human	CAVIN1/PTRF	GDF15	human	20B	tflink:human:001319:9ef98070bc5b	CAVIN1	Q6NZI2	Q99988	CAVIN1	GDF15	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6NZI2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6NZI2_targets.tsv	102b821d40a550121298e129fd274bd3ced0583b6ea7c0d7716a61a056773621	true
cbfa2t2/mtgr1|acvr1c|human	CBFA2T2/MTGR1	ACVR1C	human	20B	tflink:human:000876:a6cc8ad6ab83	CBFA2T2	O43439	Q8NER5	CBFA2T2	ACVR1C	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43439.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43439_targets.tsv	79470c93becebe1a7ee99f02b195566347e3fc0f185de1f5092d8b40b30a3526	true
cbfa2t2/mtgr1|adam10|human	CBFA2T2/MTGR1	ADAM10	human	23B	tflink:human:000876:a6cc8ad6ab83	CBFA2T2	O43439	O14672	CBFA2T2	ADAM10	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43439.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43439_targets.tsv	79470c93becebe1a7ee99f02b195566347e3fc0f185de1f5092d8b40b30a3526	true
cbfa2t2/mtgr1|adam17|human	CBFA2T2/MTGR1	ADAM17	human	20B	tflink:human:000876:a6cc8ad6ab83	CBFA2T2	O43439	P78536	CBFA2T2	ADAM17	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43439.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43439_targets.tsv	79470c93becebe1a7ee99f02b195566347e3fc0f185de1f5092d8b40b30a3526	true
cbfa2t2/mtgr1|adam23|human	CBFA2T2/MTGR1	ADAM23	human	20B	tflink:human:000876:a6cc8ad6ab83	CBFA2T2	O43439	O75077	CBFA2T2	ADAM23	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43439.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43439_targets.tsv	79470c93becebe1a7ee99f02b195566347e3fc0f185de1f5092d8b40b30a3526	true
cbll2|casc3|human	CBLL2	CASC3	human		tflink:human:001529:2558b47f7653	CBLL2	Q8N7E2	O15234	CBLL2	CASC3	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N7E2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N7E2_targets.tsv	83ca6d9670ce0ea9004af6c2bef501c0df81926414edc7641d8686fbec41d053	true
cbll2|paxbp1|human	CBLL2	PAXBP1	human		tflink:human:001529:2558b47f7653	CBLL2	Q8N7E2	Q9Y5B6	CBLL2	PAXBP1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N7E2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N7E2_targets.tsv	83ca6d9670ce0ea9004af6c2bef501c0df81926414edc7641d8686fbec41d053	true
cbll2|stat6|human	CBLL2	STAT6	human	22B	tflink:human:001529:2558b47f7653	CBLL2	Q8N7E2	P42226	CBLL2	STAT6	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N7E2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N7E2_targets.tsv	83ca6d9670ce0ea9004af6c2bef501c0df81926414edc7641d8686fbec41d053	true
cbx1/hp1beta|a2m|human	CBX1/HP1beta	A2M	human	20B	tflink:human:001091:885113620a93	CBX1	P83916	P01023	CBX1	A2M	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P83916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P83916_targets.tsv	69a2dea5f3acaeaf54c441f181574762b760c894966dff428c366f806774dc5d	true
cbx1/hp1beta|ackr2|human	CBX1/HP1beta	ACKR2	human	20B	tflink:human:001091:885113620a93	CBX1	P83916	O00590	CBX1	ACKR2	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P83916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P83916_targets.tsv	69a2dea5f3acaeaf54c441f181574762b760c894966dff428c366f806774dc5d	true
cbx1/hp1beta|actr2|human	CBX1/HP1beta	ACTR2	human	20B	tflink:human:001091:885113620a93	CBX1	P83916	P61160	CBX1	ACTR2	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P83916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P83916_targets.tsv	69a2dea5f3acaeaf54c441f181574762b760c894966dff428c366f806774dc5d	true
cbx1/hp1beta|acvr1|human	CBX1/HP1beta	ACVR1	human	20B	tflink:human:001091:885113620a93	CBX1	P83916	Q04771	CBX1	ACVR1	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P83916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P83916_targets.tsv	69a2dea5f3acaeaf54c441f181574762b760c894966dff428c366f806774dc5d	true
cbx1/hp1beta|aw822073|mouse	CBX1/HP1beta	AW822073	mouse		tflink:mouse:001142:0989eb7efb14	Cbx1	P83917	A0A0N4SUK1	Cbx1	AW822073	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P83917.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P83917_targets.tsv	1fe1016344ca300ea84f2d94665dd88586900f512e230012c88aae7ce4ba8a9e	true
cbx2|actr2|mouse	CBX2	Actr2	mouse	20B	tflink:mouse:000962:33d0fa6005ce	Cbx2	P30658	P61161	Cbx2	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P30658.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P30658_targets.tsv	425d2daa3ff3eb4c909d2f891263f29de108a9c4e788ce7df89c3a92735389c2	true
cbx2|adam10|mouse	CBX2	Adam10	mouse	23B	tflink:mouse:000962:33d0fa6005ce	Cbx2	P30658	O35598	Cbx2	Adam10	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P30658.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P30658_targets.tsv	425d2daa3ff3eb4c909d2f891263f29de108a9c4e788ce7df89c3a92735389c2	true
cbx2|adam9|mouse	CBX2	Adam9	mouse	20B	tflink:mouse:000962:33d0fa6005ce	Cbx2	P30658	Q61072	Cbx2	Adam9	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P30658.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P30658_targets.tsv	425d2daa3ff3eb4c909d2f891263f29de108a9c4e788ce7df89c3a92735389c2	true
