followup_id	promotion_id	regulator_symbol	target_symbol	species_scope	module_route	promotion_class	independent_literature_support_status	independent_literature_source_count	evidence_weight_tier	current_primary_citation	current_corroborating_citation	current_cell_or_model	evidence_gap	next_evidence_requirement	exact_pair_search_url	status
public_tf_comprehensive_followup_349	public_tf_comprehensive_349	CCL5	Amfr	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_350	public_tf_comprehensive_350	CCND2	ABCA1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_351	public_tf_comprehensive_351	CCND2	ADAM23	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_352	public_tf_comprehensive_352	CCND2	ADAM9	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_353	public_tf_comprehensive_353	CCND2	ADGRL1	human	20B_target_interaction;23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_354	public_tf_comprehensive_354	CCNT2/Cyclin T2	ACKR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_355	public_tf_comprehensive_355	CCNT2/Cyclin T2	ACTR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_356	public_tf_comprehensive_356	CCNT2/Cyclin T2	ACVR1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_357	public_tf_comprehensive_357	CCNT2/Cyclin T2	ADA	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_358	public_tf_comprehensive_358	Ccny	Actr2	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_359	public_tf_comprehensive_359	Ccny	Acvr1	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_360	public_tf_comprehensive_360	Ccny	Adam10	mouse	23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_361	public_tf_comprehensive_361	Ccny	Adam12	mouse	20B_target_interaction;23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_362	public_tf_comprehensive_362	CD8A	MMP9	human	general_public_interaction_catalog	tflink_source_table_small_scale_or_curated_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/19724058/;https://pubmed.ncbi.nlm.nih.gov/29087512/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/19724058/;https://pubmed.ncbi.nlm.nih.gov/29087512/	followup_needed
public_tf_comprehensive_followup_363	public_tf_comprehensive_363	CD8A	MYL9	human	20B_target_interaction;23B_target_interaction	tflink_source_table_small_scale_or_curated_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/19724058/;https://pubmed.ncbi.nlm.nih.gov/29087512/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/19724058/;https://pubmed.ncbi.nlm.nih.gov/29087512/	followup_needed
public_tf_comprehensive_followup_364	public_tf_comprehensive_364	CDC73/Parafibromin	ADAM17	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_365	public_tf_comprehensive_365	CDC73/Parafibromin	ARTN	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_366	public_tf_comprehensive_366	CDC73/Parafibromin	CCL27	human	24B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_367	public_tf_comprehensive_367	CDC73/Parafibromin	COL1A1	human	20B_target_interaction;23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_368	public_tf_comprehensive_368	CDK12	ACKR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_369	public_tf_comprehensive_369	CDK12	ACKR3	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_370	public_tf_comprehensive_370	CDK12	ACTR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_371	public_tf_comprehensive_371	CDK12	ADAM10	human	23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_372	public_tf_comprehensive_372	CDK2	ABCA1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_373	public_tf_comprehensive_373	CDK2	ACKR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_374	public_tf_comprehensive_374	CDK2	ACKR4	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_375	public_tf_comprehensive_375	CDK2	ADAM2	human	20B_target_interaction;23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_376	public_tf_comprehensive_376	CDK6/Cdk6	ACKR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/	followup_needed
public_tf_comprehensive_followup_377	public_tf_comprehensive_377	CDK6/Cdk6	ACTR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/	followup_needed
public_tf_comprehensive_followup_378	public_tf_comprehensive_378	CDK6/Cdk6	Actr2	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_379	public_tf_comprehensive_379	CDK6/Cdk6	Acvr1	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_380	public_tf_comprehensive_380	CDK6/Cdk6	ACVR1C	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/	followup_needed
public_tf_comprehensive_followup_381	public_tf_comprehensive_381	CDK6/Cdk6	Acvr1c	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_382	public_tf_comprehensive_382	CDK6/Cdk6	ACVRL1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/	followup_needed
public_tf_comprehensive_followup_383	public_tf_comprehensive_383	CDK6/Cdk6	Ada	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_384	public_tf_comprehensive_384	CDK7	ACKR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_385	public_tf_comprehensive_385	CDK7	ACKR3	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_386	public_tf_comprehensive_386	CDK7	Ackr4	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_387	public_tf_comprehensive_387	CDK7	ACTR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_388	public_tf_comprehensive_388	CDK7	ACVR1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_389	public_tf_comprehensive_389	CDK7	Acvrl1	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_390	public_tf_comprehensive_390	CDK7	Adam10	mouse	23B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_391	public_tf_comprehensive_391	CDK8	A2M	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/	followup_needed
public_tf_comprehensive_followup_392	public_tf_comprehensive_392	CDK8	ABCA1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_393	public_tf_comprehensive_393	CDK8	ACKR1	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_394	public_tf_comprehensive_394	CDK8	ACKR2	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_395	public_tf_comprehensive_395	CDK8	Ackr2	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_396	public_tf_comprehensive_396	CDK8	Ackr3	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_397	public_tf_comprehensive_397	CDK8	Ackr4	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_398	public_tf_comprehensive_398	CDK8	Acvrl1	mouse	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
public_tf_comprehensive_followup_399	public_tf_comprehensive_399	CDK9	A2M	human	20B_target_interaction	tflink_source_table_high_throughput_association	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/		not_assessed_in_tflink_source_table	edge_specific_primary_literature_and_function	Resolve the underlying experiment accession or original paper and assess locus specificity, target expression direction, perturbation, and model context; TFLink metadata establish ChIP-seq association but not causal regulation.	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/	followup_needed
