module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-000318	M21A-PAIR-000318	ceacam2 cd209b	Ceacam2 Cd209b			M21A-PAIR-EVID-797		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209b; no exact signaling assay was found.
M22A-HANDOFF-000319	M21A-PAIR-000319	ceacam2 cd209c	Ceacam2 Cd209c			M21A-PAIR-EVID-798		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209c; no exact signaling assay was found.
M22A-HANDOFF-000320	M21A-PAIR-000320	ceacam2 cd209d	Ceacam2 Cd209d			M21A-PAIR-EVID-799		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209d; no exact signaling assay was found.
M22A-HANDOFF-000321	M21A-PAIR-000321	ceacam2 cd209e	Ceacam2 Cd209e			M21A-PAIR-EVID-800		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209e; no exact signaling assay was found.
M22A-HANDOFF-000322	M21A-PAIR-000322	ceacam2 cd8a	Ceacam2 Cd8a			M21A-PAIR-EVID-801		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	CD8α binding was shown for CEACAM5, not CEACAM2; Ceacam2 knockout phenotypes do not establish direct CD8A binding.
M22A-HANDOFF-000323	M21A-PAIR-000323	ceacam2 ceacam2	Ceacam2 Ceacam2			M21A-PAIR-EVID-802		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The cited mouse studies establish CEACAM2 functions but not a trans-homophilic Ceacam2–Ceacam2 receptor pair; family homophily was not transferred.
M22A-HANDOFF-000324	M21A-PAIR-000324	ceacam2 psg20	Ceacam2 Psg20			M21A-PAIR-EVID-803		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Pregnancy-specific glycoprotein family membership and CEACAM2 metabolic phenotypes do not establish this exact pair.
M22A-HANDOFF-000325	M21A-PAIR-000325	ceacam2 sele	Ceacam2 Sele			M21A-PAIR-EVID-804		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	E-selectin binding is established for selected human CEACAM family members, not Ceacam2; no exact receptor-dependent relay was found.
M22A-HANDOFF-000326	M21A-PAIR-000326	cga_tshb tshr	CGA_TSHB Tshr	M21A-REUSE-0485	ATF2	M21A-PAIR-EVID-805		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The queued source is a CGA/TSHB composite; assays used purified or endogenous TSH and TSHR rather than manipulating CGA or TSHB biosynthesis. ATF2 phosphorylation is directly measured in a TSHR-expressing model, but it is a downstream TF substrate rather than evidence for all TSHR contexts.
M22A-HANDOFF-000327	M21A-PAIR-000327	cholesterol-cel rora	Cholesterol-CEL Rora	M21A-REUSE-0486	RORA	M21A-PAIR-EVID-806		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The evidence supports cholesterol or a cholesterol derivative as the RORα ligand; CEL was not manipulated and is not itself the ligand or receptor. Physiological ligand identity and flux from CEL remain context dependent.
M22A-HANDOFF-000328	M21A-PAIR-000328	cholesterol-cel rorc	Cholesterol-CEL Rorc	M21A-REUSE-0487	RORC	M21A-PAIR-EVID-807		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The primary study directly tested cholesterol and hydroxycholesterols, with stronger potency for hydroxycholesterols; CEL was not manipulated and no CEL-to-cholesterol flux or cell-specific terminal program was established.
M22A-HANDOFF-000329	M21A-PAIR-000329	cholesterol-dhcr7 rora	Cholesterol-DHCR7 Rora	M21A-REUSE-0488	RORA	M21A-PAIR-EVID-808		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The evidence supports cholesterol or a cholesterol derivative as the RORα ligand; DHCR7 was not manipulated in the RORα assays, so no direct DHCR7-to-RORA signaling edge is claimed.
M22A-HANDOFF-000330	M21A-PAIR-000330	cholesterol-dhcr7 rorc	Cholesterol-DHCR7 Rorc			M21A-PAIR-EVID-809		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Cholesterol and hydroxycholesterols can bind or activate isolated ROR proteins, but no direct DHCR7–RORC complex or DHCR7-dependent cholesterol-to-RORC receptor assay was found; the CellChat composite does not establish a direct TF handoff.
M22A-HANDOFF-000331	M21A-PAIR-000331	cholesterol-lipa rora	Cholesterol-LIPA Rora			M21A-PAIR-EVID-810		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	LIPA is a lysosomal acid lipase and was not shown to bind cholesterol as a receptor component or to form a LIPA–RORA signaling complex; RORα evidence is not evidence for the queued composite.
M22A-HANDOFF-000332	M21A-PAIR-000332	cholesterol-lipa rorc	Cholesterol-LIPA Rorc			M21A-PAIR-EVID-811		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The primary study supports direct sterol–RORγ binding/activation but did not manipulate LIPA or establish a LIPA–RORC complex; no terminal TF assignment is made for the composite CellChat label.
M22A-HANDOFF-000333	M21A-PAIR-000333	clcf1 cntfr_lifr	Clcf1 CNTFR_LIFR	M21A-REUSE-0489	STAT3	M21A-PAIR-EVID-812		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The strongest primary evidence is for CLCF1/CLC with CRLF1/CLF-1 or soluble CNTFRα as a composite ligand; the queued standalone CLCF1 token is therefore retained as a receptor-complex candidate, not an isolated ligand claim. STAT3 activation is directly measured in the matched receptor-complex assays.
M22A-HANDOFF-000334	M21A-PAIR-000334	cldn1 cldn1	Cldn1 Cldn1			M21A-PAIR-EVID-813		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	This is direct claudin adhesion/oligomerization rather than receptor-proximal intracellular signaling; no kinase relay or terminal TF was measured.
M22A-HANDOFF-000335	M21A-PAIR-000335	cldn11 cldn11	Cldn11 Cldn11			M21A-PAIR-EVID-814		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The evidence is for homophilic claudin assembly and barrier function, not a signaling receptor; no intracellular pathway or terminal TF was measured.
M22A-HANDOFF-000336	M21A-PAIR-000336	cldn2 cldn2	Cldn2 Cldn2	M21A-REUSE-0490		M21A-PAIR-EVID-815		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The study supports a functional Cldn2–Cldn2 adhesion mechanism through the first extracellular loop, but not a purified receptor-binding measurement or intracellular relay; no terminal TF was measured.
M22A-HANDOFF-000337	M21A-PAIR-000337	cldn3 cldn3	Cldn3 Cldn3			M21A-PAIR-EVID-816		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Direct trans-interaction was measured in reconstituted cells; no receptor-proximal kinase relay or terminal TF was measured.
M22A-HANDOFF-000338	M21A-PAIR-000338	clec2d klrb1	Clec2d Klrb1	M21A-REUSE-0491		M21A-PAIR-EVID-817		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The exact human CLEC2D–KLRB1 pair is supported, but the lowercase mouse Klrb1 symbol is historically ambiguous and can denote NKR-P1G; mouse-family evidence was not transferred to the human pair. No terminal TF was measured.
M22A-HANDOFF-000339	M21A-PAIR-000339	clec2d klrb1a	Clec2d Klrb1a			M21A-PAIR-EVID-818		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Primary mouse assays support Clec2d/Clr-b binding to NKR-P1B/D, not NKR-P1A/Klrb1a; human CLEC2D–KLRB1 evidence is a different species/nomenclature context.
M22A-HANDOFF-000340	M21A-PAIR-000340	clec2d klrb1b	Clec2d Klrb1b	M21A-REUSE-0492		M21A-PAIR-EVID-819		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1B and NKR-P1D are strain-linked allelic designations; the exact receptor allele can vary by mouse background, but the queued Klrb1b family assignment is directly supported.
M22A-HANDOFF-000341	M21A-PAIR-000341	clec2d klrb1c	Clec2d Klrb1c			M21A-PAIR-EVID-820		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Clec2d/Clr-b stimulated NKR-P1B/D reporters but not NKR-P1C/Klrb1c; the NKR-P1C ligand remains unresolved.
M22A-HANDOFF-000342	M21A-PAIR-000342	clec2d klrb1f	Clec2d Klrb1f			M21A-PAIR-EVID-821		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Mouse NKR-P1F/Klrb1f recognizes the cluster-2 Clr-c/d/g set in these panels, not Clr-b/Clec2d; family-level NKR-P1 evidence was not transferred.
M22A-HANDOFF-000343	M21A-PAIR-000343	clec2e klrb1	Clec2e Klrb1			M21A-PAIR-EVID-822		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The mouse Klrb1 symbol denotes the NKR-P1G-related locus; primary cluster-2 panels support NKR-P1G recognition of Clr-d/f/g, not Clec2e/Clr-a.
M22A-HANDOFF-000344	M21A-PAIR-000344	clec2e klrb1a	Clec2e Klrb1a			M21A-PAIR-EVID-823		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1A/Klrb1a remains without a defined cognate ligand in the cited primary panels; Clec2e family membership is not sufficient to infer binding.
M22A-HANDOFF-000345	M21A-PAIR-000345	clec2e klrb1b	Clec2e Klrb1b			M21A-PAIR-EVID-824		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The inhibitory Klrb1b/NKR-P1B evidence is specific for Clec2d/Clr-b; Clec2e/Clr-a was not established as a ligand in the exact receptor assay.
M22A-HANDOFF-000346	M21A-PAIR-000346	clec2e klrb1c	Clec2e Klrb1c			M21A-PAIR-EVID-825		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1C/Klrb1c ligand(s) remain unresolved; Clec2e family homology and co-localization in the NK complex do not establish a direct pair.
M22A-HANDOFF-000347	M21A-PAIR-000347	clec2e klrb1f	Clec2e Klrb1f			M21A-PAIR-EVID-826		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1F/Klrb1f recognizes Clr-c/d/g in the cited panel; Clr-a/Clec2e was not promoted from family-level similarity.
M22A-HANDOFF-000348	M21A-PAIR-000348	clec2f klrb1	Clec2f Klrb1			M21A-PAIR-EVID-827		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The mouse Klrb1 locus is the NKR-P1G-related receptor; primary panels assign NKR-P1G to Clr-d/f/g rather than Clr-c/Clec2f. The exact gene-symbol ambiguity was retained.
M22A-HANDOFF-000349	M21A-PAIR-000349	clec2f klrb1a	Clec2f Klrb1a			M21A-PAIR-EVID-828		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1A/Klrb1a cognate ligand remains unresolved; NKR-P1F/G recognition of other Clr family members was not transferred to Klrb1a.
M22A-HANDOFF-000350	M21A-PAIR-000350	clec2f klrb1b	Clec2f Klrb1b			M21A-PAIR-EVID-829		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1B/D binding is established for Clec2d/Clr-b, whereas Clec2f/Clr-c belongs to the cluster-2 ligand panel; no exact Klrb1b–Clec2f assay was found.
M22A-HANDOFF-000351	M21A-PAIR-000351	clec2f klrb1c	Clec2f Klrb1c			M21A-PAIR-EVID-830		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	NKR-P1C/Klrb1c ligand(s) remain unresolved; the documented NKR-P1F response to Clr-c/Clec2f cannot be reassigned to Klrb1c.
M22A-HANDOFF-000352	M21A-PAIR-000352	clec2f klrb1f	Clec2f Klrb1f	M21A-REUSE-0493		M21A-PAIR-EVID-831		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The primary assays establish receptor recognition and reporter/cross-linking responses, but do not resolve a terminal TF or a complete intracellular adaptor/kinase chain in the exact pair.
M22A-HANDOFF-000353	M21A-PAIR-000353	clec2g klrb1	Clec2g Klrb1	M21A-REUSE-0494		M21A-PAIR-EVID-832		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	The exact direct edge is supported in mouse receptor-reporter panels, but the assay does not directly measure SHP-1/2 recruitment or a terminal TF; Klrb1 nomenclature is retained with its NKR-P1G mapping.
M22A-HANDOFF-000354	M21A-PAIR-000354	clec2g klrb1a	Clec2g Klrb1a			M21A-PAIR-EVID-833		no_terminal_tf_assigned	none_found	Primary downstream review batches036_037_038_039; exact pair/family boundary search.	Clec2g/Clr-d is reported for NKR-P1F and NKR-P1G, not NKR-P1A/Klrb1a; family-level NKR-P1 evidence was not transferred.
M22A-HANDOFF-000355	M21A-PAIR-000355	clec2g klrb1b	Clec2g Klrb1b			M21A-PAIR-EVID-834		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Mouse Klrb1b/NKR-P1B(D) is supported by Clec2d/Clr-b, whereas Clec2g/Clr-d belongs to the cluster-2 ligand panel recognized by NKR-P1F/G; family-level recognition was not transferred.
M22A-HANDOFF-000356	M21A-PAIR-000356	clec2g klrb1c	Clec2g Klrb1c			M21A-PAIR-EVID-835		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary panels assign Clr-d/x to NKR-P1F/G rather than NKR-P1C/Klrb1c; NKR-P1C ligand identity remains unresolved.
M22A-HANDOFF-000357	M21A-PAIR-000357	clec2g klrb1f	Clec2g Klrb1f	M21A-REUSE-0495		M21A-PAIR-EVID-836		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The exact edge is supported in mouse reporter/down-modulation panels, but the intracellular adaptor/kinase chain and any terminal TF were not measured; Clr-d/x nomenclature is strain-dependent.
M22A-HANDOFF-000358	M21A-PAIR-000358	clec2h klrb1	Clec2h Klrb1	M21A-REUSE-0496		M21A-PAIR-EVID-837		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Mouse Klrb1 is the historically ambiguous NKR-P1G/Klrb1g symbol; the mouse reporter panel and cross-species functional study support the receptor family, but no terminal TF or complete phosphatase chain was measured.
M22A-HANDOFF-000359	M21A-PAIR-000359	clec2h klrb1a	Clec2h Klrb1a			M21A-PAIR-EVID-838		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The documented mouse Clr-f response is assigned to NKR-P1G and the overlapping cluster-2 panel, not NKR-P1A/Klrb1a; family homology was not used to infer binding.
M22A-HANDOFF-000360	M21A-PAIR-000360	clec2h klrb1b	Clec2h Klrb1b			M21A-PAIR-EVID-839		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	NKR-P1B/D binding is established for Clec2d/Clr-b; Clec2h/Clr-f belongs to a different cluster-2 specificity boundary.
M22A-HANDOFF-000361	M21A-PAIR-000361	clec2h klrb1c	Clec2h Klrb1c			M21A-PAIR-EVID-840		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	NKR-P1C/Klrb1c ligand(s) remain unresolved in the cited primary panels; NKR-P1F/G recognition of Clr-f was not reassigned to Klrb1c.
M22A-HANDOFF-000362	M21A-PAIR-000362	clec2h klrb1f	Clec2h Klrb1f	M21A-REUSE-0497		M21A-PAIR-EVID-841		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The mouse panel reports overlapping NKR-P1F/G recognition of Clr-f, while the strongest cellular functional validation is cross-species/rat; no terminal TF or complete intracellular chain was measured.
M22A-HANDOFF-000363	M21A-PAIR-000363	clec2i klrb1	Clec2i Klrb1	M21A-REUSE-0498		M21A-PAIR-EVID-842		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Mouse Klrb1 is historically ambiguous but maps to the NKR-P1G/Klrb1g locus in this Clr literature; the exact pair is supported at receptor-reporter level, without a terminal TF assignment.
M22A-HANDOFF-000364	M21A-PAIR-000364	clec2i klrb1a	Clec2i Klrb1a			M21A-PAIR-EVID-843		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The documented mouse Clr-g response is assigned to NKR-P1F/G rather than NKR-P1A/Klrb1a; family-level NKR-P1 recognition was not transferred.
M22A-HANDOFF-000365	M21A-PAIR-000365	clec2i klrb1b	Clec2i Klrb1b			M21A-PAIR-EVID-844		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	NKR-P1B/D binding is established for Clec2d/Clr-b, whereas Clec2i/Clr-g is a cluster-2 ligand; no exact Klrb1b–Clec2i assay was located.
M22A-HANDOFF-000366	M21A-PAIR-000366	clec2i klrb1c	Clec2i Klrb1c			M21A-PAIR-EVID-845		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The cited primary panels support Clr-g recognition by NKR-P1F/G, not NKR-P1C/Klrb1c; NKR-P1C ligand identity remains unresolved.
M22A-HANDOFF-000367	M21A-PAIR-000367	clec2i klrb1f	Clec2i Klrb1f	M21A-REUSE-0499		M21A-PAIR-EVID-846		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The exact mouse receptor-ligand recognition is supported, but the complete intracellular adaptor/kinase chain and terminal TF were not measured; receptor and ligand nomenclature varies across strains.
M22A-HANDOFF-000368	M21A-PAIR-000368	cntf cntfr_lifr	Cntf CNTFR_LIFR	M21A-REUSE-0500	STAT3	M21A-PAIR-EVID-847		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches040_041; exact pair/family boundary search.	The queued receptor token is a receptor-complex shorthand, not a binary CNTFR–LIFR pair; CNTF can also signal through a CNTFRα:gp130:OSMR complex in some engineered systems. STAT3 phosphorylation is directly measured, but no further terminal TF downstream of STAT3 is assigned.
M22A-HANDOFF-000369	M21A-PAIR-000369	cntn2 cntn2	Cntn2 Cntn2			M21A-PAIR-EVID-848		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	This is a direct cell-adhesion edge rather than an intracellular signaling receptor; no kinase relay, pathway perturbation, or terminal TF was measured.
M22A-HANDOFF-000370	M21A-PAIR-000370	cntn2 cntn2_cntnap2	Cntn2 CNTN2_CNTNAP2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000371	M21A-PAIR-000371	cntn2 l1cam	Cntn2 L1cam	M21A-REUSE-0501		M21A-PAIR-EVID-849		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary literature supports direct L1-family binding and an adhesion output, but the interaction is cis and context-dependent; it is not a kinase relay and no terminal TF was measured.
M22A-HANDOFF-000372	M21A-PAIR-000372	col3a1 adgrg1	Col3a1 Adgrg1	M21A-REUSE-0502		M21A-PAIR-EVID-850		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The receptor-ligand and RhoA dependence are directly supported, but the study does not identify a terminal TF; collagen III is an extracellular matrix ligand and the downstream output is cytoskeletal/migratory rather than transcription-factor activation.
M22A-HANDOFF-000373	M21A-PAIR-000373	col4a1 adgrg6	Col4a1 Adgrg6			M21A-PAIR-EVID-851		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary receptor study tested intact type-IV collagen rather than an isolated COL4A1 chain or a defined α1α1α2(IV) protomer; Col4a1-mutant phenotypes do not by themselves establish a chain-specific receptor assay. No terminal TF assigned.
M22A-HANDOFF-000374	M21A-PAIR-000374	col4a2 adgrg6	Col4a2 Adgrg6			M21A-PAIR-EVID-852		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	COL4A2 is part of the α1α1α2(IV) network, but the exact chain/protomer was not isolated or tested against ADGRG6 in the primary receptor assay; no terminal TF assigned.
M22A-HANDOFF-000375	M21A-PAIR-000375	col4a3 adgrg6	Col4a3 Adgrg6			M21A-PAIR-EVID-853		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The α3α4α5(IV) network is molecularly distinct from the α1α1α2(IV) network tested/represented in the collagen-IV assay; no exact COL4A3–ADGRG6 binding or receptor perturbation study was located.
M22A-HANDOFF-000376	M21A-PAIR-000376	col4a4 adgrg6	Col4a4 Adgrg6			M21A-PAIR-EVID-854		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The α4 chain is present in the α3α4α5(IV) network, but no isolated COL4A4 or defined α3α4α5 protomer was tested against ADGRG6; no exact downstream relay was assigned.
M22A-HANDOFF-000377	M21A-PAIR-000377	col4a5 adgrg6	Col4a5 Adgrg6			M21A-PAIR-EVID-855		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	COL4A5 occurs in α3α4α5(IV) and α5α5α6(IV) networks; the primary ADGRG6 assay did not resolve either network or isolate COL4A5. No terminal TF assigned.
M22A-HANDOFF-000378	M21A-PAIR-000378	col4a6 adgrg6	Col4a6 Adgrg6			M21A-PAIR-EVID-856		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	COL4A6 is confined to the α5α5α6(IV) network and was not isolated or tested in the primary ADGRG6 receptor assay; no exact binding or terminal TF evidence was found.
M22A-HANDOFF-000379	M21A-PAIR-000379	cort-cyp11b1 nr3c1	Cort-CYP11B1 Nr3c1	M21A-REUSE-0503	NR3C1	M21A-PAIR-EVID-857		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches040_041; exact pair/family boundary search.	The receptor evidence supports cortisol activation of NR3C1, while CYP11B1 is an enzyme that produces cortisol and was not shown to form a receptor complex; the queued composite is therefore decomposed into enzyme context plus direct cortisol–GR activation. No downstream TF beyond NR3C1 is inferred.
M22A-HANDOFF-000380	M21A-PAIR-000380	cort-cyp11b1 nr3c2	Cort-CYP11B1 Nr3c2	M21A-REUSE-0504	NR3C2	M21A-PAIR-EVID-858		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches040_041; exact pair/family boundary search.	Cortisol activates NR3C2/MR in the cited receptor systems, but CYP11B1 is a biosynthetic enzyme rather than a receptor component and was not manipulated in the MR assays; no downstream TF beyond NR3C2 is inferred.
M22A-HANDOFF-000381	M21A-PAIR-000381	csf1 csf1r	Csf1 Csf1r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000382	M21A-PAIR-000382	ctf1 lifr_il6st	Ctf1 LIFR_IL6ST	M21A-REUSE-0505	STAT3	M21A-PAIR-EVID-859		pending_tf_program_review	candidate_or_supported_activation	Primary downstream review batches040_041; exact pair/family boundary search.	CT-1 uses the assembled LIFR–gp130 signaling complex; the evidence is not for an isolated LIFR-only or gp130-only receptor. STAT3 phosphorylation/function is directly measured, but the exact CellChat composite remains a receptor-complex edge.
M22A-HANDOFF-000383	M21A-PAIR-000383	ctsg f2r	Ctsg F2r	M21A-REUSE-0506		M21A-PAIR-EVID-860		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Cathepsin G activates PAR1 in monocyte chemotaxis in one primary model but cleaves/disarms PAR1 and blocks thrombin responses in endothelial cells and platelets. No terminal TF was measured.
M22A-HANDOFF-000384	M21A-PAIR-000384	ctsg f2rl1	Ctsg F2rl1			M21A-PAIR-EVID-861		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Cathepsin G cleaves PAR2 at noncanonical sites and disarms or fails to activate canonical PAR2 responses in the tested contexts. This is receptor processing, not a positive downstream activation edge; no terminal TF was measured.
M22A-HANDOFF-000385	M21A-PAIR-000385	ctsg f2rl2	Ctsg F2rl2			M21A-PAIR-EVID-862		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary study supports inactivation of human PAR3 and species-dependent loss of murine PAR3 co-receptor function, not productive CTSG activation of PAR3. No terminal TF was measured.
M22A-HANDOFF-000386	M21A-PAIR-000386	ctsg f2rl3	Ctsg F2rl3	M21A-REUSE-0507		M21A-PAIR-EVID-863		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The direct positive relay is strong for human PAR4, while mouse PAR4 and cell-context responses differ. The 2026 study reports biased Gαq/β-arrestin signaling; no terminal TF was measured.
M22A-HANDOFF-000387	M21A-PAIR-000387	ctsg fpr1	Ctsg Fpr1	M21A-REUSE-0508		M21A-PAIR-EVID-864		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary study supports FPR1-dependent chemotaxis and receptor internalization, but downstream kinase/TF mapping for the exact CTSG–FPR1 stimulus was limited. Cathepsin G can also generate secondary FPR agonists by processing extracellular proteins, so direct and indirect mechanisms must remain distinct.
M22A-HANDOFF-000388	M21A-PAIR-000388	ctsg pard3	Ctsg Pard3			M21A-PAIR-EVID-865		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	PARD3 is a cell-polarity scaffold, whereas protease-activated receptor 3 is F2RL2/PAR3. PAR3/F2RL2 evidence cannot be transferred to PARD3; no exact CTSG–PARD3 evidence was located.
M22A-HANDOFF-000389	M21A-PAIR-000389	cxcl1 ackr1	Cxcl1 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000390	M21A-PAIR-000390	cxcl10 ackr1	Cxcl10 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000391	M21A-PAIR-000391	cxcl11 ackr1	Cxcl11 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000392	M21A-PAIR-000392	cxcl11 ackr3	Cxcl11 Ackr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000393	M21A-PAIR-000393	cxcl11 cxcr3	Cxcl11 Cxcr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000394	M21A-PAIR-000394	cxcl13 ackr1	Cxcl13 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000395	M21A-PAIR-000395	cxcl2 ackr1	Cxcl2 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
