observation_id	context_id	source_system	source_database	source_record_type	source_record_key	source_version	modality	assay	measurement_kind	measured_entity_name	measured_entity_type	feature_id	value_numeric	value_text	value_kind	unit	direction_vs_control	comparator	biological_replicates	timepoint_value	timepoint_unit	perturbation	cell_type	sample_id	observation_status	evidence_role	dependency_group	source_artifact_path	source_artifact_sha256	source_locator	provenance_note
FLOW_SCI_263__FLOW_SCI_263_OBS_PJNK_3D	sci:protein:33a5c7e120dc8ac9	mSCS	flow_protein	protein_observation	FLOW_SCI_263__FLOW_SCI_263_OBS_PJNK_3D	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative band intensity	activated JNK	phosphorylated_protein	MAPK8/MAPK9/MAPK10		increased activated JNK expression after SCI at the reported day; exact scalar not extracted	qualitative		increased activated JNK expression after SCI at the reported day; exact scalar not extracted			3.0	day	wild-type SCI versus sham; Jnk1/Jnk3 genotype context	injured spinal cord tissue		unknown	dataset_observation	mSCS:flow_protein:FLOW_SCI_263:FLOW_SCI_263__FLOW_SCI_263_T3D:FLOW_SCI_263__FLOW_SCI_263_POP_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_263__FLOW_SCI_263_OBS_PJNK_3D;ScienceDirect abstract; Results subsection 'Phosphorylation of JNK in injured axons after SCI'; Figure 1 referenced in abstract record;selected_view_line_observation_id=FLOW_SCI_263__FLOW_SCI_263_OBS_PJNK_3D	"{""canonical_observation_id"":""FLOW_SCI_263__FLOW_SCI_263_OBS_PJNK_3D"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""primary_source_inaccessible"",""notes"":""A valid direct protein observation, but lower grade until the primary figure and Methods are recovered. Figure/table transcription FIGTRANS_20260821T045719Z: The accessible primary article preview reports increased activated JNK expression in injured spinal-cord tissue at 3 days after SCI by Western blot; the article describes 54- and 46-kDa JNK proteins. The full Figure 1 values, endpoint-specific sample size, and antibody Methods were not accessible. No figure/table transcription was applied because the primary full text and Figure 1 were inaccessible; exact values, units, sample sizes, and antibody metadata remain unresolved. The 54/46-kDa band description is retained as source context, not as a numeric abundance measurement."",""primary_source_url"":""https://www.sciencedirect.com/science/article/abs/pii/S0168010211020311"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""ScienceDirect abstract; Results subsection 'Phosphorylation of JNK in injured axons after SCI'; Figure 1 referenced in abstract record"",""support_tier"":""B_direct_incomplete""}"
FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_1D	sci:protein:6f901d27d6a27a01	mSCS	flow_protein	protein_observation	FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_1D	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-protein abundance	phospho-MAP2K4	phosphorylated_protein	MAP2K4	2.0		numeric	fold relative to sham	peaked at approximately 2-fold above sham at 1 day post-injury		5.0	1.0	day	SCI versus sham; vehicle and DLK-inhibitor arms	lesion epicenter protein lysate		transcribed	dataset_observation	mSCS:flow_protein:FLOW_SCI_264:FLOW_SCI_264__FLOW_SCI_264_T1D:FLOW_SCI_264__FLOW_SCI_264_POP_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_1D;PMCID: PMC13014413; Results section 'SCI activates the DLK/JNK pathway in the lesion epicenter'; Figure 1B-D and Supplementary Figure S1;selected_view_line_observation_id=FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_1D	"{""canonical_observation_id"":""FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_1D"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""pJUN and total JUN from the same figure are intentionally excluded as TF-only. Figure/table transcription FIGTRANS_20260820T200439Z: Figure 1B reports phospho-MAP2K4 western-blot quantification at 4 hours, 1 day, and 7 days post-SCI, with each point representing an individual mouse and values expressed relative to sham. western-blot time course: n=2 males and n=3 females per group at 1 day. 25 micrograms of protein were loaded per lane. Approximately 2-fold above sham at 1 day post-injury; p=0.007. Exact graph-only values were not estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC13014413/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID: PMC13014413; Results section 'SCI activates the DLK/JNK pathway in the lesion epicenter'; Figure 1B-D and Supplementary Figure S1"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_4H	sci:protein:e4f0bcdddca231be	mSCS	flow_protein	protein_observation	FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_4H	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-protein abundance	phospho-MAP2K4	phosphorylated_protein	MAP2K4		elevated by 4 hours post-injury versus sham	qualitative	relative to sham; exact value not reported	elevated by 4 hours post-injury versus sham		6.0	4.0	hour	SCI versus sham; vehicle and DLK-inhibitor arms	lesion epicenter protein lysate		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_264:FLOW_SCI_264__FLOW_SCI_264_T4H:FLOW_SCI_264__FLOW_SCI_264_POP_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_4H;PMCID: PMC13014413; Results section 'SCI activates the DLK/JNK pathway in the lesion epicenter'; Figure 1B-D and Supplementary Figure S1;selected_view_line_observation_id=FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_4H	"{""canonical_observation_id"":""FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_4H"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""pJUN and total JUN from the same figure are intentionally excluded as TF-only. Figure/table transcription FIGTRANS_20260820T200439Z: Figure 1B reports phospho-MAP2K4 western-blot quantification at 4 hours, 1 day, and 7 days post-SCI, with each point representing an individual mouse and values expressed relative to sham. western-blot time course: n=3 males and n=3 females per group at sham and 4 hours. 25 micrograms of protein were loaded per lane. Phospho-MAP2K4 was elevated by 4 hours post-injury relative to sham; the exact plotted value was not printed. Exact graph-only values were not estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC13014413/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID: PMC13014413; Results section 'SCI activates the DLK/JNK pathway in the lesion epicenter'; Figure 1B-D and Supplementary Figure S1"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_7D	sci:protein:21c1515be67e78c9	mSCS	flow_protein	protein_observation	FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_7D	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-protein abundance	phospho-MAP2K4	phosphorylated_protein	MAP2K4		remained elevated through 7 days post-injury versus sham	qualitative	relative to sham; exact value not reported	remained elevated through 7 days post-injury versus sham		5.0	7.0	day	SCI versus sham; vehicle and DLK-inhibitor arms	lesion epicenter protein lysate		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_264:FLOW_SCI_264__FLOW_SCI_264_T7D:FLOW_SCI_264__FLOW_SCI_264_POP_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_7D;PMCID: PMC13014413; Results section 'SCI activates the DLK/JNK pathway in the lesion epicenter'; Figure 1B-D and Supplementary Figure S1;selected_view_line_observation_id=FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_7D	"{""canonical_observation_id"":""FLOW_SCI_264__FLOW_SCI_264_OBS_PMAP2K4_7D"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""pJUN and total JUN from the same figure are intentionally excluded as TF-only. Figure/table transcription FIGTRANS_20260820T200439Z: Figure 1B reports phospho-MAP2K4 western-blot quantification at 4 hours, 1 day, and 7 days post-SCI, with each point representing an individual mouse and values expressed relative to sham. western-blot time course: n=2 males and n=3 females per group at 7 days. 25 micrograms of protein were loaded per lane. Phospho-MAP2K4 remained elevated through 7 days post-injury; the exact plotted value was not printed. Exact graph-only values were not estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC13014413/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID: PMC13014413; Results section 'SCI activates the DLK/JNK pathway in the lesion epicenter'; Figure 1B-D and Supplementary Figure S1"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_265__FLOW_SCI_265_OBS_PIKB	sci:protein:88f09ae525fc6f55	mSCS	flow_protein	protein_observation	FLOW_SCI_265__FLOW_SCI_265_OBS_PIKB	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative protein abundance	phospho-IκBα	phosphorylated_protein	NFKBIA		increased after SCI and further increased with CARD6 knockout; reduced with CARD6 overexpression	qualitative	relative band intensity; exact numerical values not reported	increased after SCI and further increased with CARD6 knockout; reduced with CARD6 overexpression		8.0	3.0	day	wild-type, CARD6 knockout, and CARD6 transgenic SCI groups versus sham	spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_265:FLOW_SCI_265__FLOW_SCI_265_T3D:FLOW_SCI_265__FLOW_SCI_265_POP_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_265__FLOW_SCI_265_OBS_PIKB;PMCID: PMC6949089; Figure 8H-I on p-IKKα/p-IκBα/p-NF-κB; Results describing 3-day mechanistic tissue collection;selected_view_line_observation_id=FLOW_SCI_265__FLOW_SCI_265_OBS_PIKB	"{""canonical_observation_id"":""FLOW_SCI_265__FLOW_SCI_265_OBS_PIKB"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Direct IKK pathway substrate activation-state evidence; p65 measurements are excluded as TF-only. Figure/table transcription FIGTRANS_20260820T200907Z: Figure 4D-E and Figure 8H-I directly report the Study265 in-vivo protein result at 3 days after SCI. Figure 4 and Figure 8 in-vivo data were reported as mean ± SEM with n=8 in each group. Western blot Methods state that 40 micrograms of total protein were loaded; whole-cell and spinal-cord extracts were normalized to GAPDH. SCI increased phospho-IκBα in lumbar spinal tissue, and CARD6 knockout further promoted the increase compared with CARD6+/+ SCI; CARD6 overexpression produced the opposite change after SCI. Exact graph values were not printed. Exact graph-only values were not estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6949089/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID: PMC6949089; Figure 8H-I on p-IKKα/p-IκBα/p-NF-κB; Results describing 3-day mechanistic tissue collection"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_265__FLOW_SCI_265_OBS_PIKKA	sci:protein:88f09ae525fc6f55	mSCS	flow_protein	protein_observation	FLOW_SCI_265__FLOW_SCI_265_OBS_PIKKA	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative protein abundance	phospho-IKKα	phosphorylated_protein	CHUK		increased after SCI and further increased with CARD6 knockout; reduced with CARD6 overexpression	qualitative	relative band intensity; exact numerical values not reported	increased after SCI and further increased with CARD6 knockout; reduced with CARD6 overexpression		8.0	3.0	day	wild-type, CARD6 knockout, and CARD6 transgenic SCI groups versus sham	spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_265:FLOW_SCI_265__FLOW_SCI_265_T3D:FLOW_SCI_265__FLOW_SCI_265_POP_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_265__FLOW_SCI_265_OBS_PIKKA;PMCID: PMC6949089; Figure 8H-I on p-IKKα/p-IκBα/p-NF-κB; Results describing 3-day mechanistic tissue collection;selected_view_line_observation_id=FLOW_SCI_265__FLOW_SCI_265_OBS_PIKKA	"{""canonical_observation_id"":""FLOW_SCI_265__FLOW_SCI_265_OBS_PIKKA"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Direct IKK pathway kinase activation-state evidence. Figure/table transcription FIGTRANS_20260820T200907Z: Figure 4D-E and Figure 8H-I directly report the Study265 in-vivo protein result at 3 days after SCI. Figure 4 and Figure 8 in-vivo data were reported as mean ± SEM with n=8 in each group. Western blot Methods state that 40 micrograms of total protein were loaded; whole-cell and spinal-cord extracts were normalized to GAPDH. SCI increased phospho-IKKα in lumbar spinal tissue, and CARD6 knockout further promoted the increase compared with CARD6+/+ SCI; CARD6 overexpression produced the opposite change after SCI. Exact graph values were not printed. Exact graph-only values were not estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6949089/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID: PMC6949089; Figure 8H-I on p-IKKα/p-IκBα/p-NF-κB; Results describing 3-day mechanistic tissue collection"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_271__O271_2	sci:protein:263ce2c825821922	mSCS	flow_protein	protein_observation	FLOW_SCI_271__O271_2	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-mTOR band intensity normalized to actin	mTOR	phosphorylated_protein	Mtor	0.5882		numeric	relative band intensity; source densitometry unit not reported	increased_with_AP_or_EA_vs_injury		4.0	3.0	day	SCI, AP, EA, or sham	injury-centered spinal cord tissue		transcribed	dataset_observation	mSCS:flow_protein:FLOW_SCI_271:FLOW_SCI_271__T271_3D:FLOW_SCI_271__P271_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_271__O271_2;PMCID PMC6250832; Figures 3-4 and immunoblot methods/results;selected_view_line_observation_id=FLOW_SCI_271__O271_2	"{""canonical_observation_id"":""FLOW_SCI_271__O271_2"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Phospho-mTOR is retained as activity-state evidence, separate from total mTOR. Figure/table transcription FIGTRANS_20260821T012504Z: Female C57BL/6 mice, 10-12 weeks old; four groups (sham, injury, injury+AP, injury+EA), 40 mice/group overall. Immunoblot tissue was injury-centered spinal cord with 0.5 cm rostral and caudal tissue; 20 micrograms protein per lane. Primary/secondary antibody metadata is from the primary Methods section. The source states that data are means +/- SEM, four mice/group in three independent experiments, with one-way ANOVA/Tukey testing. The full Results text additionally reports PTEN values at 7 and 14 days, phospho-mTOR values at 7, 14, and 28 days, and p-Akt values at 14 and 28 days; those values are retained here as provenance context only and are not assigned to this row's timepoint. At 3 days after SCI, phospho-mTOR in injury+AP was 0.5882 +/- 0.0004 versus 0.3552 +/- 0.0013 in injury; the source reports this difference as significant (t=9.5457, p=0.0003). The injury+EA value was also reported as 0.8804 +/- 0.0001 versus the same injury reference."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6250832/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC6250832; Figures 3-4 and immunoblot methods/results"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_271__O271_3	sci:protein:d10667b736a877c5	mSCS	flow_protein	protein_observation	FLOW_SCI_271__O271_3	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	phospho-Akt band intensity; qualitative direct result at 7 days	AKT	phosphorylated_protein	Akt1		increased_with_EA_vs_injury	qualitative	relative band intensity; source densitometry unit not reported	increased_with_EA_vs_injury		4.0	7.0	day	SCI, AP, EA, or sham	injury-centered spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_271:FLOW_SCI_271__T271_7D:FLOW_SCI_271__P271_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_271__O271_3;PMCID PMC6250832; Figures 3-4 and immunoblot methods/results;selected_view_line_observation_id=FLOW_SCI_271__O271_3	"{""canonical_observation_id"":""FLOW_SCI_271__O271_3"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Exact p-AKT sampling day should be confirmed during figure extraction; retained provisionally at the 7-day pathway endpoint. Figure/table transcription FIGTRANS_20260821T012504Z: Female C57BL/6 mice, 10-12 weeks old; four groups (sham, injury, injury+AP, injury+EA), 40 mice/group overall. Immunoblot tissue was injury-centered spinal cord with 0.5 cm rostral and caudal tissue; 20 micrograms protein per lane. Primary/secondary antibody metadata is from the primary Methods section. The source states that data are means +/- SEM, four mice/group in three independent experiments, with one-way ANOVA/Tukey testing. The full Results text additionally reports PTEN values at 7 and 14 days, phospho-mTOR values at 7, 14, and 28 days, and p-Akt values at 14 and 28 days; those values are retained here as provenance context only and are not assigned to this row's timepoint. At 7 days after SCI, the source directly states that p-Akt was enhanced in the injury+EA group; the accessible Results text gives exact scalars for 14 and 28 days but not for 7 days."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6250832/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC6250832; Figures 3-4 and immunoblot methods/results"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_272__O272_2	sci:protein:d911e7866d4d6bed	mSCS	flow_protein	protein_observation	FLOW_SCI_272__O272_2	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	phospho-AKT western-blot band intensity; qualitative direct result	AKT	phosphorylated_protein	Akt1		increased_phosphorylation_with_agomiR_92; total_AKT_unchanged	qualitative	relative western-blot band intensity; exact densitometry unit not reported	increased_phosphorylation_with_agomiR_92; total_AKT_unchanged			3.0	day	sham, SCI plus control agomiR, SCI plus miR-92a-3p agomiR, and PTEN overexpression arms	injury-centered spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_272:FLOW_SCI_272__T272_3D:FLOW_SCI_272__P272_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_272__O272_2;PMCID PMC7199448; Experimental design and Fig. 5, PTEN/AKT/mTOR western blot;selected_view_line_observation_id=FLOW_SCI_272__O272_2	"{""canonical_observation_id"":""FLOW_SCI_272__O272_2"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Total and phospho forms are separated explicitly. Figure/table transcription FIGTRANS_20260821T012659Z: Female C57BL/6 mice, 25-30 g, 8-10 weeks; T8-T9 contusion with 15-second moderate compression; 10-mm spinal-cord segment centered on the injury epicenter; tissues harvested three days after surgery. The source describes sham, SCI+agomiR-control, SCI+agomiR-92, and PTEN-vector arms, but does not state the exact western-blot n in the accessible text. At 3 days after SCI, agomiR-92 promoted phospho-AKT while total AKT protein did not change relative to SCI+agomiR-control. Figure 5 reports means +/- SD and P<0.01 versus sham or SCI+agomiR-control, but no plotted scalar or exact panel-specific n is exposed in the accessible text."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7199448/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC7199448; Experimental design and Fig. 5, PTEN/AKT/mTOR western blot"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_272__O272_3	sci:protein:d911e7866d4d6bed	mSCS	flow_protein	protein_observation	FLOW_SCI_272__O272_3	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	phospho-mTOR western-blot band intensity; qualitative direct result	mTOR	phosphorylated_protein	Mtor		increased_phosphorylation_with_agomiR_92; total_mTOR_unchanged	qualitative	relative western-blot band intensity; exact densitometry unit not reported	increased_phosphorylation_with_agomiR_92; total_mTOR_unchanged			3.0	day	sham, SCI plus control agomiR, SCI plus miR-92a-3p agomiR, and PTEN overexpression arms	injury-centered spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_272:FLOW_SCI_272__T272_3D:FLOW_SCI_272__P272_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_272__O272_3;PMCID PMC7199448; Experimental design and Fig. 5, PTEN/AKT/mTOR western blot;selected_view_line_observation_id=FLOW_SCI_272__O272_3	"{""canonical_observation_id"":""FLOW_SCI_272__O272_3"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Phospho-mTOR is treated as pathway activation evidence, not increased total protein. Figure/table transcription FIGTRANS_20260821T012659Z: Female C57BL/6 mice, 25-30 g, 8-10 weeks; T8-T9 contusion with 15-second moderate compression; 10-mm spinal-cord segment centered on the injury epicenter; tissues harvested three days after surgery. The source describes sham, SCI+agomiR-control, SCI+agomiR-92, and PTEN-vector arms, but does not state the exact western-blot n in the accessible text. At 3 days after SCI, agomiR-92 promoted phospho-mTOR while total mTOR protein did not change relative to SCI+agomiR-control. Figure 5 reports means +/- SD and P<0.01 versus sham or SCI+agomiR-control, but no plotted scalar or exact panel-specific n is exposed in the accessible text."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7199448/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC7199448; Experimental design and Fig. 5, PTEN/AKT/mTOR western blot"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_273__O273_1	sci:protein:89094898d3fa67d7	mSCS	flow_protein	protein_observation	FLOW_SCI_273__O273_1	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	p-S6 immunofluorescence intensity in Microruby-positive corticospinal motor neurons	ribosomal protein S6	phosphorylated_protein	Rps6		increased_with_PTEN_deletion; injury_induced_loss_attenuated	qualitative	p-S6-positive intensity; exact intensity unit not reported	increased_with_PTEN_deletion; injury_induced_loss_attenuated		3.0	7.0	day	pyramidotomy with AAV-Cre or AAV-GFP in Pten floxed mice	retrogradely labeled layer 5 corticospinal motor neurons		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_273:FLOW_SCI_273__T273_7D:FLOW_SCI_273__P273_CSMN	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_273__O273_1;PMCID PMC2928871; Fig. 2b-n and methods for p-S6 immunostaining of retrogradely identified corticospinal neurons;selected_view_line_observation_id=FLOW_SCI_273__O273_1	"{""canonical_observation_id"":""FLOW_SCI_273__O273_1"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""This is high-value cell-resolved activity-state evidence, but the measured cells are cortical corticospinal neurons rather than lesion-site cells. Figure/table transcription FIGTRANS_20260821T012816Z: Figure 2 reports more than 300 CSMNs quantified from 3 animals in each group; p<0.001 by ANOVA with Bonferroni post-hoc test. AAVs were injected at P1, Microruby was placed at C3 one week before injury, pyramidotomy was performed at 6 weeks, and animals were terminated 7 days after injury. The endpoint is cell-resolved cortical neuron evidence rather than lesion-site spinal-cord protein abundance."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2928871/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC2928871; Fig. 2b-n and methods for p-S6 immunostaining of retrogradely identified corticospinal neurons"",""support_tier"":""A_cell_resolved""}"
