context_id	context_name	context_kind	disease_context	anatomical_context	species	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	perturbation	treatment	experimental_condition	study_perturbation_status	injury_distance	injury_distance_unit	sample_scope	sample_count	cell_type	sample_id	study_id	tissue	context_status	provenance_note
sci:protein:9b1d45a03437e784	FLOW_MSCS_ITDB_000010 protein context at 17 day	sample_context	spinal_cord_injury	spinal_cord	mouse	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R1200	Zeb2os perturbation	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R1200	Zeb2os perturbation	-1200	µm	mixed_cell_population		unassigned or bulk sample		FLOW_MSCS_ITDB_000010	R1200 relative to lesion epicenter (-1200 µm)	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000010;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000010__TP_17D__GFAP__ZEB2OS_KD__R1200;cell_populations.population_id=FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION;study_title=Systematic analysis of purified astrocytes after SCI unveils Zeb2os function during astrogliosis;context_curation={""curation_id"":""SCICTX-CUR-0002"",""curation_note"":""Primary source reports adult C57BL/6J mice with a moderate 60-kdyn T9 contusion injury; tissue was collected at 7 days, 1 month, and 3 months, and Zeb2os knockdown was delivered at 17 dpi. Sex remains unreported in this override because the inspected source text does not establish it for all imported observations."",""source_locator"":""PMCID: PMC7920574; STAR Methods sections \""Experimental model and subject details\"" and \""Surgery procedures\"""",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/""}"
sci:protein:ae62a14af35cd126	FLOW_MSCS_ITDB_000010 protein context at 17 day	sample_context	spinal_cord_injury	spinal_cord	mouse	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R400	Zeb2os perturbation	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R400	Zeb2os perturbation	-400	µm	mixed_cell_population		unassigned or bulk sample		FLOW_MSCS_ITDB_000010	R400 relative to lesion epicenter (-400 µm)	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000010;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000010__TP_17D__GFAP__ZEB2OS_KD__R400;cell_populations.population_id=FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION;study_title=Systematic analysis of purified astrocytes after SCI unveils Zeb2os function during astrogliosis;context_curation={""curation_id"":""SCICTX-CUR-0002"",""curation_note"":""Primary source reports adult C57BL/6J mice with a moderate 60-kdyn T9 contusion injury; tissue was collected at 7 days, 1 month, and 3 months, and Zeb2os knockdown was delivered at 17 dpi. Sex remains unreported in this override because the inspected source text does not establish it for all imported observations."",""source_locator"":""PMCID: PMC7920574; STAR Methods sections \""Experimental model and subject details\"" and \""Surgery procedures\"""",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/""}"
sci:protein:672b5c1893889da4	FLOW_MSCS_ITDB_000010 protein context at 17 day	sample_context	spinal_cord_injury	spinal_cord	mouse	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R800	Zeb2os perturbation	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R800	Zeb2os perturbation	-800	µm	mixed_cell_population		unassigned or bulk sample		FLOW_MSCS_ITDB_000010	R800 relative to lesion epicenter (-800 µm)	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000010;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000010__TP_17D__GFAP__ZEB2OS_KD__R800;cell_populations.population_id=FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION;study_title=Systematic analysis of purified astrocytes after SCI unveils Zeb2os function during astrogliosis;context_curation={""curation_id"":""SCICTX-CUR-0002"",""curation_note"":""Primary source reports adult C57BL/6J mice with a moderate 60-kdyn T9 contusion injury; tissue was collected at 7 days, 1 month, and 3 months, and Zeb2os knockdown was delivered at 17 dpi. Sex remains unreported in this override because the inspected source text does not establish it for all imported observations."",""source_locator"":""PMCID: PMC7920574; STAR Methods sections \""Experimental model and subject details\"" and \""Surgery procedures\"""",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/""}"
sci:protein:41ea33fd7056c587	FLOW_MSCS_ITDB_000032 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T8 dorsal-column transection spinal cord injury	T8	dorsal-column transection; exact transection geometry not reported in the cited passage		7	day	T8 dorsal-column transection SCI and control mice	Cx3cr1-CreER INTACT myeloid-nuclei reporter validation; HDAC3 activity perturbation	T8 dorsal-column transection SCI and control mice	Cx3cr1-CreER INTACT myeloid-nuclei reporter validation; HDAC3 activity perturbation			T8 lesion site and flanking spinal-cord segments		unassigned or bulk sample		FLOW_MSCS_ITDB_000032	T8 lesion site	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000032;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000032__TP_TRANSCRIBED_a5410e156c12;cell_populations.population_id=FLOW_MSCS_ITDB_000032_UNASSIGNED_POPULATION;study_title=Diversified transcriptional responses of myeloid and glial cells in spinal cord injury shaped by HDAC3 activity;context_curation={""curation_id"":""SCICTX-CUR-0031"",""curation_note"":""Primary source explicitly reports thoracic T8 dorsal-column transection and lesion-site myeloid-cell validation at 7 days post injury. No sex or additional injury-force value is added because it is not established in the inspected source passage."",""source_locator"":""PMCID: PMC7909890; Results \""Temporally distinct transcriptional profiles in IAM after SCI\""; Fig. 1; Methods describing INTACT and lesion-site IHC"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7909890/""}"
sci:protein:51f6c3081812ebd4	FLOW_MSCS_ITDB_000057 protein context at 1 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T10 falling-object contusion spinal cord injury	T10	5-g rod dropped from 6.5 cm; contusion model	adult male C57BL/6 mice, 8 weeks	1	day	WT and knockout SCI groups with NET-inhibitor and bone-marrow-transplant interventions	Cd177 knockout, Cybb knockout, Padi4 knockout, bone-marrow chimeras, Cl-amidine, and DPI inhibitor arms	WT and knockout SCI groups with NET-inhibitor and bone-marrow-transplant interventions	Cd177 knockout, Cybb knockout, Padi4 knockout, bone-marrow chimeras, Cl-amidine, and DPI inhibitor arms			injury-site spinal-cord tissue; circulating and infiltrating neutrophil samples		unassigned or bulk sample		FLOW_MSCS_ITDB_000057	injury-associated spinal cord tissue	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000057;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000057__TP_SPLIT_CD177_IF_1D;cell_populations.population_id=FLOW_MSCS_ITDB_000057_UNASSIGNED_POPULATION;study_title=Neutrophil extracellular traps released by CD177-positive neutrophils aggravated inflammation and neuronal impairment post-SCI;context_curation={""curation_id"":""SCICTX-CUR-0032"",""curation_note"":""Primary source reports adult male C57BL/6 mice, laminectomy at T10, and a 5-g rod dropped from 6.5 cm to create the SCI. The source also reports genetic knockout, bone-marrow-transplant, and NET-inhibitor arms; imported observation-specific timepoints and sample scopes are retained."",""source_locator"":""PMCID: PMC12797700; Methods \""Mouse models\""; Results and Figs. 1-7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC12797700/""}"
sci:protein:ab2b93170ff067be	FLOW_MSCS_ITDB_000057 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T10 falling-object contusion spinal cord injury	T10	5-g rod dropped from 6.5 cm; contusion model	adult male C57BL/6 mice, 8 weeks	3	day	WT and knockout SCI groups with NET-inhibitor and bone-marrow-transplant interventions	Cd177 knockout, Cybb knockout, Padi4 knockout, bone-marrow chimeras, Cl-amidine, and DPI inhibitor arms	WT and knockout SCI groups with NET-inhibitor and bone-marrow-transplant interventions	Cd177 knockout, Cybb knockout, Padi4 knockout, bone-marrow chimeras, Cl-amidine, and DPI inhibitor arms			injury-site spinal-cord tissue; circulating and infiltrating neutrophil samples		unassigned or bulk sample		FLOW_MSCS_ITDB_000057	injury-associated spinal cord tissue	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000057;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000057__TP_SPLIT_CD177_IF_3D;cell_populations.population_id=FLOW_MSCS_ITDB_000057_UNASSIGNED_POPULATION;study_title=Neutrophil extracellular traps released by CD177-positive neutrophils aggravated inflammation and neuronal impairment post-SCI;context_curation={""curation_id"":""SCICTX-CUR-0032"",""curation_note"":""Primary source reports adult male C57BL/6 mice, laminectomy at T10, and a 5-g rod dropped from 6.5 cm to create the SCI. The source also reports genetic knockout, bone-marrow-transplant, and NET-inhibitor arms; imported observation-specific timepoints and sample scopes are retained."",""source_locator"":""PMCID: PMC12797700; Methods \""Mouse models\""; Results and Figs. 1-7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC12797700/""}"
sci:protein:d4f6dbea2a82a56d	FLOW_MSCS_ITDB_000057 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T10 falling-object contusion spinal cord injury	T10	5-g rod dropped from 6.5 cm; contusion model	adult male C57BL/6 mice, 8 weeks	7	day	WT and knockout SCI groups with NET-inhibitor and bone-marrow-transplant interventions	Cd177 knockout, Cybb knockout, Padi4 knockout, bone-marrow chimeras, Cl-amidine, and DPI inhibitor arms	WT and knockout SCI groups with NET-inhibitor and bone-marrow-transplant interventions	Cd177 knockout, Cybb knockout, Padi4 knockout, bone-marrow chimeras, Cl-amidine, and DPI inhibitor arms			injury-site spinal-cord tissue; circulating and infiltrating neutrophil samples		unassigned or bulk sample		FLOW_MSCS_ITDB_000057	injury-associated spinal cord tissue	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000057;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000057__TP_SPLIT_CD177_IF_7D;cell_populations.population_id=FLOW_MSCS_ITDB_000057_UNASSIGNED_POPULATION;study_title=Neutrophil extracellular traps released by CD177-positive neutrophils aggravated inflammation and neuronal impairment post-SCI;context_curation={""curation_id"":""SCICTX-CUR-0032"",""curation_note"":""Primary source reports adult male C57BL/6 mice, laminectomy at T10, and a 5-g rod dropped from 6.5 cm to create the SCI. The source also reports genetic knockout, bone-marrow-transplant, and NET-inhibitor arms; imported observation-specific timepoints and sample scopes are retained."",""source_locator"":""PMCID: PMC12797700; Methods \""Mouse models\""; Results and Figs. 1-7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC12797700/""}"
sci:protein:f73695580960f386	FLOW_MSCS_ITDB_000071 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		3	day	Control	microglia manipulation	Control	microglia manipulation			whole_tissue	5	unassigned or bulk sample		FLOW_MSCS_ITDB_000071	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000071;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000071__TP_F2__FIBRONECTIN__3D__CONTROL;cell_populations.population_id=FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION;study_title=Scar-free healing and axon regeneration after spinal cord injury in neonatal mice is orchestrated by microglia;context_curation={""curation_id"":""SCICTX-CUR-0010"",""curation_note"":""Primary source reports newborn P2/P7 mice with laminectomy at T10 and a full spinal-cord crush for 2 seconds using forceps with a 0.1-mm width in the last 5 mm of the tips. The imported protein endpoints are at 3 and 7 days post-injury. Sex is not added because it is not established in the inspected source."",""source_locator"":""PMCID: PMC7704837; Methods \""Surgeries\"" > \""Neonatal crush injury\""; Fig. 2; Extended Data Fig. 5"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7704837/""}"
sci:protein:6a45f85ec2df0f41	FLOW_MSCS_ITDB_000071 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		3	day	Cx3cr1-cre; Csf1rfl/fl	microglia manipulation	Cx3cr1-cre; Csf1rfl/fl	microglia manipulation			whole_tissue	5	unassigned or bulk sample		FLOW_MSCS_ITDB_000071	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000071;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000071__TP_F2__FIBRONECTIN__3D__CSF1R_CKO;cell_populations.population_id=FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION;study_title=Scar-free healing and axon regeneration after spinal cord injury in neonatal mice is orchestrated by microglia;context_curation={""curation_id"":""SCICTX-CUR-0010"",""curation_note"":""Primary source reports newborn P2/P7 mice with laminectomy at T10 and a full spinal-cord crush for 2 seconds using forceps with a 0.1-mm width in the last 5 mm of the tips. The imported protein endpoints are at 3 and 7 days post-injury. Sex is not added because it is not established in the inspected source."",""source_locator"":""PMCID: PMC7704837; Methods \""Surgeries\"" > \""Neonatal crush injury\""; Fig. 2; Extended Data Fig. 5"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7704837/""}"
sci:protein:8ed90da4889851c0	FLOW_MSCS_ITDB_000071 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		3	day	+PLX3397	microglia manipulation	+PLX3397	microglia manipulation			whole_tissue	5	unassigned or bulk sample		FLOW_MSCS_ITDB_000071	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000071;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000071__TP_F2__FIBRONECTIN__3D__PLX3397;cell_populations.population_id=FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION;study_title=Scar-free healing and axon regeneration after spinal cord injury in neonatal mice is orchestrated by microglia;context_curation={""curation_id"":""SCICTX-CUR-0010"",""curation_note"":""Primary source reports newborn P2/P7 mice with laminectomy at T10 and a full spinal-cord crush for 2 seconds using forceps with a 0.1-mm width in the last 5 mm of the tips. The imported protein endpoints are at 3 and 7 days post-injury. Sex is not added because it is not established in the inspected source."",""source_locator"":""PMCID: PMC7704837; Methods \""Surgeries\"" > \""Neonatal crush injury\""; Fig. 2; Extended Data Fig. 5"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7704837/""}"
sci:protein:2de744de055ef000	FLOW_MSCS_ITDB_000071 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		7	day	Control	microglia manipulation	Control	microglia manipulation			whole_tissue	5	unassigned or bulk sample		FLOW_MSCS_ITDB_000071	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000071;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000071__TP_F2__GFAP__7D__CONTROL;cell_populations.population_id=FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION;study_title=Scar-free healing and axon regeneration after spinal cord injury in neonatal mice is orchestrated by microglia;context_curation={""curation_id"":""SCICTX-CUR-0010"",""curation_note"":""Primary source reports newborn P2/P7 mice with laminectomy at T10 and a full spinal-cord crush for 2 seconds using forceps with a 0.1-mm width in the last 5 mm of the tips. The imported protein endpoints are at 3 and 7 days post-injury. Sex is not added because it is not established in the inspected source."",""source_locator"":""PMCID: PMC7704837; Methods \""Surgeries\"" > \""Neonatal crush injury\""; Fig. 2; Extended Data Fig. 5"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7704837/""}"
sci:protein:7ee9ef12534f4eec	FLOW_MSCS_ITDB_000071 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		7	day	Cx3cr1-cre; Csf1rfl/fl	microglia manipulation	Cx3cr1-cre; Csf1rfl/fl	microglia manipulation			whole_tissue	5	unassigned or bulk sample		FLOW_MSCS_ITDB_000071	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000071;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000071__TP_F2__GFAP__7D__CSF1R_CKO;cell_populations.population_id=FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION;study_title=Scar-free healing and axon regeneration after spinal cord injury in neonatal mice is orchestrated by microglia;context_curation={""curation_id"":""SCICTX-CUR-0010"",""curation_note"":""Primary source reports newborn P2/P7 mice with laminectomy at T10 and a full spinal-cord crush for 2 seconds using forceps with a 0.1-mm width in the last 5 mm of the tips. The imported protein endpoints are at 3 and 7 days post-injury. Sex is not added because it is not established in the inspected source."",""source_locator"":""PMCID: PMC7704837; Methods \""Surgeries\"" > \""Neonatal crush injury\""; Fig. 2; Extended Data Fig. 5"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7704837/""}"
sci:protein:c505f8e5259ee210	FLOW_MSCS_ITDB_000071 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		7	day	+PLX3397	microglia manipulation	+PLX3397	microglia manipulation			whole_tissue	5	unassigned or bulk sample		FLOW_MSCS_ITDB_000071	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000071;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000071__TP_F2__GFAP__7D__PLX3397;cell_populations.population_id=FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION;study_title=Scar-free healing and axon regeneration after spinal cord injury in neonatal mice is orchestrated by microglia;context_curation={""curation_id"":""SCICTX-CUR-0010"",""curation_note"":""Primary source reports newborn P2/P7 mice with laminectomy at T10 and a full spinal-cord crush for 2 seconds using forceps with a 0.1-mm width in the last 5 mm of the tips. The imported protein endpoints are at 3 and 7 days post-injury. Sex is not added because it is not established in the inspected source."",""source_locator"":""PMCID: PMC7704837; Methods \""Surgeries\"" > \""Neonatal crush injury\""; Fig. 2; Extended Data Fig. 5"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7704837/""}"
sci:protein:4fb4a8601fd7a65d	FLOW_MSCS_ITDB_000101 protein context at 24 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Moderate T9 contusive spinal cord injury using the Infinite Horizons impactor	T9	50 kdyn force with 400-600 micrometre displacement; moderate contusion		24	hour	Bmal1 knockout and WT T9 contusion SCI groups	Bmal1 knockout versus WT control mice; circadian-pathway perturbation	Bmal1 knockout and WT T9 contusion SCI groups	Bmal1 knockout versus WT control mice; circadian-pathway perturbation			5-mm spinal-cord segment centered on the injury epicenter and penumbra		unassigned or bulk sample		FLOW_MSCS_ITDB_000101	5-mm spinal cord segment spanning injury epicenter and penumbra	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000101;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000101__TP_TRANSCRIBED_f637bc511960;cell_populations.population_id=FLOW_MSCS_ITDB_000101_UNASSIGNED_POPULATION;study_title=Improved outcome of contusive spinal cord injury in Bmal1-/- mice is associated with protection of the blood spinal cord barrier;context_curation={""curation_id"":""SCICTX-CUR-0033"",""curation_note"":""Primary source reports moderate T9 contusion using an Infinite Horizons impactor at 50 kdyn and 400-600 micrometre displacement, with 5-mm epicenter-centered tissue collection. Sex is not overridden because the study reports mixed-sex group compositions across endpoints."",""source_locator"":""PMCID: PMC7450087; Methods \""Spinal cord injury\"" and \""Tissue collection and processing\""; Figs. 1-4"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7450087/""}"
sci:protein:abcfc819fe762829	FLOW_MSCS_ITDB_000105 protein context at 7 dpi	sample_context	spinal_cord_injury	spinal_cord	mouse	T9 contusion spinal cord injury using the Infinite Horizon impactor	T9	40 kdyn contusion with a 1.3-mm impactor tip	adult female C57BL/6J congenic mice	7	dpi	female T9 contusion SCI groups	Col1a1-CreER lineage tracing and CreWT controls	female T9 contusion SCI groups	Col1a1-CreER lineage tracing and CreWT controls			spinal-cord injury segment separated from uninjured cord tissue		unassigned or bulk sample		FLOW_MSCS_ITDB_000105	spinal cord lesion core	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000105;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000105__TP_IFSWEEP_20260824T020000Z_b5953fac00;cell_populations.population_id=FLOW_MSCS_ITDB_000105_UNASSIGNED_POPULATION;study_title=Pericytes and perivascular fibroblasts contribute to central nervous system fibrosis in a region dependent manner;context_curation={""curation_id"":""SCICTX-CUR-0034"",""curation_note"":""Primary source reports female C57BL/6J congenic mice, a 40-kdyn T9 contusion using a 1.3-mm Infinite Horizon impactor tip, and separate processing of the injury segment. The source reports 5- and 14-day contusion endpoints; existing observation-specific timepoints are retained rather than overwritten."",""source_locator"":""PMCID: PMC11239523; Methods \""Spinal cord contusion\"" and source PDF; Figs. 1-7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11239523/""}"
sci:protein:92138dc6c68d876a	FLOW_MSCS_ITDB_000105 protein context at 7 dpi	sample_context	spinal_cord_injury	spinal_cord	mouse	T9 contusion spinal cord injury using the Infinite Horizon impactor	T9	40 kdyn contusion with a 1.3-mm impactor tip	adult female C57BL/6J congenic mice	7	dpi	female T9 contusion SCI groups	Col1a1-CreER lineage tracing and CreWT controls	female T9 contusion SCI groups	Col1a1-CreER lineage tracing and CreWT controls			spinal-cord injury segment separated from uninjured cord tissue		unassigned or bulk sample		FLOW_MSCS_ITDB_000105	spinal cord lesion core	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_MSCS_ITDB_000105;study_timepoints.timepoint_id=FLOW_MSCS_ITDB_000105__TP_IFSWEEP_20260824T020000Z_5f01eb4057;cell_populations.population_id=FLOW_MSCS_ITDB_000105_UNASSIGNED_POPULATION;study_title=Pericytes and perivascular fibroblasts contribute to central nervous system fibrosis in a region dependent manner;context_curation={""curation_id"":""SCICTX-CUR-0034"",""curation_note"":""Primary source reports female C57BL/6J congenic mice, a 40-kdyn T9 contusion using a 1.3-mm Infinite Horizon impactor tip, and separate processing of the injury segment. The source reports 5- and 14-day contusion endpoints; existing observation-specific timepoints are retained rather than overwritten."",""source_locator"":""PMCID: PMC11239523; Methods \""Spinal cord contusion\"" and source PDF; Figs. 1-7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11239523/""}"
sci:protein:ce4985eb69338d93	FLOW_SCI_001 protein context at 7 days	sample_context	spinal_cord_injury	spinal_cord	mouse	T12 centralized contusion SCI using the Infinite Horizon impactor	T12	200 kdyn centralized contusion without complete penetration	adult male C57BL/6J and CD200L-knockout mice, 8-10 weeks	7	days	WT, CD200L-knockout, and bone-marrow chimera SCI groups	CD200L deficiency/inhibition and bone-marrow chimera arms	WT, CD200L-knockout, and bone-marrow chimera SCI groups	CD200L deficiency/inhibition and bone-marrow chimera arms			injury-site parenchymal spinal-cord segments spanning 0.3 mm on each side of the lesion	2	CD45.2+CD11b+CD200R+ myeloid cells		FLOW_SCI_001	lesion epicenter	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_001;study_timepoints.timepoint_id=FLOW_SCI_001__T2;cell_populations.population_id=FLOW_SCI_001__P1;study_title=Newly Formed Endothelial Cells Regulate Myeloid Cell Activity Following Spinal Cord Injury via Expression of CD200 Ligand;context_curation={""curation_id"":""SCICTX-CUR-0026"",""curation_note"":""Primary source reports adult 8-10-week-old male C57BL/6J and CD200L-knockout mice, T12 laminectomy, a centralized 200-kdyne Infinite Horizon contusion, and injured parenchymal segments spanning 0.3 mm on each side of the lesion for flow analysis."",""source_locator"":""PMCID: PMC6597023; Methods \""Animals\"", \""SCI\"", and \""Flow cytometry analysis and sorting\""; Figs. 1-8"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6597023/""}"
sci:protein:af6afce4728b8865	FLOW_SCI_001 protein context at 3 days	sample_context	spinal_cord_injury	spinal_cord	mouse	T12 centralized contusion SCI using the Infinite Horizon impactor	T12	200 kdyn centralized contusion without complete penetration	adult male C57BL/6J and CD200L-knockout mice, 8-10 weeks	3	days	WT, CD200L-knockout, and bone-marrow chimera SCI groups	CD200L deficiency/inhibition and bone-marrow chimera arms	WT, CD200L-knockout, and bone-marrow chimera SCI groups	CD200L deficiency/inhibition and bone-marrow chimera arms			injury-site parenchymal spinal-cord segments spanning 0.3 mm on each side of the lesion	2	CD45.2+CD11b+CD200R+ myeloid cells		FLOW_SCI_001	lesion epicenter	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_001;study_timepoints.timepoint_id=FLOW_SCI_001__T1;cell_populations.population_id=FLOW_SCI_001__P1;study_title=Newly Formed Endothelial Cells Regulate Myeloid Cell Activity Following Spinal Cord Injury via Expression of CD200 Ligand;context_curation={""curation_id"":""SCICTX-CUR-0026"",""curation_note"":""Primary source reports adult 8-10-week-old male C57BL/6J and CD200L-knockout mice, T12 laminectomy, a centralized 200-kdyne Infinite Horizon contusion, and injured parenchymal segments spanning 0.3 mm on each side of the lesion for flow analysis."",""source_locator"":""PMCID: PMC6597023; Methods \""Animals\"", \""SCI\"", and \""Flow cytometry analysis and sorting\""; Figs. 1-8"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6597023/""}"
