pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
il23 complex il23r_il12rb1	IL23 complex IL23R_IL12RB1	no_evidence	https://pubmed.ncbi.nlm.nih.gov/11114383/;https://pubmed.ncbi.nlm.nih.gov/?term=IL23%20complex%20IL23R_IL12RB1	human;mouse IL-23 systems	ligand-complex evidence without exact receptor-chain assay	PMID 11114383 establishes formation of the IL-23 p19/p40 ligand complex, but the cited source set does not directly establish the submitted IL23R/IL12RB1 receptor complex.	The canonical IL-23 receptor relationship is supported by other primary work, but it is not demonstrated by the cited PMID in this packet.	Cited source supports the ligand complex, not the exact ligand-receptor pair; no-evidence verdict.
il24 il22ra1_il20rb	Il24 Il22ra1_il20rb	retain_low	https://pubmed.ncbi.nlm.nih.gov/31205408/;https://pubmed.ncbi.nlm.nih.gov/18599299/;https://pubmed.ncbi.nlm.nih.gov/11035029/	human;mouse;recombinant IL-20-family systems	contextual type-II receptor evidence	The checked source set places IL-24 in the IL22RA1/IL20RB type-II receptor context and reports cytokine responses, but does not cleanly resolve a direct IL-24 binding assay for the exact two-chain complex.	IL-24 also uses IL20RA/IL20RB; shared subunits and incomplete citation resolution prevent a high-confidence chain assignment here.	Real canonical biology, retained low pending exact IL24-IL22RA1_IL20RB primary evidence.
il27 complex il27ra_il6st	IL27 complex IL27RA_IL6ST	retain_low	https://pubmed.ncbi.nlm.nih.gov/25861977/;https://pubmed.ncbi.nlm.nih.gov/?term=IL27%20complex%20IL27RA_IL6ST	human;mouse;IL-27 receptor systems	review-level receptor-complex context	The cited PMID is a review that describes IL-27/IL27RA/gp130 biology, but it is not a primary exact-pair binding or structure paper.	The ligand is an EBI3/IL27A heterodimer and IL6ST/gp130 is shared; a primary structure or binding paper is needed for approval.	Real canonical relationship, but the cited source is review-level rather than the required exact primary evidence.
il3 il3ra_csf2rb	Il3 Il3ra_csf2rb	retain_low	https://pubmed.ncbi.nlm.nih.gov/?term=Il3%20Il3ra_csf2rb;https://europepmc.org/search?query=Il3%20Il3ra_csf2rb	human;mouse;recombinant cytokine-receptor systems	canonical receptor context;no exact primary citation in packet	IL-3 is a canonical ligand for the IL3RA/CSF2RB receptor system, but the submitted locators are search pages without a traceable exact primary binding/function citation.	CSF2RB is shared with IL-5 and GM-CSF and receptor assembly/stoichiometry matters.	Real relationship, retained low pending a usable exact citation.
il31 il31ra_osmr	Il31 IL31RA_OSMR	retain_low	https://pubmed.ncbi.nlm.nih.gov/?term=Il31%20IL31RA_OSMR;https://europepmc.org/search?query=Il31%20IL31RA_OSMR	human;mouse;recombinant IL-31 receptor systems	canonical receptor complex context;chain-resolved evidence not cited	IL-31 signaling through IL31RA/OSMR is a real receptor-complex relationship, but the packet supplies only search pages rather than a directly traceable primary assay.	IL31RA and OSMR can show species-dependent independent binding contributions; exact human chain-resolved assay is needed.	Real relationship, retained low pending a usable exact primary citation.
il33 il1rl1_il1rap	Il33 Il1rl1_il1rap	retain_low	https://pubmed.ncbi.nlm.nih.gov/?term=Il33%20Il1rl1_il1rap;https://europepmc.org/search?query=Il33%20Il1rl1_il1rap	human;mouse;recombinant IL-33 receptor systems	canonical receptor complex context;no exact primary citation in packet	IL-33 is known to assemble a signaling complex with ST2/IL1RL1 and IL1RAcP/IL1RAP, but the submitted locators are search pages without a cited primary exact-pair assay.	IL1RAcP is a shared co-receptor and IL-33 processing/soluble ST2 decoy biology can confound interpretation.	Real relationship, retained low pending a usable exact primary citation.
il34 csf1r	Il34 Csf1r	no_evidence	https://pubmed.ncbi.nlm.nih.gov/22897080/;https://pubmed.ncbi.nlm.nih.gov/?term=Il34%20Csf1r;https://europepmc.org/search?query=Il34%20Csf1r	human;mouse;recombinant CSF1R systems	no exact support from cited locator set	The cited PMID 22897080 could not be matched to an IL-34/CSF1R primary record; the remaining locators are searches, not usable exact citations.	IL-34-CSF1R is a real canonical relationship in other primary studies, but that evidence is not present in the cited source set.	No usable exact IL34-CSF1R citation in the submitted sources.
il36a il1rl2_il1rap	Il36a Il1rl2_il1rap	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/29180446/;https://pubmed.ncbi.nlm.nih.gov/27307043/	human;recombinant IL-36 receptor systems	primary direct binding and receptor activation	SPR/TR-FRET and receptor-function studies directly show IL-36alpha binding IL1RL2/IL-36R and recruitment of IL1RAP/IL-1RAcP for activation.	IL-36 cytokines are processed for full activity and the receptor/co-receptor complex has weak basal interactions without ligand.	Exact IL36A-IL1RL2_IL1RAP evidence confirmed.
il36b il1rl2_il1rap	Il36b Il1rl2_il1rap	retain_low	https://pubmed.ncbi.nlm.nih.gov/29180446/;https://pubmed.ncbi.nlm.nih.gov/27307043/	human;recombinant IL-36 receptor systems	family/functional IL-36 receptor evidence;exact ligand binding unresolved	The cited studies establish the IL-36R/IL1RAP receptor mechanism and discuss IL-36beta as an agonist, but the quantitative direct-binding paper reports resolved alpha/gamma measurements rather than a clean beta-specific binding result.	IL-36beta requires N-terminal processing and its ligand-specific affinity/complex assembly is not resolved by the cited assays.	Real IL36B receptor biology, retained low pending a beta-specific direct binding or receptor-dependent assay.
il36g il1rl2_il1rap	Il36g Il1rl2_il1rap	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/29180446/;https://pubmed.ncbi.nlm.nih.gov/27307043/	human;recombinant IL-36 receptor systems	primary direct binding and receptor activation	SPR/TR-FRET and cell-surface assays directly show IL-36gamma binding IL1RL2/IL-36R and formation/activation of the IL1RL2-IL1RAP receptor complex.	IL-36gamma has weaker direct IL1RL2 affinity than IL-36alpha and requires processed active ligand/context for signaling.	Exact IL36G-IL1RL2_IL1RAP evidence confirmed.
il4 il4r_il13ra1	Il4 IL4R_IL13RA1	retain_low	https://pubmed.ncbi.nlm.nih.gov/?term=Il4%20IL4R_IL13RA1;https://europepmc.org/search?query=Il4%20IL4R_IL13RA1	human;mouse;recombinant type-II IL-4 receptor systems	canonical receptor complex context;no exact primary citation in packet	IL-4 is a documented ligand for the type-II IL4R/IL13RA1 complex, but the submitted locators are search pages without a traceable exact primary citation.	IL4R/IL13RA1 is shared with IL-13 signaling and receptor complex stoichiometry/species affect activity.	Real relationship, retained low pending a usable exact primary citation.
il4 il4r_il2rg	Il4 IL4R_IL2RG	retain_low	https://pubmed.ncbi.nlm.nih.gov/?term=Il4%20IL4R_IL2RG;https://europepmc.org/search?query=Il4%20IL4R_IL2RG	human;mouse;recombinant type-I IL-4 receptor systems	canonical receptor complex context;no exact primary citation in packet	IL-4 is a documented ligand for the type-I IL4R/IL2RG complex, but the submitted locators are search pages without a traceable exact primary citation.	IL2RG is a shared common-gamma chain and receptor assembly/stoichiometry affects signaling.	Real relationship, retained low pending a usable exact primary citation.
