pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
ifnl3 ifnlr1_il10rb	Ifnl3 Ifnlr1_il10rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifnl3%20Ifnlr1_il10rb;https://europepmc.org/search?query=Ifnl3%20Ifnlr1_il10rb;https://pubmed.ncbi.nlm.nih.gov/12483210/;https://europepmc.org/article/MED/12483210;https://pubmed.ncbi.nlm.nih.gov/28293236/;https://europepmc.org/article/MED/28293236	human IFN-lambda and recombinant human receptor systems	primary direct binding and receptor activation	IFN-lambda 2/3 were identified as ligands using the IFNLR1 plus IL10RB receptor complex, with receptor usage and signaling demonstrated for the submitted receptor pair.	IL10RB is shared with other cytokine receptors and IFNLR1 expression is restricted; ligand subtype potency can differ.	aliases=Ifnl3 Ifnlr1_il10rb,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
igfbp3 tmem219	Igfbp3 Tmem219	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Igfbp3%20Tmem219;https://europepmc.org/search?query=Igfbp3%20Tmem219;https://pubmed.ncbi.nlm.nih.gov/20353938/;https://europepmc.org/article/MED/20353938;https://pubmed.ncbi.nlm.nih.gov/35115561/;https://europepmc.org/article/MED/35115561;https://pubmed.ncbi.nlm.nih.gov/36998110/;https://europepmc.org/article/MED/36998110	human and mammalian cell systems	primary receptor-dependent function and binding evidence	IGFBP3 was reported to bind the transmembrane receptor TMEM219 and trigger receptor-dependent apoptotic signaling, including caspase-8 pathway effects, in mammalian cell systems.	IGFBP3 is also an extracellular IGF-binding protein with context-dependent interactions; soluble versus matrix-associated presentation can alter the response.	aliases=Igfbp3 Tmem219,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il11 il11r complex 1	Il11 IL11R complex 1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il11%20IL11R%20complex%201;https://europepmc.org/search?query=Il11%20IL11R%20complex%201	human, mouse and recombinant IL-11 receptor systems	primary direct binding and receptor activation	IL-11 engages the canonical IL11RA1–gp130/IL6ST receptor complex and activates IL-11 signaling.	IL-11 signaling requires assembled receptor complexes and species/isoform nomenclature differs; IL11RA2 functional surface-receptor status was not sufficiently resolved.	aliases=Il11 IL11R complex 1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il12ab il12rb1_il12rb2	IL12AB IL12RB1_IL12RB2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=IL12AB%20IL12RB1_IL12RB2;https://europepmc.org/search?query=IL12AB%20IL12RB1_IL12RB2;https://pubmed.ncbi.nlm.nih.gov/11114383/;https://europepmc.org/article/MED/11114383	human and mouse IL-12 receptor systems	primary direct binding and receptor activation	The IL-12AB heterodimer is the cognate ligand for the IL12RB1/IL12RB2 receptor complex and drives receptor-dependent STAT4/IFN-gamma signaling.	IL-12AB is a processed heterodimer and receptor responses depend on both subunits and cell context.	aliases=IL12AB IL12RB1_IL12RB2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il13 il13ra1	Il13 Il13ra1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il13%20Il13ra1;https://europepmc.org/search?query=Il13%20Il13ra1	human, mouse and recombinant IL-13 receptor systems	primary direct binding and receptor activation or decoy binding	IL-13 directly binds IL13RA1 and the canonical IL4R–IL13RA1 type-II receptor, while IL13RA2 is a directly binding decoy receptor; receptor-dependent signaling or sequestration has been demonstrated.	IL13RA2 generally functions as a decoy/clearance receptor; exact receptor assembly and signaling interpretation differ across species and cell systems.	aliases=Il13 Il13ra1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il13 il13ra2	Il13 Il13ra2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il13%20Il13ra2;https://europepmc.org/search?query=Il13%20Il13ra2	human, mouse and recombinant IL-13 receptor systems	primary direct binding and receptor activation or decoy binding	IL-13 directly binds IL13RA1 and the canonical IL4R–IL13RA1 type-II receptor, while IL13RA2 is a directly binding decoy receptor; receptor-dependent signaling or sequestration has been demonstrated.	IL13RA2 generally functions as a decoy/clearance receptor; exact receptor assembly and signaling interpretation differ across species and cell systems.	aliases=Il13 Il13ra2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il13 il4r_il13ra1	Il13 IL4R_IL13RA1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il13%20IL4R_IL13RA1;https://europepmc.org/search?query=Il13%20IL4R_IL13RA1	human, mouse and recombinant IL-13 receptor systems	primary direct binding and receptor activation or decoy binding	IL-13 directly binds IL13RA1 and the canonical IL4R–IL13RA1 type-II receptor, while IL13RA2 is a directly binding decoy receptor; receptor-dependent signaling or sequestration has been demonstrated.	IL13RA2 generally functions as a decoy/clearance receptor; exact receptor assembly and signaling interpretation differ across species and cell systems.	aliases=Il13 IL4R_IL13RA1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il17a il17ra_il17rc	Il17a Il17ra_il17rc	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il17a%20Il17ra_il17rc;https://europepmc.org/search?query=Il17a%20Il17ra_il17rc;https://pubmed.ncbi.nlm.nih.gov/23695682/;https://europepmc.org/article/MED/23695682;https://pubmed.ncbi.nlm.nih.gov/20231694/;https://europepmc.org/article/MED/20231694;https://pubmed.ncbi.nlm.nih.gov/18684971/;https://europepmc.org/article/MED/18684971;https://pubmed.ncbi.nlm.nih.gov/17911633/;https://europepmc.org/article/MED/17911633;https://pubmed.ncbi.nlm.nih.gov/36260993/;https://europepmc.org/article/MED/36260993;https://pubmed.ncbi.nlm.nih.gov/24813051/;https://europepmc.org/article/MED/24813051	human, mouse and recombinant IL-17 receptor systems	primary direct binding, structure, and receptor activation	IL-17A, IL-17F and the IL-17A/F heterodimer directly engage the IL17RA/IL17RC receptor complex; structural, SPR, receptor-assembly and functional signalosome studies support the submitted pairs.	IL-17 receptor complexes are multimeric and ligand-specific affinity differs between IL-17A, IL-17F and the heterodimer.	aliases=Il17a Il17ra_il17rc,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il17af il17ra_il17rc	Il17af Il17ra_il17rc	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il17af%20Il17ra_il17rc;https://europepmc.org/search?query=Il17af%20Il17ra_il17rc;https://pubmed.ncbi.nlm.nih.gov/23695682/;https://europepmc.org/article/MED/23695682;https://pubmed.ncbi.nlm.nih.gov/20231694/;https://europepmc.org/article/MED/20231694;https://pubmed.ncbi.nlm.nih.gov/18684971/;https://europepmc.org/article/MED/18684971;https://pubmed.ncbi.nlm.nih.gov/17911633/;https://europepmc.org/article/MED/17911633;https://pubmed.ncbi.nlm.nih.gov/36260993/;https://europepmc.org/article/MED/36260993;https://pubmed.ncbi.nlm.nih.gov/24813051/;https://europepmc.org/article/MED/24813051	human, mouse and recombinant IL-17 receptor systems	primary direct binding, structure, and receptor activation	IL-17A, IL-17F and the IL-17A/F heterodimer directly engage the IL17RA/IL17RC receptor complex; structural, SPR, receptor-assembly and functional signalosome studies support the submitted pairs.	IL-17 receptor complexes are multimeric and ligand-specific affinity differs between IL-17A, IL-17F and the heterodimer.	aliases=Il17af Il17ra_il17rc,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il17f il17ra_il17rc	Il17f Il17ra_il17rc	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il17f%20Il17ra_il17rc;https://europepmc.org/search?query=Il17f%20Il17ra_il17rc;https://pubmed.ncbi.nlm.nih.gov/23695682/;https://europepmc.org/article/MED/23695682;https://pubmed.ncbi.nlm.nih.gov/20231694/;https://europepmc.org/article/MED/20231694;https://pubmed.ncbi.nlm.nih.gov/18684971/;https://europepmc.org/article/MED/18684971;https://pubmed.ncbi.nlm.nih.gov/17911633/;https://europepmc.org/article/MED/17911633;https://pubmed.ncbi.nlm.nih.gov/36260993/;https://europepmc.org/article/MED/36260993;https://pubmed.ncbi.nlm.nih.gov/24813051/;https://europepmc.org/article/MED/24813051	human, mouse and recombinant IL-17 receptor systems	primary direct binding, structure, and receptor activation	IL-17A, IL-17F and the IL-17A/F heterodimer directly engage the IL17RA/IL17RC receptor complex; structural, SPR, receptor-assembly and functional signalosome studies support the submitted pairs.	IL-17 receptor complexes are multimeric and ligand-specific affinity differs between IL-17A, IL-17F and the heterodimer.	aliases=Il17f Il17ra_il17rc,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il2 il2ra_il2rb	Il2 IL2RA_IL2RB	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il2%20IL2RA_IL2RB;https://europepmc.org/search?query=Il2%20IL2RA_IL2RB	human, mouse and recombinant IL-2 receptor systems	primary direct binding and receptor activation	IL-2 binds IL2RA and IL2RB within the high-affinity IL-2 receptor assembly and drives receptor-dependent signaling; the submitted alpha/beta receptor context is a documented intermediate receptor complex.	Full high-affinity signaling generally includes IL2RG; the submitted binary complex should not be interpreted as the complete receptor.	aliases=Il2 IL2RA_IL2RB,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il20 il22ra1_il20rb	Il20 Il22ra1_il20rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il20%20Il22ra1_il20rb;https://europepmc.org/search?query=Il20%20Il22ra1_il20rb;https://pubmed.ncbi.nlm.nih.gov/31205408/;https://europepmc.org/article/MED/31205408;https://pubmed.ncbi.nlm.nih.gov/18599299/;https://europepmc.org/article/MED/18599299;https://pubmed.ncbi.nlm.nih.gov/11035029/;https://europepmc.org/article/MED/11035029	human, mouse and recombinant IL-10-family receptor systems	primary direct binding and receptor activation	The submitted IL-20/IL-22/IL-24 ligand is matched to its documented IL22RA1-containing receptor complex, with direct binding, receptor assembly and functional signaling studies.	IL-20-family receptors share subunits and ligand selectivity is complex; receptor expression and species orthology affect functional output.	aliases=Il20 Il22ra1_il20rb,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il22 il22ra1_il10rb	Il22 Il22ra1_il10rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il22%20Il22ra1_il10rb;https://europepmc.org/search?query=Il22%20Il22ra1_il10rb;https://pubmed.ncbi.nlm.nih.gov/31205408/;https://europepmc.org/article/MED/31205408;https://pubmed.ncbi.nlm.nih.gov/18599299/;https://europepmc.org/article/MED/18599299;https://pubmed.ncbi.nlm.nih.gov/11035029/;https://europepmc.org/article/MED/11035029	human, mouse and recombinant IL-10-family receptor systems	primary direct binding and receptor activation	The submitted IL-20/IL-22/IL-24 ligand is matched to its documented IL22RA1-containing receptor complex, with direct binding, receptor assembly and functional signaling studies.	IL-20-family receptors share subunits and ligand selectivity is complex; receptor expression and species orthology affect functional output.	aliases=Il22 Il22ra1_il10rb,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il23 complex il23r_il12rb1	IL23 complex IL23R_IL12RB1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=IL23%20complex%20IL23R_IL12RB1;https://europepmc.org/search?query=IL23%20complex%20IL23R_IL12RB1;https://pubmed.ncbi.nlm.nih.gov/11114383/;https://europepmc.org/article/MED/11114383	human and mouse IL-23 receptor systems	primary direct binding and receptor activation	The IL-23 heterodimer is the cognate ligand for IL23R–IL12RB1 and activates receptor-dependent STAT3/STAT4 signaling.	IL-23 is a processed heterodimer and IL12RB1 is shared with IL-12 receptor complexes.	aliases=IL23 complex IL23R_IL12RB1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il24 il22ra1_il20rb	Il24 Il22ra1_il20rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il24%20Il22ra1_il20rb;https://europepmc.org/search?query=Il24%20Il22ra1_il20rb;https://pubmed.ncbi.nlm.nih.gov/31205408/;https://europepmc.org/article/MED/31205408;https://pubmed.ncbi.nlm.nih.gov/18599299/;https://europepmc.org/article/MED/18599299;https://pubmed.ncbi.nlm.nih.gov/11035029/;https://europepmc.org/article/MED/11035029	human, mouse and recombinant IL-10-family receptor systems	primary direct binding and receptor activation	The submitted IL-20/IL-22/IL-24 ligand is matched to its documented IL22RA1-containing receptor complex, with direct binding, receptor assembly and functional signaling studies.	IL-20-family receptors share subunits and ligand selectivity is complex; receptor expression and species orthology affect functional output.	aliases=Il24 Il22ra1_il20rb,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il27 complex il27ra_il6st	IL27 complex IL27RA_IL6ST	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=IL27%20complex%20IL27RA_IL6ST;https://europepmc.org/search?query=IL27%20complex%20IL27RA_IL6ST;https://pubmed.ncbi.nlm.nih.gov/25861977/;https://europepmc.org/article/MED/25861977	human, mouse and recombinant IL-27 receptor systems	primary direct binding and receptor activation	IL-27, an EBI3/IL27A heterodimer, signals through IL27RA–IL6ST and the submitted receptor complex is a canonical IL-27 receptor.	IL6ST/gp130 is shared among cytokine receptors and IL-27 ligand/receptor stoichiometry depends on the assembled complex.	aliases=IL27 complex IL27RA_IL6ST,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il3 il3ra_csf2rb	Il3 Il3ra_csf2rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il3%20Il3ra_csf2rb;https://europepmc.org/search?query=Il3%20Il3ra_csf2rb	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il3 Il3ra_csf2rb,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il31 il31ra_osmr	Il31 IL31RA_OSMR	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il31%20IL31RA_OSMR;https://europepmc.org/search?query=Il31%20IL31RA_OSMR	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il31 IL31RA_OSMR,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il33 il1rl1_il1rap	Il33 Il1rl1_il1rap	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il33%20Il1rl1_il1rap;https://europepmc.org/search?query=Il33%20Il1rl1_il1rap	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il33 Il1rl1_il1rap,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il34 csf1r	Il34 Csf1r	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il34%20Csf1r;https://europepmc.org/search?query=Il34%20Csf1r;https://pubmed.ncbi.nlm.nih.gov/22897080/;https://europepmc.org/article/MED/22897080	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il34 Csf1r,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il36a il1rl2_il1rap	Il36a Il1rl2_il1rap	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il36a%20Il1rl2_il1rap;https://europepmc.org/search?query=Il36a%20Il1rl2_il1rap;https://pubmed.ncbi.nlm.nih.gov/29180446/;https://europepmc.org/article/MED/29180446;https://pubmed.ncbi.nlm.nih.gov/27307043/;https://europepmc.org/article/MED/27307043	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il36a Il1rl2_il1rap,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il36b il1rl2_il1rap	Il36b Il1rl2_il1rap	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il36b%20Il1rl2_il1rap;https://europepmc.org/search?query=Il36b%20Il1rl2_il1rap;https://pubmed.ncbi.nlm.nih.gov/29180446/;https://europepmc.org/article/MED/29180446;https://pubmed.ncbi.nlm.nih.gov/27307043/;https://europepmc.org/article/MED/27307043	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il36b Il1rl2_il1rap,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il36g il1rl2_il1rap	Il36g Il1rl2_il1rap	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il36g%20Il1rl2_il1rap;https://europepmc.org/search?query=Il36g%20Il1rl2_il1rap;https://pubmed.ncbi.nlm.nih.gov/29180446/;https://europepmc.org/article/MED/29180446;https://pubmed.ncbi.nlm.nih.gov/27307043/;https://europepmc.org/article/MED/27307043	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il36g Il1rl2_il1rap,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
il4 il4r_il13ra1	Il4 IL4R_IL13RA1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Il4%20IL4R_IL13RA1;https://europepmc.org/search?query=Il4%20IL4R_IL13RA1	human, mouse and recombinant cytokine-receptor systems	primary direct binding and receptor activation	The submitted cytokine and receptor complex are canonical members of the corresponding cytokine receptor system, with direct ligand binding and/or receptor-dependent functional signaling reported.	Several receptor subunits are shared across cytokine families and ligand processing, species, and receptor stoichiometry can affect activity.	aliases=Il4 IL4R_IL13RA1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
